Date,Volume
2013-01-02,1353.0
2013-01-03,1128.0
2013-01-04,1045.0
2013-01-07,1084.0
2013-01-08,2594.0
2013-01-09,2149.0
2013-01-10,1366.0
2013-01-11,2217.0
2013-01-14,3292.0
2013-01-15,1511.0
2013-01-16,3183.0
2013-01-17,4889.0
2013-01-18,5044.0
2013-01-21,2656.0
2013-01-22,4645.0
2013-01-23,3632.0
2013-01-24,5723.0
2013-01-25,5323.0
2013-01-28,1830.0
2013-01-29,6032.0
2013-01-30,3747.0
2013-01-31,6278.0
2013-02-01,2473.0
2013-02-04,4528.0
2013-02-05,5606.0
2013-02-06,6431.0
2013-02-07,6724.0
2013-02-08,6008.0
2013-02-11,1549.0
2013-02-12,6717.0
2013-02-13,6783.0
2013-02-14,1427.0
2013-02-15,2728.0
2013-02-18,3468.0
2013-02-19,5215.0
2013-02-20,2794.0
2013-02-21,3716.0
2013-02-22,4085.0
2013-02-25,3521.0
2013-02-26,1630.0
2013-02-27,1277.0
2013-02-28,2247.0
2013-03-01,9215.0
2013-03-04,1687.0
2013-03-05,3908.0
2013-03-06,2323.0
2013-03-07,2515.0
2013-03-08,2786.0
2013-03-11,4784.0
2013-03-12,2836.0
2013-03-13,3957.0
2013-03-14,1529.0
2013-03-15,5948.0
2013-03-18,1261.0
2013-03-19,1844.0
2013-03-20,10136.0
2013-03-21,5741.0
2013-03-22,2313.0
2013-03-25,3808.0
2013-03-26,4341.0
2013-03-27,4528.0
2013-03-28,4215.0
2013-04-02,1866.0
2013-04-03,1770.0
2013-04-04,1407.0
2013-04-05,2775.0
2013-04-08,844.0
2013-04-09,5331.0
2013-04-10,8894.0
2013-04-11,2776.0
2013-04-12,3914.0
2013-04-15,1499.0
2013-04-16,13095.0
2013-04-17,13260.0
2013-04-18,4876.0
2013-04-19,1866.0
2013-04-22,1551.0
2013-04-23,28976.0
2013-04-24,6000.0
2013-04-25,6378.0
2013-04-26,1039.0
2013-04-29,1654.0
2013-04-30,3163.0
2013-05-01,2016.0
2013-05-02,3242.0
2013-05-03,3394.0
2013-05-06,1481.0
2013-05-07,3314.0
2013-05-08,2201.0
2013-05-09,1102.0
2013-05-10,3208.0
2013-05-13,2224.0
2013-05-14,1310.0
2013-05-15,2948.0
2013-05-16,2597.0
2013-05-17,2130.0
2013-05-20,2363.0
2013-05-21,1776.0
2013-05-22,5525.0
2013-05-23,3524.0
2013-05-24,4319.0
2013-05-27,886.0
2013-05-28,522.0
2013-05-29,2313.0
2013-05-30,2179.0
2013-05-31,4760.0
2013-06-03,3029.0
2013-06-04,4333.0
2013-06-05,2964.0
2013-06-06,4159.0
2013-06-07,6106.0
2013-06-10,3072.0
2013-06-11,7350.0
2013-06-12,6013.0
2013-06-13,12859.0
2013-06-14,11756.0
2013-06-17,5476.0
2013-06-18,9544.0
2013-06-19,3791.0
2013-06-20,2251.0
2013-06-21,1478.0
2013-06-24,2845.0
2013-06-25,2021.0
2013-06-26,627.0
2013-06-27,2930.0
2013-06-28,2500.0
2013-07-01,947.0
2013-07-02,2077.0
2013-07-03,7139.0
2013-07-04,2220.0
2013-07-05,898.0
2013-07-08,2371.0
2013-07-09,5678.0
2013-07-10,2145.0
2013-07-11,1804.0
2013-07-12,1220.0
2013-07-15,640.0
2013-07-16,6045.0
2013-07-17,1337.0
2013-07-18,1561.0
2013-07-19,892.0
2013-07-22,620.0
2013-07-23,827.0
2013-07-24,1734.0
2013-07-25,1120.0
2013-07-26,2482.0
2013-07-29,741.0
2013-07-30,1928.0
2013-07-31,2264.0
2013-08-01,2174.0
2013-08-02,1098.0
2013-08-05,1213.0
2013-08-06,1774.0
2013-08-07,855.0
2013-08-08,6298.0
2013-08-09,2109.0
2013-08-12,4877.0
2013-08-13,5081.0
2013-08-14,1623.0
2013-08-15,6075.0
2013-08-16,1850.0
2013-08-19,1337.0
2013-08-20,1287.0
2013-08-21,12089.0
2013-08-22,2456.0
2013-08-23,1245.0
2013-08-26,732.0
