Date;HIGH;LOW;OPEN;CLOSE;VOLUME
2017-01-30 00:00:00;;;;5,34;
2017-01-31 00:00:00;;;;5,98;
2017-02-01 00:00:00;;;;5,89;
2017-02-02 00:00:00;;;;5,84;
2017-02-03 00:00:00;;;;5,77;
2017-02-06 00:00:00;;;;5,71;
2017-02-07 00:00:00;;;;5,78;
2017-02-08 00:00:00;;;;5,83;
2017-02-09 00:00:00;;;;5,9;
2017-02-10 00:00:00;;;;5,73;
2017-02-13 00:00:00;;;;5,52;
2017-02-14 00:00:00;;;;5,76;
2017-02-15 00:00:00;;;;5,7;
2017-02-16 00:00:00;;;;5,56;
2017-02-17 00:00:00;;;;5,59;
2017-02-20 00:00:00;;;;5,71;
2017-02-21 00:00:00;;;;5,67;
2017-02-22 00:00:00;;;;5,69;
2017-02-23 00:00:00;;;;5,98;
2017-02-24 00:00:00;;;;6,01;
2017-02-27 00:00:00;;;;5,81;
2017-02-28 00:00:00;;;;5,85;
2017-03-01 00:00:00;;;;6,54;
2017-03-02 00:00:00;;;;6,09;
2017-03-03 00:00:00;;;;6,22;
2017-03-06 00:00:00;;;;6,11;
2017-03-07 00:00:00;;;;6;
2017-03-08 00:00:00;;;;5,86;
2017-03-09 00:00:00;;;;5,74;
2017-03-10 00:00:00;;;;5,79;
2017-03-13 00:00:00;;;;5,78;
2017-03-14 00:00:00;;;;5,73;
2017-03-15 00:00:00;;;;5,82;
2017-03-16 00:00:00;;;;5,77;
2017-03-17 00:00:00;;;;5,76;
2017-03-20 00:00:00;;;;5,61;
2017-03-21 00:00:00;;;;5,56;
2017-03-22 00:00:00;;;;5,59;
2017-03-23 00:00:00;;;;5,6;
2017-03-24 00:00:00;;;;5,39;
2017-03-27 00:00:00;;;;5,25;
2017-03-28 00:00:00;;;;5,36;
2017-03-29 00:00:00;;;;5,39;
2017-03-30 00:00:00;;;;5,55;
2017-03-31 00:00:00;;;;5,32;
2017-04-03 00:00:00;;;;5,49;
2017-04-04 00:00:00;;;;5,26;
2017-04-05 00:00:00;;;;5,46;
2017-04-06 00:00:00;;;;5,71;
2017-04-07 00:00:00;;;;5,53;
2017-04-10 00:00:00;;;;5,43;
2017-04-11 00:00:00;;;;5,52;
2017-04-12 00:00:00;;;;5,59;
2017-04-13 00:00:00;;;;5,6;
2017-04-18 00:00:00;;;;5,52;
2017-04-19 00:00:00;;;;5,5;
2017-04-20 00:00:00;;;;5,4;
2017-04-21 00:00:00;;;;5,22;
2017-04-24 00:00:00;;;;5,3;
2017-04-25 00:00:00;;;;5,15;
2017-04-26 00:00:00;;;;5,26;
2017-04-27 00:00:00;;;;5,21;
2017-04-28 00:00:00;;;;5,22;
2017-05-02 00:00:00;;;;5,09;
2017-05-03 00:00:00;;;;5,05;
2017-05-04 00:00:00;;;;5,15;
2017-05-05 00:00:00;;;;5,22;
2017-05-08 00:00:00;;;;5,07;
2017-05-09 00:00:00;;;;5,17;
2017-05-10 00:00:00;;;;5,1;
2017-05-11 00:00:00;;;;5;
2017-05-12 00:00:00;;;;5,11;
2017-05-15 00:00:00;;;;5,04;
2017-05-16 00:00:00;;;;5,19;
2017-05-17 00:00:00;;;;5,23;
2017-05-18 00:00:00;;;;5,41;
2017-05-19 00:00:00;;;;5,5;
2017-05-22 00:00:00;;;;5,57;
2017-05-23 00:00:00;;;;5,41;
2017-05-24 00:00:00;;;;5,58;
2017-05-25 00:00:00;;;;5,65;
2017-05-26 00:00:00;;;;5,86;
2017-05-29 00:00:00;;;;5,85;
2017-05-30 00:00:00;;;;5,81;
2017-05-31 00:00:00;;;;5,63;
2017-06-01 00:00:00;;;;5,73;
2017-06-02 00:00:00;;;;5,82;
2017-06-05 00:00:00;;;;5,83;
2017-06-06 00:00:00;;;;5,63;
2017-06-07 00:00:00;;;;5,54;
2017-06-08 00:00:00;;;;5,71;
2017-06-09 00:00:00;;;;5,7;
2017-06-12 00:00:00;;;;5,58;
2017-06-13 00:00:00;;;;5,68;
2017-06-14 00:00:00;;;;5,6;
2017-06-15 00:00:00;;;;5,61;
2017-06-16 00:00:00;;;;5,54;
2017-06-19 00:00:00;;;;5,59;
2017-06-20 00:00:00;;;;5,63;
2017-06-21 00:00:00;;;;5,54;
2017-06-22 00:00:00;;;;5,53;
2017-06-23 00:00:00;;;;5,53;
2017-06-26 00:00:00;;;;5,44;
2017-06-27 00:00:00;;;;5,61;
2017-06-28 00:00:00;;;;5,61;
2017-06-29 00:00:00;;;;5,74;
2017-06-30 00:00:00;;;;5,7;
2017-07-03 00:00:00;;;;5,81;
2017-07-04 00:00:00;;;;5,79;
2017-07-05 00:00:00;;;;5,71;
2017-07-06 00:00:00;;;;5,91;
2017-07-07 00:00:00;;;;6,02;
2017-07-10 00:00:00;;;;6,08;
2017-07-11 00:00:00;;;;6,01;
2017-07-12 00:00:00;;;;6,16;
2017-07-13 00:00:00;;;;6,04;
2017-07-14 00:00:00;;;;6,1;
2017-07-17 00:00:00;;;;6,1;
2017-07-18 00:00:00;;;;6,13;
2017-07-19 00:00:00;;;;6,12;
2017-07-20 00:00:00;;;;6,03;
2017-07-21 00:00:00;;;;5,88;
2017-07-24 00:00:00;;;;5,92;
2017-07-25 00:00:00;;;;5,95;
2017-07-26 00:00:00;;;;6,04;
2017-07-27 00:00:00;;;;5,93;
2017-07-28 00:00:00;;;;5,97;
2017-07-31 00:00:00;;;;6,01;
2017-08-01 00:00:00;;;;6,08;
2017-08-02 00:00:00;;;;6,21;
2017-08-03 00:00:00;;;;6,22;
2017-08-04 00:00:00;;;;6,14;
2017-08-07 00:00:00;;;;6,05;
2017-08-08 00:00:00;;;;6,05;
2017-08-09 00:00:00;;;;6,2;
2017-08-10 00:00:00;;;;6,24;
2017-08-11 00:00:00;;;;6,27;
2017-08-14 00:00:00;;;;6,4;
2017-08-15 00:00:00;;;;6,41;
2017-08-16 00:00:00;;;;6,67;
2017-08-17 00:00:00;;;;6,69;
2017-08-18 00:00:00;;;;6,69;
2017-08-21 00:00:00;;;;6,62;
2017-08-22 00:00:00;;;;6,65;
2017-08-23 00:00:00;;;;6,82;
2017-08-24 00:00:00;;;;6,83;
2017-08-25 00:00:00;;;;6,97;
2017-08-28 00:00:00;;;;6,98;
2017-08-29 00:00:00;;;;6,92;
2017-08-30 00:00:00;;;;6,9;
