Date,HIGH,LOW,OPEN,CLOSE,VOLUME
2017-01-30 00:00:00,,,,5.34,
2017-01-31 00:00:00,,,,5.88,
2017-02-01 00:00:00,,,,5.79,
2017-02-02 00:00:00,,,,5.74,
2017-02-03 00:00:00,,,,5.67,
2017-02-06 00:00:00,,,,5.61,
2017-02-07 00:00:00,,,,5.68,
2017-02-08 00:00:00,,,,5.73,
2017-02-09 00:00:00,,,,5.8,
2017-02-10 00:00:00,,,,5.63,
2017-02-13 00:00:00,,,,5.42,
2017-02-14 00:00:00,,,,5.66,
2017-02-15 00:00:00,,,,5.6,
2017-02-16 00:00:00,,,,5.46,
2017-02-17 00:00:00,,,,5.49,
2017-02-20 00:00:00,,,,5.61,
2017-02-21 00:00:00,,,,5.57,
2017-02-22 00:00:00,,,,5.59,
2017-02-23 00:00:00,,,,5.88,
2017-02-24 00:00:00,,,,5.91,
2017-02-27 00:00:00,,,,5.71,
2017-02-28 00:00:00,,,,5.75,
2017-03-01 00:00:00,,,,6.44,
2017-03-02 00:00:00,,,,5.99,
2017-03-03 00:00:00,,,,6.12,
2017-03-06 00:00:00,,,,6.01,
2017-03-07 00:00:00,,,,5.9,
2017-03-08 00:00:00,,,,5.76,
2017-03-09 00:00:00,,,,5.64,
2017-03-10 00:00:00,,,,5.69,
2017-03-13 00:00:00,,,,5.68,
2017-03-14 00:00:00,,,,5.63,
2017-03-15 00:00:00,,,,5.72,
2017-03-16 00:00:00,,,,5.67,
2017-03-17 00:00:00,,,,5.66,
2017-03-20 00:00:00,,,,5.51,
2017-03-21 00:00:00,,,,5.46,
2017-03-22 00:00:00,,,,5.49,
2017-03-23 00:00:00,,,,5.5,
2017-03-24 00:00:00,,,,5.29,
2017-03-27 00:00:00,,,,5.15,
2017-03-28 00:00:00,,,,5.26,
2017-03-29 00:00:00,,,,5.29,
2017-03-30 00:00:00,,,,5.45,
2017-03-31 00:00:00,,,,5.22,
2017-04-03 00:00:00,,,,5.39,
2017-04-04 00:00:00,,,,5.16,
2017-04-05 00:00:00,,,,5.36,
2017-04-06 00:00:00,,,,5.61,
2017-04-07 00:00:00,,,,5.43,
2017-04-10 00:00:00,,,,5.33,
2017-04-11 00:00:00,,,,5.42,
2017-04-12 00:00:00,,,,5.49,
2017-04-13 00:00:00,,,,5.5,
2017-04-18 00:00:00,,,,5.42,
2017-04-19 00:00:00,,,,5.4,
2017-04-20 00:00:00,,,,5.3,
2017-04-21 00:00:00,,,,5.12,
2017-04-24 00:00:00,,,,5.2,
2017-04-25 00:00:00,,,,5.05,
2017-04-26 00:00:00,,,,5.16,
2017-04-27 00:00:00,,,,5.11,
2017-04-28 00:00:00,,,,5.12,
2017-05-02 00:00:00,,,,4.99,
2017-05-03 00:00:00,,,,4.95,
2017-05-04 00:00:00,,,,5.05,
2017-05-05 00:00:00,,,,5.12,
2017-05-08 00:00:00,,,,4.97,
2017-05-09 00:00:00,,,,5.07,
2017-05-10 00:00:00,,,,5,
2017-05-11 00:00:00,,,,4.9,
2017-05-12 00:00:00,,,,5.01,
2017-05-15 00:00:00,,,,4.94,
2017-05-16 00:00:00,,,,5.09,
2017-05-17 00:00:00,,,,5.13,
2017-05-18 00:00:00,,,,5.31,
2017-05-19 00:00:00,,,,5.4,
2017-05-22 00:00:00,,,,5.47,
2017-05-23 00:00:00,,,,5.31,
2017-05-24 00:00:00,,,,5.48,
2017-05-25 00:00:00,,,,5.55,
2017-05-26 00:00:00,,,,5.76,
2017-05-29 00:00:00,,,,5.75,
2017-05-30 00:00:00,,,,5.71,
2017-05-31 00:00:00,,,,5.53,
2017-06-01 00:00:00,,,,5.63,
2017-06-02 00:00:00,,,,5.72,
2017-06-05 00:00:00,,,,5.73,
2017-06-06 00:00:00,,,,5.53,
2017-06-07 00:00:00,,,,5.44,
2017-06-08 00:00:00,,,,5.61,
2017-06-09 00:00:00,,,,5.6,
