Bonds,,Date,XS0428461718,XS0282572956,XS0994991411,XS0951395317,XS0830194501,XS0994990280,XS1139315581,XS0418669429,XS1111559768,XS1693818525,XS0402228471,XS1048519679,XS0414313691,XS0410303647,XS1443997223,XS1443997819,XS1111559925
,,4/16/2014,103.262,NA,104.54,102.331,100.95,102.771,NA,126.115,NA,NA,NA,100.683,NA,117.625,NA,NA,NA
,,4/17/2014,103.249,NA,103.93,102.107,100.71,102.087,NA,125.73,NA,NA,NA,100.196,NA,117.575,NA,NA,NA
,,4/18/2014,103.423,NA,103.93,102.002,100.827,102.264,NA,125.695,NA,NA,NA,100.461,NA,117.461,NA,NA,NA
,,4/21/2014,103.423,NA,103.972,102.002,100.827,102.264,NA,125.695,NA,NA,NA,100.461,NA,117.461,NA,NA,NA
,,4/22/2014,103.235,NA,104.49,102.073,100.49,102.158,NA,125.63,NA,NA,NA,100.278,NA,117.335,NA,NA,NA
,,4/23/2014,103.203,NA,104.95,102.112,100.72,102.113,NA,125.87,NA,NA,NA,100.322,NA,117.37,NA,NA,NA
,,4/24/2014,103.195,NA,104.13,102.142,100.77,102.148,NA,125.9,NA,NA,NA,100.401,NA,117.385,NA,NA,NA
,,4/25/2014,103.179,NA,104.52,102.296,101.06,102.375,NA,126.11,NA,NA,NA,100.739,NA,117.505,NA,NA,NA
,,4/28/2014,103.162,NA,104.41,102.313,101.1,102.931,NA,126.18,NA,NA,NA,100.801,NA,117.55,NA,NA,NA
,,4/29/2014,103.15,NA,105.29,102.438,101.1,102.98,NA,126.468,NA,NA,NA,100.94,NA,117.73,NA,NA,NA
,,4/30/2014,103.159,NA,104.62,102.697,101.39,103.2,NA,126.81,NA,NA,NA,101.372,NA,117.825,NA,NA,NA
,,5/1/2014,103.368,NA,104.489,102.663,101.507,103.27,NA,127.008,NA,NA,NA,101.291,NA,117.759,NA,NA,NA
,,5/2/2014,103.155,NA,105.817,102.872,101.531,103.273,NA,127.07,NA,NA,NA,101.437,NA,117.98,NA,NA,NA
,,5/5/2014,103.11,NA,104.69,102.807,101.59,103.187,NA,127.19,NA,NA,NA,101.329,NA,117.91,NA,NA,NA
,,5/6/2014,103.129,NA,104.7,102.779,101.64,103.313,NA,126.86,NA,NA,NA,101.458,NA,117.945,NA,NA,NA
,,5/7/2014,103.103,NA,104.53,102.689,101.64,103.202,NA,126.75,NA,NA,NA,101.277,NA,117.9,NA,NA,NA
,,5/8/2014,103.109,NA,106.13,102.924,101.83,103.592,NA,127.29,NA,NA,NA,101.577,NA,118.165,NA,NA,NA
,,5/9/2014,103.031,NA,105.88,103.011,101.91,103.528,NA,127.3,NA,NA,NA,101.451,NA,118.14,NA,NA,NA
,,5/12/2014,103.022,NA,105.96,102.986,101.86,103.488,NA,127.522,NA,NA,NA,101.363,NA,118.09,NA,NA,NA
,,5/13/2014,102.93,NA,106.792,103.123,102.21,103.821,NA,127.934,NA,NA,NA,101.836,NA,118.305,NA,NA,NA
,,5/14/2014,103.025,NA,107.251,103.458,102.45,104.152,NA,128.124,NA,NA,NA,102.317,NA,118.35,NA,NA,NA
,,5/15/2014,103.024,NA,106.28,103.752,102.98,104.412,NA,128.52,NA,NA,NA,103.013,NA,118.48,NA,NA,NA
,,5/16/2014,102.987,NA,106.03,103.625,102.7,104.23,NA,128.24,NA,NA,NA,102.728,NA,118.28,NA,NA,NA
,,5/19/2014,102.97,NA,106.95,103.504,102.6,104.116,NA,128.17,NA,NA,NA,102.569,NA,118.29,NA,NA,NA
,,5/20/2014,102.969,NA,106.83,103.537,102.48,104.157,NA,128.14,NA,NA,NA,102.653,NA,118.235,NA,NA,NA
,,5/21/2014,102.942,NA,106.63,103.427,102.41,104.01,NA,127.96,NA,NA,NA,102.285,NA,118.12,NA,NA,NA
,,5/22/2014,102.933,NA,106.76,103.47,102.6,103.826,NA,128.22,NA,NA,NA,101.895,NA,118.27,NA,NA,NA
,,5/23/2014,102.94,NA,105.72,103.499,102.56,103.821,NA,128.21,NA,NA,NA,101.875,NA,118.25,NA,NA,NA
,,5/26/2014,103.01,NA,106.81,103.542,102.59,104.12,NA,128.27,NA,NA,NA,102.29,NA,118.255,NA,NA,NA
,,5/27/2014,103.01,NA,106.964,103.703,102.76,104.074,NA,128.65,NA,NA,NA,102.231,NA,118.395,NA,NA,NA
,,5/28/2014,103.213,NA,107.64,103.84,103.2,104.504,NA,128.93,NA,NA,NA,102.725,NA,118.49,NA,NA,NA
,,5/29/2014,103.21,NA,107.53,103.853,103.09,104.311,NA,128.8,NA,NA,NA,102.413,NA,118.43,NA,NA,NA
,,5/30/2014,102.92,NA,107.53,103.853,103.09,104.311,NA,128.69,NA,NA,NA,102.413,NA,118.37,NA,NA,NA
,,6/2/2014,103.188,NA,107.31,103.654,102.99,104.258,NA,128.65,NA,NA,NA,102.368,NA,118.36,NA,NA,NA
,,6/3/2014,102.9,NA,105.59,103.511,102.58,103.939,NA,128.34,NA,NA,NA,101.832,NA,118.165,NA,NA,NA
,,6/4/2014,102.88,NA,105.44,103.394,102.39,103.849,NA,128.21,NA,NA,NA,101.645,NA,118.085,NA,NA,NA
,,6/5/2014,103.171,NA,106.85,103.71,102.65,104.181,NA,128.75,NA,NA,NA,102.043,NA,118.355,NA,NA,NA
,,6/6/2014,103.171,NA,106.85,103.71,102.65,104.181,NA,128.75,NA,NA,NA,102.043,NA,118.355,NA,NA,NA
,,6/9/2014,103.149,NA,107.57,103.816,102.91,104.524,NA,128.84,NA,NA,NA,102.767,NA,118.39,NA,NA,NA
,,6/10/2014,103.142,NA,106.8,103.61,102.76,104.028,NA,128.55,NA,NA,NA,102.239,NA,118.26,NA,NA,NA
,,6/11/2014,103.131,NA,107.38,103.815,102.88,104.058,NA,128.78,NA,NA,NA,102.217,NA,118.372,NA,NA,NA
,,6/12/2014,103.131,NA,107.47,103.894,102.95,104.6,NA,129.05,NA,NA,NA,102.949,NA,118.564,NA,NA,NA
,,6/13/2014,103.112,NA,107.47,103.894,102.95,104.6,NA,129.1,NA,NA,NA,102.949,NA,118.585,NA,NA,NA
,,6/16/2014,103.112,NA,107.8,104,103.2,104.378,NA,129.24,NA,NA,NA,102.969,NA,118.465,NA,NA,NA
,,6/17/2014,103.087,NA,106.718,103.74,102.81,104.092,NA,128.76,NA,NA,NA,102.51,NA,118.293,NA,NA,NA
,,6/18/2014,103.061,NA,107.59,103.806,103.04,104.365,NA,128.97,NA,NA,NA,102.953,NA,118.405,NA,NA,NA
,,6/19/2014,103.053,NA,108.13,104.134,103.45,104.749,NA,129.42,NA,NA,NA,103.401,NA,118.645,NA,NA,NA
,,6/20/2014,102.961,NA,108.13,104.134,103.45,104.749,NA,129.1,NA,NA,NA,103.401,NA,118.505,NA,NA,NA
,,6/23/2014,103.031,NA,108.11,104.113,103.57,104.698,NA,129.26,NA,NA,NA,103.378,NA,118.605,NA,NA,NA
,,6/24/2014,103,NA,108.12,104.104,103.58,104.65,NA,129.21,NA,NA,NA,103.478,NA,118.555,NA,NA,NA
,,6/25/2014,102.997,NA,108.6,104.305,103.96,104.9,NA,129.56,NA,NA,NA,103.897,NA,118.69,NA,NA,NA
,,6/26/2014,102.976,NA,108.86,104.408,104.12,105.019,NA,129.64,NA,NA,NA,104.136,NA,118.622,NA,NA,NA
,,6/27/2014,102.92,NA,108.174,104.284,103.9,104.864,NA,129.4,NA,NA,NA,103.953,NA,118.595,NA,NA,NA
,,6/30/2014,102.976,NA,108.76,104.41,104,105.041,NA,129.54,NA,NA,NA,104.151,NA,118.685,NA,NA,NA
,,7/1/2014,102.967,NA,108.785,104.405,104.1,105.036,NA,129.63,NA,NA,NA,104.093,NA,118.73,NA,NA,NA
,,7/2/2014,102.941,NA,108.17,104.42,103.81,104.807,NA,129.45,NA,NA,NA,103.674,NA,118.629,NA,NA,NA
,,7/3/2014,102.93,NA,108.28,104.214,103.72,105.174,NA,129.36,NA,NA,NA,103.939,NA,118.555,NA,NA,NA
,,7/4/2014,102.89,NA,108.67,104.346,103.89,105.077,NA,129.55,NA,NA,NA,103.962,NA,118.66,NA,NA,NA
,,7/7/2014,102.912,NA,108.65,104.376,104.02,105.078,NA,129.61,NA,NA,NA,103.994,NA,118.65,NA,NA,NA
,,7/8/2014,102.902,NA,109.07,104.56,104.29,105.362,NA,129.83,NA,NA,NA,104.442,NA,118.775,NA,NA,NA
,,7/9/2014,102.83,NA,109,104.502,104.23,105.355,NA,129.73,NA,NA,NA,104.504,NA,118.71,NA,NA,NA
,,7/10/2014,102.786,NA,109.3,104.62,104.42,105.736,NA,129.84,NA,NA,NA,104.863,NA,118.77,NA,NA,NA
,,7/11/2014,102.83,NA,109.26,104.621,104.45,105.714,NA,129.86,NA,NA,NA,104.859,NA,118.795,NA,NA,NA
,,7/14/2014,102.769,NA,109.2,104.591,104.4,105.336,NA,129.79,NA,NA,NA,104.524,NA,118.75,NA,NA,NA
,,7/15/2014,102.75,NA,109.228,104.574,104.3,105.344,NA,129.407,NA,NA,NA,104.57,NA,118.631,NA,NA,NA
,,7/16/2014,102.797,NA,109.44,104.664,104.36,105.383,NA,129.8,NA,NA,NA,104.743,NA,118.725,NA,NA,NA
,,7/17/2014,102.792,NA,109.81,104.786,104.55,105.562,NA,129.88,NA,NA,NA,105.166,NA,118.78,NA,NA,NA
,,7/18/2014,102.78,NA,109.84,104.733,104.65,105.484,NA,129.79,NA,NA,NA,105.101,NA,118.71,NA,NA,NA
,,7/21/2014,102.76,NA,109.96,104.773,104.74,105.704,NA,129.92,NA,NA,NA,105.311,NA,118.74,NA,NA,NA
,,7/22/2014,102.764,NA,109.71,104.643,104.51,105.863,NA,129.71,NA,NA,NA,105.19,NA,118.645,NA,NA,NA
,,7/23/2014,102.72,NA,109.95,104.738,104.7,105.898,NA,129.92,NA,NA,NA,105.241,NA,118.725,NA,NA,NA
,,7/24/2014,102.739,NA,109.7,104.633,104.5,105.846,NA,130.32,NA,NA,NA,104.93,NA,118.655,NA,NA,NA
,,7/25/2014,102.637,NA,110.06,104.904,104.82,106.142,NA,130.57,NA,NA,NA,105.525,NA,118.82,NA,NA,NA
,,7/28/2014,102.721,NA,110.08,104.837,104.81,105.991,NA,130.43,NA,NA,NA,105.21,NA,118.8,NA,NA,NA
,,7/29/2014,102.708,NA,110.45,105.025,105.06,106.203,NA,131.34,NA,NA,NA,105.584,NA,118.755,NA,NA,NA
,,7/30/2014,102.686,NA,109.95,104.825,104.68,105.814,NA,131.031,NA,NA,NA,104.883,NA,118.725,NA,NA,NA
,,7/31/2014,102.584,NA,109.96,104.87,104.8,105.94,NA,130.82,NA,NA,NA,104.996,NA,118.81,NA,NA,NA
,,8/1/2014,102.566,NA,110.069,105.127,104.93,106.123,NA,131.371,NA,NA,NA,105.368,NA,118.724,NA,NA,NA
,,8/4/2014,102.66,NA,110.104,105.116,105.12,106.062,NA,131.286,NA,NA,NA,105.292,NA,118.7,NA,NA,NA
,,8/5/2014,102.646,NA,109.684,104.973,104.84,106,NA,131.038,NA,NA,NA,105.209,NA,118.547,NA,NA,NA
,,8/6/2014,102.62,NA,110.496,105.208,105.35,106.336,NA,131.13,NA,NA,NA,105.734,NA,118.74,NA,NA,NA
,,8/7/2014,102.614,NA,110.843,105.345,105.52,106.543,NA,131.612,NA,NA,NA,106.166,NA,118.786,NA,NA,NA
,,8/8/2014,102.505,NA,111.027,105.321,105.51,106.416,NA,131.16,NA,NA,NA,106.019,NA,118.699,NA,NA,NA
,,8/11/2014,102.598,NA,110.75,105.376,105.52,106.508,NA,131.21,NA,NA,NA,106.111,NA,118.673,NA,NA,NA
,,8/12/2014,102.52,NA,110.947,105.478,105.59,106.501,NA,131.32,NA,NA,NA,106.056,NA,118.733,NA,NA,NA
,,8/13/2014,102.5,NA,111.284,105.61,105.77,106.78,NA,131.54,NA,NA,NA,106.493,NA,118.865,NA,NA,NA
,,8/14/2014,102.49,NA,111.41,105.563,105.86,106.794,NA,131.51,NA,NA,NA,106.577,NA,118.87,NA,NA,NA
,,8/15/2014,102.453,NA,111.95,105.841,106.2,106.969,NA,131.59,NA,NA,NA,106.993,NA,119.105,NA,NA,NA
,,8/18/2014,102.54,NA,111.55,105.672,105.9,106.73,NA,131.48,NA,NA,NA,106.548,NA,119.095,NA,NA,NA
,,8/19/2014,102.536,NA,111.66,105.67,106.05,106.836,NA,131.851,NA,NA,NA,106.731,NA,119.049,NA,NA,NA
,,8/20/2014,102.41,NA,111.94,105.84,106.27,106.9,NA,131.61,NA,NA,NA,106.832,NA,119.12,NA,NA,NA
,,8/21/2014,102.486,NA,112.03,105.581,106.18,106.865,NA,131.772,NA,NA,NA,106.836,NA,118.935,NA,NA,NA
,,8/22/2014,102.42,NA,112.13,105.755,106.24,106.954,NA,131.852,NA,NA,NA,107.723,NA,119.075,NA,NA,NA
,,8/25/2014,102.479,NA,112.06,105.981,106.4,107.185,NA,132.204,NA,NA,NA,108.087,NA,119.03,NA,NA,NA
,,8/26/2014,102.396,NA,112.55,105.944,106.57,107.201,NA,132.144,NA,NA,NA,108.168,NA,119.185,NA,NA,NA
,,8/27/2014,102.461,NA,111.974,106.048,106.88,107.387,NA,132.114,NA,NA,NA,108.523,NA,119.27,NA,NA,NA
,,8/28/2014,102.39,NA,113.19,106.092,107.03,107.487,NA,132.329,NA,NA,NA,108.852,NA,119.235,NA,NA,NA
,,8/29/2014,102.4,NA,113.17,106.154,107.02,107.431,NA,132.387,NA,NA,NA,108.932,NA,119.21,NA,NA,NA
,,9/1/2014,102.44,NA,112.206,106.079,107.01,107.504,NA,132.248,NA,NA,NA,108.753,NA,119.115,NA,NA,NA
,,9/2/2014,102.435,NA,111.698,106.033,106.94,107.684,NA,132.315,NA,NA,NA,108.475,NA,119.138,NA,NA,NA
,,9/3/2014,102.34,NA,111.69,106.025,106.76,107.633,NA,132.459,NA,NA,NA,108.237,NA,119.164,NA,NA,NA
,,9/4/2014,102.427,NA,112.61,106.23,106.81,107.725,NA,132.35,NA,NA,NA,108.016,NA,119.396,NA,NA,NA
,,9/5/2014,102.36,NA,112.073,106.117,107.04,107.807,NA,132.799,NA,NA,NA,108.271,NA,119.21,NA,NA,NA
,,9/8/2014,102.417,NA,112.521,106.237,107.14,107.674,NA,132.517,NA,NA,NA,108.021,NA,119.288,NA,NA,NA
,,9/9/2014,102.287,NA,111.087,106.075,106.59,107.501,NA,132.686,NA,NA,NA,107.694,NA,119.238,NA,NA,NA
,,9/10/2014,102.381,NA,111.918,106.116,106.58,107.48,NA,132.582,NA,NA,NA,107.633,NA,119.271,NA,NA,NA
,,9/11/2014,102.372,NA,111.131,106.069,106.66,107.53,NA,132.8,NA,NA,NA,107.453,NA,119.247,NA,NA,NA
,,9/12/2014,102.28,NA,111.151,105.78,106.21,107.181,NA,132.169,NA,NA,NA,106.908,NA,119.013,NA,NA,NA
,,9/15/2014,102.27,NA,111.368,106.007,106.18,107.43,NA,132.582,99.717,NA,NA,107.286,NA,119.136,NA,NA,99.189
,,9/16/2014,102.315,NA,111.289,105.852,106.21,107.137,NA,132.262,99.624,NA,NA,107.218,NA,119.056,NA,NA,98.978
,,9/17/2014,102.23,NA,111.222,105.866,106.3,107.166,NA,132.329,99.641,NA,NA,107.3,NA,119.119,NA,NA,99.002
,,9/18/2014,102.22,NA,111.39,105.772,105.87,107.004,NA,132.196,99.471,NA,NA,107.302,NA,118.957,NA,NA,98.7
,,9/19/2014,102.22,NA,111.434,106.007,106.33,107.418,NA,132.62,99.888,NA,NA,107.859,NA,119.125,NA,NA,99.47
,,9/22/2014,102.21,NA,111.98,106.034,106.47,107.514,NA,132.63,99.933,NA,NA,107.982,NA,119.096,NA,NA,99.613
,,9/23/2014,102.2,NA,112.046,105.914,106.55,107.471,NA,132.484,99.839,NA,NA,108.021,NA,119.002,NA,NA,99.694
,,9/24/2014,102.17,NA,111.924,105.87,106.68,107.405,NA,132.426,99.794,NA,NA,107.911,NA,118.941,NA,NA,99.661
,,9/25/2014,102.17,NA,112.25,106.106,106.8,107.695,NA,132.835,99.989,NA,NA,108.067,NA,119.099,NA,NA,100.093
,,9/26/2014,102.16,NA,112.293,105.967,106.82,107.689,NA,132.648,99.889,NA,NA,108.039,NA,119.076,NA,NA,100.137
,,9/29/2014,102.15,NA,112.362,106.002,106.8,107.735,NA,132.641,99.902,NA,NA,108.241,NA,119.063,NA,NA,100.263
,,9/30/2014,102.14,NA,112.596,106.161,107,107.842,NA,132.906,99.953,NA,NA,108.244,NA,119.137,NA,NA,100.296
,,10/1/2014,102.12,NA,113.053,106.362,107.24,108.142,NA,133.262,100.389,NA,NA,108.985,NA,119.193,NA,NA,101.01
,,10/2/2014,102.09,NA,112.698,106.136,107.25,107.911,NA,132.979,100.053,NA,NA,108.655,NA,119.03,NA,NA,100.71
,,10/3/2014,102.018,NA,112.767,106.036,107.143,107.86,NA,132.599,100.255,NA,NA,108.612,NA,118.968,NA,NA,100.691
,,10/6/2014,102.038,NA,112.751,106.189,107.24,107.945,NA,132.781,100.249,NA,NA,108.745,NA,119.11,NA,NA,100.717
,,10/7/2014,102.026,NA,113.027,106.128,107.23,108,NA,132.976,100.294,NA,NA,109.021,NA,119.059,NA,NA,100.795
,,10/8/2014,102.018,NA,112.544,106.103,107.18,108.024,NA,132.688,100.138,NA,NA,108.828,NA,119.025,NA,NA,100.789
,,10/9/2014,101.992,NA,112.848,106.142,107.28,107.955,NA,132.858,100.111,NA,NA,108.602,NA,119.079,NA,NA,100.668
,,10/10/2014,101.984,NA,112.908,106.294,107.24,108.065,NA,133.041,100.22,NA,NA,108.852,NA,119.104,NA,NA,101.081
,,10/13/2014,101.97,NA,112.945,106.195,107.23,107.964,NA,132.821,100.199,NA,NA,108.732,NA,119.006,NA,NA,101.07
,,10/14/2014,101.97,NA,113.428,106.296,107.54,108.307,NA,133.013,100.468,NA,NA,109.401,NA,119.042,NA,NA,101.709
,,10/15/2014,101.966,NA,113.896,106.539,108.05,108.643,NA,132.899,100.724,NA,NA,110.441,NA,119.182,NA,NA,102.441
,,10/16/2014,101.933,NA,113.804,106.269,107.4,108.12,NA,132.884,100.248,NA,NA,109.145,NA,118.913,NA,NA,101.618
,,10/17/2014,101.923,NA,113.525,106.148,107.12,107.943,NA,132.545,100.151,NA,NA,109.268,NA,118.856,NA,NA,101.194
,,10/20/2014,101.912,NA,113.031,106.101,107.21,107.807,NA,132.909,100.159,NA,NA,109.11,NA,118.912,NA,NA,101.237
,,10/21/2014,101.896,NA,112.806,105.964,107.1,107.722,NA,132.745,100.111,NA,NA,108.899,NA,118.796,NA,NA,100.853
,,10/22/2014,101.898,NA,112.879,106.107,107.18,107.92,NA,133.114,100.255,NA,NA,109.263,NA,118.893,NA,NA,101.126
,,10/23/2014,101.868,NA,112.545,105.881,106.97,107.485,NA,132.929,100.023,NA,NA,108.761,NA,118.762,NA,NA,100.529
,,10/24/2014,101.857,NA,112.558,105.958,107.11,107.516,NA,133.052,100.078,NA,NA,108.879,NA,118.75,NA,NA,100.743
,,10/27/2014,101.849,NA,112.806,105.997,107.15,107.618,NA,133.045,100.181,NA,NA,109.07,NA,118.763,NA,NA,101.089
,,10/28/2014,101.829,NA,112.693,105.999,107.16,107.559,NA,133.129,100.184,NA,NA,108.954,NA,118.758,NA,NA,101.142
,,10/29/2014,101.817,NA,112.619,105.994,107.07,107.426,NA,133.03,100.117,NA,NA,108.752,NA,118.694,NA,NA,101.011
,,10/30/2014,101.79,NA,113.075,106.254,107.37,107.748,NA,133.348,100.385,NA,NA,109.422,NA,118.83,NA,NA,101.609
,,10/31/2014,101.782,NA,113.305,106.318,107.4,107.977,NA,133.589,100.525,NA,NA,109.555,NA,118.931,NA,NA,101.677
,,11/3/2014,101.773,NA,113.036,106.309,107.3,107.931,NA,133.548,100.459,NA,NA,109.437,NA,118.85,NA,NA,101.571
,,11/4/2014,101.769,NA,113.515,106.47,107.68,108.265,NA,133.582,100.7,NA,NA,109.831,NA,118.957,NA,NA,102.213
,,11/5/2014,101.757,NA,113.228,106.333,107.6,108.141,NA,133.566,100.647,NA,NA,109.481,NA,118.935,NA,NA,102.078
,,11/6/2014,101.733,NA,113.178,106.32,107.65,108.224,NA,133.631,100.65,NA,NA,109.637,NA,118.9,NA,NA,101.807
,,11/7/2014,101.721,NA,113.42,106.44,107.65,108.208,NA,133.9,100.79,NA,NA,109.624,NA,118.91,NA,NA,102.225
,,11/10/2014,101.717,NA,113.302,106.297,107.64,108.015,NA,133.507,100.658,NA,NA,109.295,NA,118.717,NA,NA,102.125
,,11/11/2014,101.702,NA,113.4,106.335,107.66,108.099,NA,133.629,100.56,NA,NA,109.547,NA,118.765,NA,NA,102.09
,,11/12/2014,101.694,NA,113.522,106.325,107.65,108.131,NA,133.552,100.505,NA,NA,109.61,NA,118.702,NA,NA,102.439
,,11/13/2014,101.667,NA,113.539,106.432,107.71,108.299,98.7749,133.684,100.613,NA,NA,109.605,NA,118.724,NA,NA,102.627
,,11/14/2014,101.655,NA,113.908,106.52,107.78,108.356,98.93,133.802,100.78,NA,NA,109.747,NA,118.757,NA,NA,102.832
,,11/17/2014,101.643,NA,113.322,106.274,107.73,108.219,98.703,133.493,100.305,NA,NA,109.537,NA,118.628,NA,NA,102.755
,,11/18/2014,101.635,NA,113.43,106.272,107.7,108.152,98.729,133.54,100.326,NA,NA,109.519,NA,118.562,NA,NA,102.49
,,11/19/2014,101.624,NA,113.045,106.094,107.32,107.862,98.295,133.005,100.079,NA,NA,109.054,NA,118.387,NA,NA,102.161
,,11/20/2014,101.596,NA,113.412,106.188,107.62,107.769,98.731,133.353,100.247,NA,NA,109.485,NA,118.445,NA,NA,102.746
,,11/21/2014,101.588,NA,113.867,106.349,107.83,107.935,99.012,133.595,100.488,NA,NA,109.857,NA,118.535,NA,NA,103.166
,,11/24/2014,101.589,NA,113.47,106.37,107.76,107.93,98.858,133.447,100.479,NA,NA,109.822,NA,118.556,NA,NA,103.172
,,11/25/2014,101.573,NA,114.004,106.356,107.91,108.076,98.888,133.505,100.546,NA,NA,110.17,NA,118.468,NA,NA,103.582
,,11/26/2014,101.565,NA,114.139,106.294,108.01,108.12,98.879,133.531,100.588,NA,NA,110.258,NA,118.442,NA,NA,103.493
,,11/27/2014,101.53,NA,114.348,106.332,108.19,108.236,99.068,133.613,100.64,NA,NA,110.144,NA,118.466,NA,NA,104.091
,,11/28/2014,101.518,NA,114.239,106.181,107.87,108.083,99.105,133.24,100.293,NA,NA,109.93,NA,118.325,NA,NA,102.442
,,12/1/2014,101.497,NA,113.266,105.845,107.46,107.66,98.378,132.495,99.932,NA,NA,109.074,NA,118.099,NA,NA,102.05
,,12/2/2014,101.494,NA,113.049,105.93,107.33,107.698,98.317,132.65,100.025,NA,NA,109.222,NA,118.185,NA,NA,101.74
,,12/3/2014,101.481,NA,113.222,106.103,107.4,107.779,98.339,132.842,100.061,NA,NA,109.209,NA,118.288,NA,NA,101.81
,,12/4/2014,101.428,NA,113.144,105.987,107.26,107.728,98.405,133.78,100.053,NA,NA,109.101,NA,118.162,NA,NA,101.72
,,12/5/2014,101.413,NA,113.171,105.983,107.17,107.671,98.314,132.724,100.048,NA,NA,108.982,NA,118.133,NA,NA,101.71
,,12/8/2014,101.405,NA,113.439,106.228,107.52,108.03,99.035,133.364,100.352,NA,NA,109.663,NA,118.263,NA,NA,103.63
,,12/9/2014,101.39,NA,113.743,106.195,107.64,108.112,99.111,133.237,100.216,NA,NA,109.711,NA,118.235,NA,NA,103.877
,,12/10/2014,101.374,NA,113.863,106.214,107.7,108.137,99.301,133.127,100.447,NA,NA,110.115,NA,118.221,NA,NA,103.11
,,12/11/2014,101.438,NA,113.8,106.157,107.68,108.117,99.235,132.894,100.372,NA,NA,109.85,NA,118.119,NA,NA,102.99
,,12/12/2014,101.32,NA,114.012,106.251,107.9,108.254,99.601,133.133,100.434,NA,NA,110.227,NA,118.203,NA,NA,103.79
,,12/15/2014,101.311,NA,114.313,106.247,107.84,108.001,99.554,133.118,100.53,NA,NA,109.866,NA,118.212,NA,NA,103.62
,,12/16/2014,101.301,NA,114.256,106.274,107.86,107.877,99.576,133.087,100.568,NA,NA,109.837,NA,118.225,NA,NA,103.98
,,12/17/2014,101.273,NA,114.329,106.306,107.92,107.87,99.598,132.876,100.651,NA,NA,109.706,NA,118.25,NA,NA,103.84
,,12/18/2014,101.227,NA,114.085,106.265,108.03,107.867,99.698,133.172,100.718,NA,NA,109.656,NA,118.32,NA,NA,103.61
,,12/19/2014,101.214,NA,114.169,106.403,108.17,108,99.922,133.309,100.89,NA,NA,110.503,NA,118.32,NA,NA,104.02
,,12/22/2014,101.2,NA,114.254,106.378,108.31,107.993,99.872,133.349,101.106,NA,NA,110.486,NA,118.306,NA,NA,105.146
,,12/23/2014,101.035,NA,114.163,106.336,108.32,107.937,99.88,133.206,100.986,NA,NA,110.377,NA,118.168,NA,NA,105.089
,,12/24/2014,101.264,NA,114.356,106.556,108.567,108.159,100.087,133.458,101.098,NA,NA,110.611,NA,118.284,NA,NA,104.954
,,12/25/2014,101.264,NA,114.356,106.556,108.567,108.055,100.087,133.468,101.098,NA,NA,110.641,NA,118.284,NA,NA,105.025
,,12/26/2014,101.264,NA,114.356,106.556,108.567,108.055,100.087,133.458,101.098,NA,NA,110.611,NA,118.284,NA,NA,104.954
,,12/29/2014,100.894,NA,114.862,106.637,108.7,108.264,100.382,133.699,101.285,NA,NA,110.984,NA,118.324,NA,NA,105.841
,,12/30/2014,100.83,NA,114.814,106.683,108.65,108.276,100.638,133.65,101.444,NA,NA,111.014,NA,118.411,NA,NA,105.03
,,12/31/2014,101.065,NA,114.82,106.665,108.843,108.621,100.611,133.697,101.431,NA,NA,111.202,NA,118.362,NA,NA,105.03
,,1/1/2015,101.065,NA,114.828,106.736,108.946,108.253,100.71,133.828,101.519,NA,NA,110.916,NA,118.418,NA,NA,105.03
,,1/2/2015,101.189,NA,115.37,106.766,108.95,108.435,101.089,134.14,101.558,NA,NA,111.535,NA,118.401,NA,NA,105.96
,,1/5/2015,101.197,NA,115.238,106.706,108.81,108.407,100.835,133.478,101.409,NA,NA,111.348,NA,118.259,NA,NA,106.921
,,1/6/2015,101.19,NA,115.804,106.724,109.13,108.603,101.284,133.722,101.462,NA,NA,111.882,NA,118.254,NA,NA,108.328
,,1/7/2015,101.188,NA,115.429,106.719,108.98,108.987,100.907,133.552,101.336,NA,NA,111.094,NA,118.302,NA,NA,107.62
,,1/8/2015,101.161,NA,115.243,106.612,108.84,108.861,100.636,133.696,101.203,NA,NA,111.011,NA,118.144,NA,NA,107.051
,,1/9/2015,101.132,NA,115.583,106.687,109.01,109.047,100.846,133.93,101.249,NA,NA,111.245,NA,118.256,NA,NA,107.3
,,1/12/2015,101.108,NA,115.729,106.761,109,108.98,101.153,134.106,101.416,NA,NA,111.627,NA,118.282,NA,NA,106.6
,,1/13/2015,101.105,NA,115.483,106.633,108.99,108.922,100.77,133.647,101.355,NA,NA,111.261,NA,118.14,NA,NA,106.62
,,1/14/2015,101.095,NA,115.975,106.731,109.16,109.087,101.303,133.996,101.525,NA,NA,111.869,NA,118.233,NA,NA,107.05
,,1/15/2015,101.072,NA,116.161,106.918,109.18,109.337,101.56,134.299,101.719,NA,NA,112.166,NA,118.373,NA,NA,107
,,1/16/2015,101.063,NA,115.959,106.822,109.18,109.171,101.368,133.932,101.68,NA,NA,112.187,NA,118.383,NA,NA,107.06
,,1/19/2015,101.047,NA,116.218,106.94,109.29,109.286,101.615,134.201,101.729,NA,NA,112.453,NA,118.357,NA,NA,107.32
,,1/20/2015,101.031,NA,116.092,106.812,109.19,109.133,101.683,134.231,101.582,NA,NA,112.329,NA,118.252,NA,NA,107.13
