Bonds,,Date,XS0428461718,XS0282572956,XS0994991411,XS0951395317,XS0830194501,XS0994990280,XS1139315581,XS0418669429,XS1111559768,XS1693818525,XS0402228471,XS1048519679,XS0414313691,XS0410303647,XS1443997223,XS1443997819,XS1111559925
,,3/12/2018,NA,NA,115.033,104.428,108.371,107.157,103.943,126.77,103.432,101.005,NA,112.198,NA,104.53,98.836,95.52,108.99
,,3/13/2018,NA,NA,114.996,104.47,108.431,107.151,103.911,127,103.469,101.19,NA,112.163,NA,104.525,98.859,95.85,109.4
,,3/14/2018,NA,NA,115.088,104.44,108.489,107.115,103.996,126.73,103.399,101.263,NA,112.34,NA,104.51,98.918,95.61,109.26
,,3/15/2018,NA,NA,114.927,104.39,108.405,107.076,103.926,126.4,103.424,100.731,NA,112.1,NA,104.45,98.855,95.38,108.89
,,3/16/2018,NA,NA,114.686,104.38,108.309,107.037,103.72,126.19,103.332,100.625,NA,111.755,NA,104.418,98.709,94.98,108.51
,,3/19/2018,NA,NA,114.441,104.38,108.096,106.954,103.514,125.87,103.268,100.205,NA,111.523,NA,104.405,98.5,94.61,108.16
,,3/20/2018,NA,NA,114.001,104.28,108.027,106.887,103.205,125.78,103.063,99.825,NA,111.074,NA,104.37,98.435,94.29,107.63
,,3/21/2018,NA,NA,114.104,104.394,108.087,106.918,103.302,125.896,103.129,99.765,NA,111.178,NA,104.367,98.448,94.284,107.778
,,3/22/2018,NA,NA,114.4,104.33,108.24,107.008,103.554,126.07,103.242,100.369,NA,111.492,NA,104.344,98.675,94.81,108.03
,,3/23/2018,NA,NA,114.349,104.23,108.212,106.963,103.575,125.945,103.221,100.274,NA,111.442,NA,104.315,98.599,94.6,107.98
,,3/26/2018,NA,NA,114.122,104.32,108.02,106.878,103.329,125.84,103.114,100.315,NA,111.124,NA,104.285,98.462,94.49,108.19
,,3/27/2018,NA,NA,114.472,104.33,108.325,106.984,103.626,125.995,103.235,100.546,NA,111.57,NA,104.27,98.726,94.942,108.4
,,3/28/2018,NA,NA,114.354,104.29,108.202,107.019,103.549,125.7,103.25,100.64,NA,111.369,NA,104.195,98.626,94.932,108.15
,,3/29/2018,NA,NA,114.369,104.28,108.198,106.994,103.603,125.97,103.27,100.586,NA,111.37,NA,104.18,98.69,94.741,108.51
,,3/30/2018,NA,NA,114.369,104.276,108.198,106.994,103.595,125.883,103.27,100.586,NA,111.37,NA,104.187,98.69,94.726,108.299
,,4/2/2018,NA,NA,114.273,104.237,108.143,107.042,103.595,126.245,103.265,100.586,NA,111.514,NA,104.187,98.698,94.931,108.527
,,4/3/2018,NA,NA,114.375,104.24,108.2,107.005,103.601,125.9,103.276,100.511,NA,111.466,NA,104.165,98.702,94.96,108.32
,,4/4/2018,NA,NA,114.418,104.26,108.197,107.016,103.652,125.63,103.289,100.497,NA,111.522,NA,104.155,98.71,94.84,108.22
,,4/5/2018,NA,NA,114.203,104.24,108.093,106.96,103.512,125.715,103.204,100.314,NA,111.281,NA,104.105,98.601,94.74,108.13
,,4/6/2018,NA,NA,114.449,104.26,108.21,107.045,103.638,125.795,103.205,100.653,NA,111.55,NA,104.09,98.729,95.05,108.26
,,4/9/2018,NA,NA,114.45,104.01,108.213,107.007,103.7,125.53,103.287,100.586,NA,111.606,NA,104.075,98.734,94.89,108.11
,,4/10/2018,NA,NA,114.195,104.177,108.097,106.927,103.558,125.5,103.195,100.507,NA,111.35,NA,104.075,98.648,94.78,107.98
,,4/11/2018,NA,NA,114.385,104.23,108.165,107.01,103.696,125.79,103.268,100.773,NA,111.595,NA,104.059,98.732,95.3,108.56
,,4/12/2018,NA,NA,114.425,104.23,108.185,107.029,103.671,125.63,103.301,100.654,NA,111.62,NA,104.03,98.782,95.01,108.41
,,4/13/2018,NA,NA,114.554,104.23,108.223,107.02,103.74,125.89,103.339,100.718,NA,111.747,NA,104.035,98.822,95.34,108.56
,,4/16/2018,NA,NA,114.526,104.22,108.196,107.05,103.72,125.66,103.349,100.685,NA,111.758,NA,104.02,98.764,95.15,108.32
,,4/17/2018,NA,NA,114.709,104.22,108.282,107.087,103.886,125.925,103.397,100.958,NA,111.958,NA,104.01,98.923,95.33,108.74
,,4/18/2018,NA,NA,114.461,104.215,108.158,107.046,103.721,125.67,103.33,100.689,NA,111.694,NA,103.98,98.8,95.21,108.33
,,4/19/2018,NA,NA,114.167,104.166,108.045,106.977,103.43,125.74,103.258,100.004,NA,111.397,NA,103.928,98.638,94.65,107.59
,,4/20/2018,NA,NA,114.074,104.15,107.924,106.918,103.322,125.6,103.187,100.127,NA,111.31,NA,103.93,98.531,94.66,107.64
,,4/23/2018,NA,NA,114.02,104.12,107.939,106.91,103.276,125.56,103.188,99.697,NA,111.261,NA,103.91,98.533,94.44,107.3
,,4/24/2018,NA,NA,114.073,103.92,107.979,106.94,103.323,125.53,103.225,99.763,NA,111.327,NA,103.9,98.567,94.47,107.32
,,4/25/2018,NA,NA,113.923,104.12,107.882,106.882,103.184,125.55,103.16,99.747,NA,111.214,NA,103.885,98.457,94.586,107.33
,,4/26/2018,NA,NA,114.186,104.15,108.044,106.905,103.476,125.61,103.242,100.242,NA,111.508,NA,103.829,98.638,94.83,107.83
,,4/27/2018,NA,NA,114.336,104.16,108.113,107.041,103.588,125.89,103.37,100.501,NA,111.666,NA,103.815,98.724,95.261,108.26
,,4/30/2018,NA,NA,114.465,104.17,108.199,107.081,103.707,125.685,103.404,100.617,NA,111.811,NA,103.8,98.818,95.415,108.36
,,5/1/2018,NA,NA,114.305,104.134,108.094,107.116,103.718,126.281,103.375,100.632,NA,111.792,NA,103.786,98.773,95.283,108.624
,,5/2/2018,NA,NA,114.365,104.16,108.14,107.09,103.647,125.92,103.418,100.48,NA,111.758,NA,103.78,98.793,95.25,108.25
,,5/3/2018,NA,NA,114.624,103.99,108.257,107.098,103.888,125.84,103.478,101.025,NA,112.011,NA,103.727,98.928,95.56,108.56
,,5/4/2018,NA,NA,114.626,104.16,108.205,107.095,103.882,125.965,103.451,100.837,NA,112.03,NA,103.725,98.888,95.42,108.52
,,5/7/2018,NA,NA,114.597,104.15,108.195,107.021,103.888,126.045,103.389,101.066,NA,111.98,NA,103.715,98.904,95.7,108.66
,,5/8/2018,NA,NA,114.423,104.113,108.142,107.04,103.725,125.73,103.433,100.697,NA,111.827,NA,103.69,98.844,95.28,108.19
,,5/9/2018,NA,NA,114.367,104.16,108.126,107.012,103.667,125.915,103.397,100.726,NA,111.773,NA,103.69,98.803,95.26,108.2
,,5/10/2018,NA,NA,114.443,104.16,108.198,107.063,103.77,125.895,103.474,100.78,NA,111.925,NA,103.65,98.936,95.531,108.56
,,5/11/2018,NA,NA,114.359,104.092,108.175,107.041,103.689,125.68,103.441,100.744,NA,111.831,NA,103.64,98.907,95.23,108.22
,,5/14/2018,NA,NA,114.135,104.07,107.982,106.948,103.442,125.58,103.321,100.249,NA,111.522,NA,103.6,98.661,94.954,107.92
,,5/15/2018,NA,NA,113.868,104.07,107.9,106.86,103.218,125.52,103.242,99.855,NA,111.241,NA,103.6,98.526,94.46,107.31
,,5/16/2018,NA,NA,113.94,103.9,107.975,106.974,103.355,125.8,103.373,100.2,NA,111.313,NA,103.585,98.693,94.85,107.82
,,5/17/2018,NA,NA,113.89,104.08,107.888,106.896,103.258,125.5,103.279,99.811,NA,111.263,NA,103.55,98.58,94.622,107.34
,,5/18/2018,NA,NA,114.188,104.13,108.088,106.944,103.587,125.735,103.397,100.38,NA,111.567,NA,103.53,98.797,95.159,108.07
,,5/21/2018,NA,NA,114.369,104.139,108.176,107.1,103.668,125.535,103.502,100.795,NA,111.763,NA,103.519,98.897,95.423,107.87
,,5/22/2018,NA,NA,114.222,104.16,108.153,107.003,103.617,125.47,103.43,100.355,NA,111.61,NA,103.5,98.883,95.25,107.82
,,5/23/2018,NA,NA,114.388,104.18,108.259,107.111,103.701,125.54,103.534,100.503,NA,111.779,NA,103.49,99.047,95.605,108.16
,,5/24/2018,NA,NA,114.42,104.18,108.21,107.064,103.735,125.35,103.509,100.822,NA,111.896,NA,103.44,99.111,95.48,108.47
,,5/25/2018,NA,NA,114.801,104.21,108.465,107.209,104.063,125.56,103.664,101.332,NA,112.208,NA,103.44,99.332,96.061,109.19
,,5/28/2018,NA,NA,115.002,104.23,108.62,107.267,104.309,125.66,103.739,101.893,NA,112.416,NA,103.45,99.517,96.387,109.54
,,5/29/2018,NA,NA,115.241,104.127,108.797,107.288,104.283,125.534,103.873,101.661,NA,112.642,NA,103.28,99.665,96.395,108.957
,,5/30/2018,NA,NA,114.406,104.05,108.214,107.044,103.671,124.697,103.46,100.25,NA,111.804,NA,103.35,99.099,95.012,107.72
,,5/31/2018,NA,NA,114.094,103.78,107.955,106.869,103.46,124.777,103.261,100.67,NA,111.418,NA,103.32,98.859,95.276,108.319
,,6/1/2018,NA,NA,114.188,103.981,108.01,106.903,103.615,124.408,103.357,100.296,NA,111.598,NA,103.3,98.981,95.282,107.68
,,6/4/2018,NA,NA,113.803,103.92,107.818,106.853,103.299,124.93,103.248,100.097,NA,111.263,NA,103.3,98.776,95.095,107.61
,,6/5/2018,NA,NA,114.084,103.909,107.889,106.903,103.543,124.92,103.393,100.758,NA,111.483,NA,103.29,98.905,95.28,108.01
,,6/6/2018,NA,NA,113.462,103.86,107.584,106.686,102.928,124.62,103.086,99.713,NA,110.767,NA,103.27,98.537,94.49,107.11
,,6/7/2018,NA,NA,113.648,103.65,107.746,106.721,103.197,124.65,103.172,99.597,NA,111.011,NA,103.23,98.653,94.501,106.8
,,6/8/2018,NA,NA,113.948,103.93,107.879,106.892,103.445,124.96,103.348,99.89,NA,111.346,NA,103.21,98.85,94.9,107.42
,,6/11/2018,NA,NA,113.779,103.85,107.775,106.812,103.236,124.97,103.231,99.458,NA,111.109,NA,103.19,98.759,94.625,106.86
,,6/12/2018,NA,NA,113.599,103.83,107.658,106.693,103.069,124.88,103.167,99.667,NA,111.001,NA,103.21,98.579,94.591,107.19
,,6/13/2018,NA,NA,113.424,103.84,107.566,106.598,103.052,124.74,103.077,99.81,NA,110.82,NA,103.2,98.503,94.44,107.17
,,6/14/2018,NA,NA,114.084,103.92,107.929,106.818,103.566,125.11,103.285,100.533,NA,111.498,NA,103.14,98.89,95.183,107.72
,,6/15/2018,NA,NA,114.374,103.91,108.011,106.881,103.835,125.18,103.376,100.533,NA,111.791,NA,103.13,99.084,95.515,108.21
,,6/18/2018,NA,NA,114.573,103.91,108.043,106.862,103.944,125.29,103.373,100.845,NA,111.996,NA,103.11,99.121,95.633,108.38
,,6/19/2018,NA,NA,114.837,103.91,108.242,106.965,104.247,125.42,103.523,101.107,NA,112.263,NA,103.09,99.438,96.102,108.64
,,6/20/2018,NA,NA,114.715,103.94,108.183,106.957,104.14,125.55,103.505,101.072,NA,112.213,NA,103.09,99.325,95.898,108.63
,,6/21/2018,NA,NA,115.102,104.04,108.385,107.069,104.415,125.66,103.611,101.55,NA,112.543,NA,103.05,99.567,96.297,109.17
,,6/22/2018,NA,NA,115.068,104.03,108.368,107.089,104.389,125.61,103.644,101.643,NA,112.51,NA,103.04,99.544,96.269,109.11
,,6/25/2018,NA,NA,114.914,104.03,108.403,107.009,104.336,125.73,103.606,101.621,NA,112.35,NA,103.01,99.526,96.237,109.14
,,6/26/2018,NA,NA,115.019,104.02,108.409,106.999,104.348,125.57,103.606,101.381,NA,112.385,NA,103.01,99.483,96.141,108.96
,,6/27/2018,NA,NA,114.911,104.02,108.381,106.935,104.329,125.52,103.589,101.504,NA,112.351,NA,102.99,99.465,96.26,108.95
,,6/28/2018,NA,NA,114.777,104.01,108.273,106.945,104.227,125.32,103.568,101.307,NA,112.23,NA,102.94,99.409,96.12,108.86
,,6/29/2018,NA,NA,114.761,103.97,108.25,106.905,104.131,125.32,103.524,101.45,NA,112.137,NA,102.92,99.354,96.14,108.85
,,7/2/2018,NA,NA,114.638,104.02,108.289,106.907,104.109,125.36,103.539,101.413,NA,112.081,NA,102.91,99.353,96.14,108.89
,,7/3/2018,NA,NA,114.799,103.98,108.317,106.909,104.171,125.3,103.551,101.548,NA,112.176,NA,102.86,99.383,96.05,108.8
,,7/4/2018,NA,NA,114.706,103.76,108.231,106.863,104.152,125.27,103.499,101.433,NA,112.085,NA,102.87,99.353,96.188,108.82
,,7/5/2018,NA,NA,114.697,103.92,108.147,106.821,104.083,125.3,103.453,101.551,NA,112.082,NA,102.84,99.303,96.33,108.96
,,7/6/2018,NA,NA,114.947,103.93,108.269,106.934,104.302,125.4,103.584,101.696,NA,112.339,NA,102.83,99.473,96.47,108.93
,,7/9/2018,NA,NA,114.902,103.93,108.289,106.88,104.264,125.41,103.574,101.533,NA,112.284,NA,102.82,99.443,96.2,109.06
,,7/10/2018,NA,NA,114.747,103.71,108.305,106.937,104.203,125.33,103.565,101.498,NA,112.137,NA,102.8,99.46,96.5,109.18
,,7/11/2018,NA,NA,115.046,103.69,108.425,107.013,104.399,125.25,103.599,101.944,NA,112.446,NA,102.78,99.551,96.4,109.13
,,7/12/2018,NA,NA,114.977,103.9,108.385,106.928,104.416,125.39,103.6,101.972,NA,112.377,NA,102.75,99.519,96.64,109.57
,,7/13/2018,NA,NA,115.295,103.89,108.483,107.078,104.628,125.68,103.69,102.125,NA,112.625,NA,102.74,99.671,97.03,109.75
,,7/16/2018,NA,NA,115.15,103.67,108.456,107.051,104.575,125.63,103.658,102.078,NA,112.483,NA,102.73,99.592,97,109.29
,,7/17/2018,NA,NA,115.23,103.67,108.422,107.048,104.576,125.5,103.685,102.208,NA,112.563,NA,102.71,99.581,97.185,109.54
,,7/18/2018,NA,NA,115.328,103.87,108.497,107.051,104.663,125.53,103.712,102.341,NA,112.665,NA,102.7,99.65,97.07,109.83
,,7/19/2018,NA,NA,115.321,103.67,108.473,107.006,104.662,125.55,103.599,102.413,NA,112.665,NA,102.66,99.695,96.97,109.93
,,7/20/2018,NA,NA,115.103,103.88,108.424,107.012,104.547,125.56,103.661,102.114,NA,112.527,NA,102.649,99.586,96.97,109.51
,,7/23/2018,NA,NA,114.916,103.84,108.327,106.964,104.336,125.57,103.603,101.679,NA,112.243,NA,102.63,99.45,96.522,109.21
,,7/24/2018,NA,NA,115.009,103.85,108.369,106.894,104.344,125.39,103.579,101.844,NA,112.344,NA,102.61,99.497,96.929,109.13
,,7/25/2018,NA,NA,115.05,103.83,108.279,106.916,104.443,125.41,103.593,101.729,NA,112.342,NA,102.61,99.418,97.03,109.5
,,7/26/2018,NA,NA,114.911,103.82,108.359,106.928,104.338,125.66,103.612,101.716,NA,112.248,NA,102.56,99.453,96.93,109.47
,,7/27/2018,NA,NA,115.11,103.786,108.445,106.951,104.454,125.54,103.601,101.903,NA,112.447,NA,102.55,99.597,97.113,109.38
,,7/30/2018,NA,NA,114.846,103.8,108.35,106.871,104.301,125.42,103.614,101.658,NA,112.256,NA,102.53,99.453,96.807,108.96
,,7/31/2018,NA,NA,114.901,103.801,108.32,106.883,104.278,125.59,103.59,101.787,NA,112.319,NA,102.53,99.476,96.662,109.15
,,8/1/2018,NA,NA,114.697,103.75,108.235,106.881,104.113,125.43,103.549,101.464,NA,112.108,NA,102.52,99.383,96.648,108.73
,,8/2/2018,NA,NA,114.878,103.56,108.277,106.866,104.344,125.67,103.574,101.645,NA,112.217,NA,102.47,99.451,96.62,109.05
,,8/3/2018,NA,NA,115.304,103.81,108.44,106.998,104.604,126.01,103.712,102.231,NA,112.717,NA,102.39,99.63,97.26,109.75
,,8/6/2018,NA,NA,115.288,103.81,108.548,107.049,104.695,125.94,103.735,102.132,NA,112.724,NA,102.45,99.745,97.32,109.91
,,8/7/2018,NA,NA,115.324,103.81,108.474,107.008,104.667,125.89,103.704,102.084,NA,112.683,NA,102.43,99.724,97.337,109.86
,,8/8/2018,NA,NA,115.466,103.83,108.532,106.98,104.796,126.06,103.727,102.242,NA,112.906,NA,102.42,99.842,97.511,110.02
,,8/9/2018,NA,NA,115.75,103.86,108.665,107.132,105.044,125.91,103.858,102.615,NA,113.122,NA,102.37,99.949,97.729,110.21
,,8/10/2018,NA,NA,115.975,103.9,108.819,107.24,105.299,126.22,103.952,102.99,NA,113.44,NA,102.36,100.115,98.068,110.74
,,8/13/2018,NA,NA,115.956,103.9,108.807,107.186,105.286,125.96,103.954,103.076,NA,113.422,NA,102.34,100.108,97.85,110.5
,,8/14/2018,NA,NA,115.889,103.89,108.786,107.219,105.241,126.04,103.91,102.842,NA,113.352,NA,102.33,100.14,97.832,110.39
,,8/15/2018,NA,NA,116.06,103.88,108.863,107.187,105.415,126.07,103.957,103.186,NA,113.476,NA,102.3,100.232,98.189,110.92
,,8/16/2018,NA,NA,115.976,103.86,108.828,107.189,105.318,126.1,103.946,103.111,NA,113.45,NA,102.26,100.132,98.1,110.72
,,8/17/2018,NA,NA,115.998,103.87,108.824,107.187,105.406,126.179,103.939,103.03,NA,113.474,NA,102.25,100.206,98.222,110.84
,,8/20/2018,NA,NA,115.935,103.87,108.819,107.148,105.36,125.95,103.931,103.104,NA,113.413,NA,102.25,100.204,98.177,110.83
,,8/21/2018,NA,NA,115.768,103.86,108.717,107.081,105.214,125.77,103.862,102.851,NA,113.239,NA,102.24,100.107,97.76,110.35
,,8/22/2018,NA,NA,115.876,103.832,108.737,107.109,105.293,125.76,103.875,102.913,NA,113.357,NA,102.2,100.125,98.118,109.96
,,8/23/2018,NA,NA,115.58,103.76,108.593,107.019,105.063,125.57,103.738,102.643,NA,113.054,NA,102.177,99.958,97.862,110.29
,,8/24/2018,NA,NA,115.548,103.77,108.528,107.006,104.965,125.82,103.743,102.64,NA,112.946,NA,102.16,99.882,97.862,110.15
,,8/27/2018,NA,NA,115.282,103.71,108.424,106.891,104.879,125.55,103.656,102.334,NA,112.75,NA,102.16,99.787,97.452,109.9
,,8/28/2018,NA,NA,114.708,103.69,108.19,106.704,104.261,125.25,103.49,101.222,NA,111.926,NA,102.12,99.542,96.763,108.59
,,8/29/2018,NA,NA,114.518,103.67,108.012,106.727,104.093,125.04,103.435,100.849,NA,111.725,NA,102.11,99.416,96.334,108.12
,,8/30/2018,NA,NA,114.59,103.72,108.099,106.725,104.164,125.06,103.49,101.213,NA,111.888,NA,102.07,99.419,96.77,108.75
,,8/31/2018,NA,NA,114.739,103.71,108.16,106.771,104.301,125.04,103.518,101.32,NA,111.965,NA,102.05,99.505,97.035,108.83
,,9/3/2018,NA,NA,114.773,103.71,108.164,106.837,104.323,125.08,103.562,101.573,NA,112.001,NA,102.04,99.565,96.64,108.7
,,9/4/2018,NA,NA,114.574,103.64,108.049,106.728,104.087,124.66,103.478,101.013,NA,111.798,NA,102.04,99.448,96.483,108.23
,,9/5/2018,NA,NA,114.354,103.59,107.924,106.613,103.903,124.51,103.367,100.745,NA,111.498,NA,102,99.33,96.241,107.9
,,9/6/2018,NA,NA,114.422,103.62,107.913,106.674,103.98,124.65,103.427,100.811,NA,111.65,NA,101.97,99.329,96.35,108.33
,,9/7/2018,NA,NA,114.288,103.58,107.901,106.585,103.928,124.52,103.36,100.772,NA,111.589,NA,101.95,99.316,96.17,108.05
,,9/10/2018,NA,NA,114.238,103.57,107.797,106.627,103.835,124.69,103.351,100.627,NA,111.455,NA,101.94,99.214,96.258,108.13
,,9/11/2018,NA,NA,114.1,103.56,107.745,106.537,103.725,124.56,103.262,100.418,NA,111.392,NA,101.93,99.159,96.006,107.75
,,9/12/2018,NA,NA,114.317,103.57,107.856,106.611,103.847,124.52,103.341,100.862,NA,111.615,NA,101.92,99.23,96.293,108.28
,,9/13/2018,NA,NA,114.361,103.36,107.877,106.615,103.891,124.49,103.366,100.753,NA,111.668,NA,101.87,99.272,96.457,107.94
,,9/14/2018,NA,NA,114.438,103.54,107.895,106.671,103.965,124.79,103.445,100.83,NA,111.667,NA,101.88,99.293,96.199,108.08
,,9/17/2018,NA,NA,114.301,103.52,107.857,106.564,103.842,124.62,103.373,100.675,NA,111.518,NA,101.846,99.26,95.94,107.94
,,9/18/2018,NA,NA,114.223,103.53,107.831,106.573,103.78,124.79,103.355,100.604,NA,111.452,NA,101.84,99.222,96.07,107.99
,,9/19/2018,NA,NA,114.279,103.56,107.856,106.581,103.844,124.64,103.369,100.668,NA,111.588,NA,101.83,99.28,96.1,108.09
,,9/20/2018,NA,NA,114.41,103.57,107.884,106.585,103.974,124.56,103.388,101.015,NA,111.727,NA,101.79,99.315,96.13,108.02
,,9/21/2018,NA,NA,114.522,103.58,107.942,106.619,104.062,124.94,103.432,101.202,NA,111.826,NA,101.78,99.371,96.51,108.5
,,9/24/2018,NA,NA,114.025,103.53,107.76,106.536,103.629,124.54,103.356,100.531,NA,111.406,NA,101.752,99.121,95.81,107.92
,,9/25/2018,NA,NA,113.811,103.52,107.587,106.441,103.391,124.41,103.221,100.424,NA,111.12,NA,101.75,99.007,95.58,107.7
,,9/26/2018,NA,NA,114.025,103.52,107.687,106.414,103.631,124.66,103.24,100.469,NA,111.344,NA,101.72,99.125,95.69,107.77
,,9/27/2018,NA,NA,114.071,103.5,107.64,106.447,103.544,124.36,103.27,100.797,NA,111.342,NA,101.69,99.089,95.974,107.86
,,9/28/2018,NA,NA,114.292,103.54,107.818,106.543,103.676,124.91,103.357,100.913,NA,111.552,NA,101.66,99.333,96.309,108.42
,,10/1/2018,NA,NA,114.309,103.52,107.844,106.603,103.764,124.75,103.414,100.925,NA,111.64,NA,101.65,99.361,96.401,108.28
,,10/2/2018,NA,NA,114.585,103.6,108.03,106.681,104.063,125.1,103.515,101.493,NA,111.853,NA,101.65,99.559,96.696,108.959
,,10/3/2018,NA,NA,114.011,103.574,107.899,106.572,103.688,124.49,103.402,100.706,NA,111.333,NA,101.626,99.377,96.01,108.09
,,10/4/2018,NA,NA,113.842,103.51,107.665,106.448,103.452,124.75,103.261,100.315,NA,111.18,NA,101.58,99.155,95.83,107.75
,,10/5/2018,NA,NA,113.815,103.51,107.699,106.48,103.429,124.63,103.268,100.112,NA,111.137,NA,101.56,99.088,95.65,107.45
,,10/8/2018,NA,NA,114.023,103.54,107.852,106.571,103.62,124.49,103.392,100.315,NA,111.351,NA,101.55,99.256,95.913,107.72
,,10/9/2018,NA,NA,114.033,103.48,107.815,106.567,103.631,124.43,103.394,100.384,NA,111.358,NA,101.54,99.268,95.839,107.781
,,10/10/2018,NA,NA,113.888,103.52,107.777,106.528,103.504,124.38,103.346,100.315,NA,111.218,NA,101.52,99.236,95.634,107.61
,,10/11/2018,NA,NA,114.104,103.54,107.806,106.465,103.637,124.54,103.341,100.647,NA,111.445,NA,101.47,99.274,96.071,108.07
,,10/12/2018,NA,NA,114.171,103.46,107.882,106.553,103.688,124.51,103.382,100.656,NA,111.514,NA,101.47,99.367,96.096,107.9
,,10/15/2018,NA,NA,114.289,103.58,107.938,106.639,103.815,124.63,103.484,100.679,NA,111.554,NA,101.45,99.476,96.16,108.18
,,10/16/2018,NA,NA,114.339,103.56,107.952,106.61,103.925,124.78,103.471,100.958,NA,111.686,NA,101.44,99.496,96.22,108.24
,,10/17/2018,NA,NA,114.494,103.59,108.032,106.624,104.058,124.88,103.498,101.064,NA,111.844,NA,101.448,99.587,96.25,108.34
,,10/18/2018,NA,NA,114.76,103.58,108.226,106.662,104.23,124.87,103.571,101.306,NA,112.125,NA,101.41,99.752,96.61,108.71
,,10/19/2018,NA,NA,114.57,103.56,108.06,106.654,104.127,124.72,103.515,101.162,NA,111.854,NA,101.39,99.638,96.41,108.51
,,10/22/2018,NA,NA,114.545,103.57,108.049,106.676,104.105,124.61,103.531,101.077,NA,111.906,NA,101.38,99.63,96.34,108.63
,,10/23/2018,NA,NA,114.648,103.59,108.118,106.673,104.255,124.58,103.57,101.456,NA,112.097,NA,101.34,99.759,96.812,108.786
,,10/24/2018,NA,NA,114.793,103.61,108.219,106.681,104.324,124.79,103.606,101.669,NA,112.243,NA,101.31,99.819,97.03,109.07
,,10/25/2018,NA,NA,114.605,103.58,108.086,106.631,104.232,124.63,103.555,101.34,NA,112.056,NA,101.28,99.744,96.731,108.753
,,10/26/2018,NA,NA,114.804,103.53,108.183,106.72,104.336,124.59,103.657,101.719,NA,112.264,NA,101.25,99.842,97.001,109.04
,,10/29/2018,NA,NA,114.458,103.49,108.065,106.627,104.099,124.37,103.563,101.242,NA,111.9,NA,101.25,99.743,96.38,108.5
,,10/30/2018,NA,NA,114.457,103.49,108.024,106.623,104.121,124.39,103.564,101.173,NA,111.913,NA,101.24,99.711,96.33,108.49
,,10/31/2018,NA,NA,114.408,103.52,107.987,106.638,104.007,124.24,103.569,101.072,NA,111.858,NA,101.224,99.67,96.3,108.29
,,11/1/2018,NA,NA,114.34,103.5,107.945,106.624,103.957,124.17,103.559,100.879,NA,111.792,NA,101.18,99.646,95.98,108.28
,,11/2/2018,NA,NA,114.181,103.44,107.874,106.556,103.823,124.1,103.484,100.444,NA,111.618,NA,101.166,99.513,95.81,107.75
,,11/5/2018,NA,NA,114.205,103.47,107.941,106.615,103.859,124.05,103.48,100.531,NA,111.65,NA,101.15,99.608,95.86,108.06
,,11/6/2018,NA,NA,114.198,103.46,107.892,106.548,103.862,124.14,103.522,100.558,NA,111.647,NA,101.13,99.527,96.01,108.01
,,11/7/2018,NA,NA,114.11,103.38,107.841,106.449,103.89,123.96,103.416,100.36,NA,111.471,NA,101.13,99.522,95.76,107.79
,,11/8/2018,NA,NA,114.056,103.41,107.851,106.446,103.815,124.16,103.432,100.602,NA,111.429,NA,101.09,99.584,95.99,107.94
,,11/9/2018,NA,NA,114.285,103.38,107.875,106.512,104.009,124.1,103.48,100.892,NA,111.67,NA,101.08,99.706,96.351,108.27
,,11/12/2018,NA,NA,114.387,103.38,107.968,106.522,104.158,124.11,103.558,100.898,NA,111.85,NA,101.054,99.807,96.3,108.4
,,11/13/2018,NA,NA,114.207,103.4,107.943,106.549,104.006,124,103.527,100.91,NA,111.676,NA,101.05,99.788,96,108.02
,,11/14/2018,NA,NA,113.918,103.33,107.766,106.419,103.824,123.76,103.381,100.332,NA,111.372,NA,101.029,99.621,95.66,107.53
,,11/15/2018,NA,NA,113.625,103.4,107.646,106.253,103.649,123.44,103.245,99.694,NA,111.076,NA,101.02,99.516,95.36,107.25
,,11/16/2018,NA,NA,113.255,103.38,107.549,106.167,103.336,123.6,103.135,99.144,NA,110.605,NA,100.963,99.368,94.99,106.8
,,11/19/2018,NA,NA,112.95,103.19,107.417,106.159,103.198,123.13,103.139,99.044,NA,110.451,NA,100.951,99.246,94.34,106.09
,,11/20/2018,NA,NA,112.79,103.09,107.32,106.108,103.061,123.18,103.059,98.683,NA,110.295,NA,100.92,99.144,94.24,106.15
,,11/21/2018,NA,NA,112.512,103.23,107.138,106.015,102.953,123.16,102.92,98.313,NA,110.08,NA,100.92,99.015,94.1,105.75
,,11/22/2018,NA,NA,112.52,103.28,107.086,105.902,102.896,122.83,102.893,98.396,NA,110.015,NA,100.87,98.983,94.08,105.83
,,11/23/2018,NA,NA,112.554,103.25,107.14,105.957,102.928,122.79,102.881,98.454,NA,110.056,NA,100.86,98.942,94.18,106.05
,,11/26/2018,NA,NA,112.548,103.23,107.113,105.992,102.887,122.82,102.922,98.62,NA,110.033,NA,100.84,98.989,94.19,105.84
,,11/27/2018,NA,NA,112.553,103.24,107.106,106.018,102.935,122.7,102.969,98.58,NA,110.125,NA,100.84,99.012,94.15,105.9
,,11/28/2018,NA,NA,112.584,103.24,107.082,105.955,102.963,122.86,102.916,98.568,NA,110.086,NA,100.81,98.943,94.38,106.07
,,11/29/2018,NA,NA,112.602,103.23,107.118,105.941,103.048,122.74,102.918,98.716,NA,110.183,NA,100.77,99.04,94.38,106.12
,,11/30/2018,NA,NA,112.608,103.21,107.07,105.993,103.111,122.89,102.936,98.881,NA,110.189,NA,100.758,98.996,94.61,106.39
