Bonds,,Date,XS0204395213,XS1084568762,XS1167308128,XS1048518358,XS0431928760
,,12/28/2011,102.88,NA,NA,NA,105.36
,,12/29/2011,103.04,NA,NA,NA,105.38
,,12/30/2011,102.94,NA,NA,NA,105.42
,,1/2/2012,103.06,NA,NA,NA,105.43
,,1/3/2012,103.3,NA,NA,NA,105.47
,,1/4/2012,103.1,NA,NA,NA,105.42
,,1/5/2012,103.22,NA,NA,NA,105.47
,,1/6/2012,103.12,NA,NA,NA,105.38
,,1/9/2012,103.26,NA,NA,NA,105.34
,,1/10/2012,103.22,NA,NA,NA,105.34
,,1/11/2012,103.22,NA,NA,NA,105.31
,,1/12/2012,103.21,NA,NA,NA,105.27
,,1/13/2012,103.21,NA,NA,NA,105.22
,,1/16/2012,103.38,NA,NA,NA,105.2
,,1/17/2012,103.37,NA,NA,NA,105.32
,,1/18/2012,103.33,NA,NA,NA,105.49
,,1/19/2012,103.44,NA,NA,NA,105.74
,,1/20/2012,103.76,NA,NA,NA,106.04
,,1/23/2012,103.69,NA,NA,NA,106.2
,,1/24/2012,104.31,NA,NA,NA,106.42
,,1/25/2012,104.2,NA,NA,NA,106.51
,,1/26/2012,104.28,NA,NA,NA,106.73
,,1/27/2012,104.26,NA,NA,NA,106.84
,,1/30/2012,104.5,NA,NA,NA,106.83
,,1/31/2012,104.53,NA,NA,NA,106.88
,,2/1/2012,104.76,NA,NA,NA,106.95
,,2/2/2012,104.97,NA,NA,NA,107.01
,,2/3/2012,105.11,NA,NA,NA,107.11
,,2/6/2012,105.21,NA,NA,NA,107.04
,,2/7/2012,105.26,NA,NA,NA,107.03
,,2/8/2012,105.19,NA,NA,NA,106.98
,,2/9/2012,105.12,NA,NA,NA,106.91
,,2/10/2012,105.11,NA,NA,NA,106.91
,,2/13/2012,105.02,NA,NA,NA,106.89
,,2/14/2012,105.08,NA,NA,NA,106.95
,,2/15/2012,105.13,NA,NA,NA,106.92
,,2/16/2012,105.02,NA,NA,NA,106.85
,,2/17/2012,104.95,NA,NA,NA,106.84
,,2/20/2012,104.95,NA,NA,NA,106.86
,,2/21/2012,105.02,NA,NA,NA,106.93
,,2/22/2012,105.23,NA,NA,NA,106.9
,,2/23/2012,105.13,NA,NA,NA,106.91
,,2/24/2012,105.32,NA,NA,NA,107.07
,,2/27/2012,105.4,NA,NA,NA,107.04
,,2/28/2012,105.59,NA,NA,NA,107.11
,,2/29/2012,105.56,NA,NA,NA,107.11
,,3/1/2012,105.68,NA,NA,NA,107.11
,,3/2/2012,105.62,NA,NA,NA,107.11
,,3/5/2012,105.66,NA,NA,NA,107.04
,,3/6/2012,105.45,NA,NA,NA,106.98
,,3/7/2012,105.35,NA,NA,NA,106.97
,,3/8/2012,105.46,NA,NA,NA,106.98
,,3/9/2012,105.5,NA,NA,NA,106.98
,,3/12/2012,105.49,NA,NA,NA,106.97
,,3/13/2012,105.43,NA,NA,NA,106.94
,,3/14/2012,105.41,NA,NA,NA,106.89
,,3/15/2012,105.37,NA,NA,NA,106.86
,,3/16/2012,105.24,NA,NA,NA,106.85
,,3/19/2012,105.14,NA,NA,NA,106.81
,,3/20/2012,105.16,NA,NA,NA,106.83
,,3/21/2012,105.13,NA,NA,NA,106.78
,,3/22/2012,105.11,NA,NA,NA,106.7
,,3/23/2012,105.15,NA,NA,NA,106.67
,,3/26/2012,105.19,NA,NA,NA,106.71
,,3/27/2012,105.28,NA,NA,NA,106.72
,,3/28/2012,105.18,NA,NA,NA,106.64
,,3/29/2012,105.25,NA,NA,NA,106.66
,,3/30/2012,105.2,NA,NA,NA,106.61
,,4/2/2012,105.3,NA,NA,NA,106.59
,,4/3/2012,105.27,NA,NA,NA,106.55
,,4/4/2012,105.22,NA,NA,NA,106.49
,,4/5/2012,105.2,NA,NA,NA,106.44
,,4/6/2012,105.2,NA,NA,NA,106.44
,,4/9/2012,105.2,NA,NA,NA,106.44
,,4/10/2012,105.04,NA,NA,NA,106.35
,,4/11/2012,105,NA,NA,NA,106.36
,,4/12/2012,105,NA,NA,NA,106.37
,,4/13/2012,105.06,NA,NA,NA,106.42
,,4/16/2012,105.21,NA,NA,NA,106.37
,,4/17/2012,105.24,NA,NA,NA,106.39
,,4/18/2012,105.28,NA,NA,NA,106.38
,,4/19/2012,105.24,NA,NA,NA,106.33
,,4/20/2012,105.21,NA,NA,NA,106.32
,,4/23/2012,105.26,NA,NA,NA,106.32
,,4/24/2012,105.21,NA,NA,NA,106.31
,,4/25/2012,105.25,NA,NA,NA,106.28
,,4/26/2012,105.29,NA,NA,NA,106.27
,,4/27/2012,105.27,NA,NA,NA,106.27
,,4/30/2012,105.37,NA,NA,NA,106.27
,,5/1/2012,105.39,NA,NA,NA,106.28
,,5/2/2012,105.37,NA,NA,NA,106.21
,,5/3/2012,105.38,NA,NA,NA,106.2
,,5/4/2012,105.42,NA,NA,NA,106.21
,,5/7/2012,105.42,NA,NA,NA,106.2
,,5/8/2012,105.39,NA,NA,NA,106.13
,,5/9/2012,105.34,NA,NA,NA,106.07
,,5/10/2012,105.36,NA,NA,NA,106.06
,,5/11/2012,105.3,NA,NA,NA,106.04
,,5/14/2012,105.38,NA,NA,NA,106.02
,,5/15/2012,105.39,NA,NA,NA,106.01
,,5/16/2012,105.28,NA,NA,NA,105.93
,,5/17/2012,105.29,NA,NA,NA,105.9
,,5/18/2012,105.19,NA,NA,NA,105.63
,,5/21/2012,105.1,NA,NA,NA,105.84
,,5/22/2012,105.02,NA,NA,NA,105.78
,,5/23/2012,105.07,NA,NA,NA,105.77
,,5/24/2012,104.88,NA,NA,NA,105.71
,,5/25/2012,104.85,NA,NA,NA,105.67
,,5/28/2012,104.86,NA,NA,NA,105.66
,,5/29/2012,104.88,NA,NA,NA,105.65
,,5/30/2012,104.9,NA,NA,NA,105.62
,,5/31/2012,104.9,NA,NA,NA,105.6
,,6/1/2012,104.85,NA,NA,NA,105.54
,,6/4/2012,104.85,NA,NA,NA,105.56
,,6/5/2012,104.81,NA,NA,NA,105.59
,,6/6/2012,104.86,NA,NA,NA,105.53
,,6/7/2012,104.74,NA,NA,NA,105.45
,,6/8/2012,104.76,NA,NA,NA,105.47
,,6/11/2012,104.95,NA,NA,NA,105.5
,,6/12/2012,104.89,NA,NA,NA,105.45
,,6/13/2012,104.67,NA,NA,NA,105.38
,,6/14/2012,104.56,NA,NA,NA,105.42
,,6/15/2012,104.63,NA,NA,NA,105.39
,,6/18/2012,104.65,NA,NA,NA,105.38
,,6/19/2012,104.7,NA,NA,NA,105.4
,,6/20/2012,104.54,NA,NA,NA,105.3
,,6/21/2012,104.58,NA,NA,NA,105.34
,,6/22/2012,104.62,NA,NA,NA,105.33
,,6/25/2012,104.68,NA,NA,NA,105.29
,,6/26/2012,104.68,NA,NA,NA,105.27
,,6/27/2012,104.62,NA,NA,NA,105.22
,,6/28/2012,104.64,NA,NA,NA,105.2
,,6/29/2012,104.66,NA,NA,NA,105.19
,,7/2/2012,104.82,NA,NA,NA,105.21
,,7/3/2012,104.81,NA,NA,NA,105.18
,,7/4/2012,104.88,NA,NA,NA,105.13
,,7/5/2012,104.94,NA,NA,NA,105.16
,,7/6/2012,105.06,NA,NA,NA,105.16
,,7/9/2012,104.91,NA,NA,NA,105.14
,,7/10/2012,104.91,NA,NA,NA,105.14
,,7/11/2012,104.97,NA,NA,NA,105.1
,,7/12/2012,105.01,NA,NA,NA,105.12
,,7/13/2012,105.03,NA,NA,NA,105.09
,,7/16/2012,105.1,NA,NA,NA,105.11
,,7/17/2012,105.17,NA,NA,NA,105.07
,,7/18/2012,105.14,NA,NA,NA,105.05
,,7/19/2012,105.27,NA,NA,NA,105.05
,,7/20/2012,105.27,NA,NA,NA,105.05
,,7/23/2012,105.23,NA,NA,NA,105.08
,,7/24/2012,105.17,NA,NA,NA,105.02
,,7/25/2012,105.06,NA,NA,NA,104.95
,,7/26/2012,105.06,NA,NA,NA,104.92
,,7/27/2012,105.04,NA,NA,NA,104.94
,,7/30/2012,105.24,NA,NA,NA,105.02
,,7/31/2012,105.27,NA,NA,NA,105
,,8/1/2012,105.29,NA,NA,NA,104.98
,,8/2/2012,104.65,NA,NA,NA,104.44
,,8/3/2012,102.15,NA,NA,NA,104.06
,,8/6/2012,103.51,NA,NA,NA,104.76
,,8/7/2012,103.53,NA,NA,NA,104.79
,,8/8/2012,103.69,NA,NA,NA,104.69
,,8/9/2012,103.75,NA,NA,NA,104.68
,,8/10/2012,103.87,NA,NA,NA,104.54
,,8/13/2012,103.73,NA,NA,NA,104.61
,,8/14/2012,103.71,NA,NA,NA,104.63
,,8/15/2012,103.77,NA,NA,NA,104.67
,,8/16/2012,103.83,NA,NA,NA,104.66
,,8/17/2012,103.85,NA,NA,NA,104.65
,,8/20/2012,103.95,NA,NA,NA,104.68
,,8/21/2012,104,NA,NA,NA,104.67
,,8/22/2012,103.98,NA,NA,NA,104.62
,,8/23/2012,103.98,NA,NA,NA,104.62
,,8/24/2012,103.82,NA,NA,NA,104.54
,,8/27/2012,103.8,NA,NA,NA,104.54
,,8/28/2012,103.74,NA,NA,NA,104.54
,,8/29/2012,103.72,NA,NA,NA,104.52
,,8/30/2012,103.76,NA,NA,NA,104.46
,,8/31/2012,103.72,NA,NA,NA,104.46
,,9/3/2012,103.71,NA,NA,NA,104.28
,,9/4/2012,103.76,NA,NA,NA,104.35
,,9/5/2012,103.66,NA,NA,NA,104.29
,,9/6/2012,103.67,NA,NA,NA,104.31
,,9/7/2012,103.93,NA,NA,NA,104.26
,,9/10/2012,104.07,NA,NA,NA,104.25
,,9/11/2012,104,NA,NA,NA,104.26
,,9/12/2012,104.27,NA,NA,NA,104.27
,,9/13/2012,104.2,NA,NA,NA,104.28
,,9/14/2012,104.27,NA,NA,NA,104.3
,,9/17/2012,104.33,NA,NA,NA,104.3
,,9/18/2012,104.46,NA,NA,NA,104.29
,,9/19/2012,104.51,NA,NA,NA,104.3
,,9/20/2012,104.43,NA,NA,NA,104.25
,,9/21/2012,104.39,NA,NA,NA,104.17
,,9/24/2012,104.42,NA,NA,NA,104.15
,,9/25/2012,104.4,NA,NA,NA,104.14
,,9/26/2012,104.19,NA,NA,NA,103.99
,,9/27/2012,104.17,NA,NA,NA,103.92
,,9/28/2012,104.16,NA,NA,NA,103.89
,,10/1/2012,104.21,NA,NA,NA,103.83
,,10/2/2012,104.2,NA,NA,NA,103.85
,,10/3/2012,104.22,NA,NA,NA,103.85
,,10/4/2012,104.25,NA,NA,NA,103.85
,,10/5/2012,104.26,NA,NA,NA,103.86
,,10/8/2012,104.32,NA,NA,NA,103.9
,,10/9/2012,104.33,NA,NA,NA,103.87
,,10/10/2012,104.35,NA,NA,NA,103.83
,,10/11/2012,104.36,NA,NA,NA,103.86
,,10/12/2012,104.35,NA,NA,NA,103.82
,,10/15/2012,104.42,NA,NA,NA,103.82
,,10/16/2012,104.57,NA,NA,NA,103.82
,,10/17/2012,104.85,NA,NA,NA,103.81
,,10/18/2012,104.98,NA,NA,NA,103.81
,,10/19/2012,105,NA,NA,NA,103.81
,,10/22/2012,105.06,NA,NA,NA,103.68
,,10/23/2012,105.03,NA,NA,NA,103.68
,,10/24/2012,105.01,NA,NA,NA,103.61
,,10/25/2012,104.97,NA,NA,NA,103.57
,,10/26/2012,104.99,NA,NA,NA,103.56
,,10/29/2012,105.04,NA,NA,NA,103.53
,,10/30/2012,105.01,NA,NA,NA,103.53
,,10/31/2012,104.76,NA,NA,NA,103.47
,,11/1/2012,104.55,NA,NA,NA,103.4
,,11/2/2012,104.45,NA,NA,NA,103.39
,,11/5/2012,104.5,NA,NA,NA,103.28
,,11/6/2012,104.25,NA,NA,NA,103.09
,,11/7/2012,103.97,NA,NA,NA,103.08
,,11/8/2012,104.01,NA,NA,NA,103.09
,,11/9/2012,103.89,NA,NA,NA,103.06
,,11/12/2012,103.91,NA,NA,NA,103.17
,,11/13/2012,103.86,NA,NA,NA,103.2
,,11/14/2012,103.93,NA,NA,NA,103.18
,,11/15/2012,104.05,NA,NA,NA,103.18
,,11/16/2012,103.99,NA,NA,NA,103.21
,,11/19/2012,104.02,NA,NA,NA,103.26
,,11/20/2012,104.04,NA,NA,NA,103.19
,,11/21/2012,104.22,NA,NA,NA,103.3
,,11/22/2012,104.22,NA,NA,NA,103.3
,,11/23/2012,104.24,NA,NA,NA,103.23
,,11/26/2012,104.23,NA,NA,NA,103.23
,,11/27/2012,104.18,NA,NA,NA,103.11
,,11/28/2012,104.1,NA,NA,NA,103.07
,,11/29/2012,104.07,NA,NA,NA,102.99
,,11/30/2012,104.13,NA,NA,NA,103.04
,,12/3/2012,104.13,NA,NA,NA,102.95
,,12/4/2012,104.03,NA,NA,NA,103
,,12/5/2012,104.07,NA,NA,NA,102.86
,,12/6/2012,104.11,NA,NA,NA,102.82
,,12/7/2012,104.19,NA,NA,NA,102.84
,,12/10/2012,104.23,NA,NA,NA,102.85
,,12/11/2012,104.14,NA,NA,NA,102.84
,,12/12/2012,104.12,NA,NA,NA,102.8
,,12/13/2012,104.14,NA,NA,NA,102.78
,,12/14/2012,104.3,NA,NA,NA,102.8
,,12/17/2012,104.38,NA,NA,NA,102.77
,,12/18/2012,104.53,NA,NA,NA,102.74
,,12/19/2012,104.51,NA,NA,NA,102.66
,,12/20/2012,104.64,NA,NA,NA,102.72
,,12/21/2012,104.59,NA,NA,NA,102.51
,,12/24/2012,104.41,NA,NA,NA,102.76
,,12/25/2012,104.41,NA,NA,NA,102.76
,,12/26/2012,104.41,NA,NA,NA,102.5
,,12/27/2012,104.46,NA,NA,NA,102.47
,,12/28/2012,104.44,NA,NA,NA,102.41
,,12/31/2012,104.21,NA,NA,NA,102.59
,,1/1/2013,104.21,NA,NA,NA,102.59
,,1/2/2013,104.48,NA,NA,NA,102.45
,,1/3/2013,104.6,NA,NA,NA,102.51
,,1/4/2013,104.64,NA,NA,NA,102.42
,,1/7/2013,104.74,NA,NA,NA,102.5
,,1/8/2013,104.88,NA,NA,NA,102.58
,,1/9/2013,105.2,NA,NA,NA,102.58
,,1/10/2013,105.27,NA,NA,NA,102.56
,,1/11/2013,105.09,NA,NA,NA,102.51
,,1/14/2013,105.16,NA,NA,NA,102.45
,,1/15/2013,105.11,NA,NA,NA,102.37
,,1/16/2013,105.06,NA,NA,NA,102.23
,,1/17/2013,104.95,NA,NA,NA,102.2
,,1/18/2013,104.91,NA,NA,NA,102.21
,,1/21/2013,104.82,NA,NA,NA,102.24
,,1/22/2013,104.74,NA,NA,NA,102.2
,,1/23/2013,104.79,NA,NA,NA,102.17
,,1/24/2013,104.79,NA,NA,NA,102.16
,,1/25/2013,104.66,NA,NA,NA,102.07
,,1/28/2013,104.55,NA,NA,NA,102.1
,,1/29/2013,104.55,NA,NA,NA,102.1
,,1/30/2013,104.39,NA,NA,NA,102.03
,,1/31/2013,104.26,NA,NA,NA,102.02
,,2/1/2013,104.16,NA,NA,NA,101.97
,,2/4/2013,103.96,NA,NA,NA,101.91
,,2/5/2013,104,NA,NA,NA,101.92
,,2/6/2013,104.01,NA,NA,NA,101.89
,,2/7/2013,104.07,NA,NA,NA,101.81
,,2/8/2013,104.05,NA,NA,NA,101.79
,,2/11/2013,104.03,NA,NA,NA,101.78
,,2/12/2013,104.01,NA,NA,NA,101.73
,,2/13/2013,104,NA,NA,NA,101.74
,,2/14/2013,104.02,NA,NA,NA,101.72
,,2/15/2013,104.03,NA,NA,NA,101.72
,,2/18/2013,104.05,NA,NA,NA,101.69
,,2/19/2013,104.05,NA,NA,NA,101.67
,,2/20/2013,104.09,NA,NA,NA,101.65
,,2/21/2013,103.99,NA,NA,NA,101.62
,,2/22/2013,103.97,NA,NA,NA,101.6
,,2/25/2013,104.1,NA,NA,NA,101.61
,,2/26/2013,104.14,NA,NA,NA,101.57
,,2/27/2013,104.12,NA,NA,NA,101.54
,,2/28/2013,104.07,NA,NA,NA,101.49
,,3/1/2013,104.09,NA,NA,NA,101.46
,,3/4/2013,104.09,NA,NA,NA,101.47
,,3/5/2013,104.03,NA,NA,NA,101.49
,,3/6/2013,104.11,NA,NA,NA,101.47
,,3/7/2013,104.06,NA,NA,NA,101.44
,,3/8/2013,104.06,NA,NA,NA,101.41
,,3/11/2013,104.14,NA,NA,NA,101.38
,,3/12/2013,104.11,NA,NA,NA,101.38
,,3/13/2013,104.06,NA,NA,NA,101.33
,,3/14/2013,104.06,NA,NA,NA,101.31
,,3/15/2013,104.08,NA,NA,NA,101.3
,,3/18/2013,104.11,NA,NA,NA,101.2
,,3/19/2013,104.2,NA,NA,NA,101.23
,,3/20/2013,104.28,NA,NA,NA,101.21
,,3/21/2013,104.2,NA,NA,NA,101.18
,,3/22/2013,104.27,NA,NA,NA,101.14
,,3/25/2013,104.26,NA,NA,NA,101.12
,,3/26/2013,104.29,NA,NA,NA,101.08
,,3/27/2013,104.25,NA,NA,NA,101.03
,,3/28/2013,104.28,NA,NA,NA,100.99
,,3/29/2013,104.28,NA,NA,NA,100.99
,,4/1/2013,104.28,NA,NA,NA,100.99
,,4/2/2013,104.23,NA,NA,NA,100.99
,,4/3/2013,104.22,NA,NA,NA,100.91
,,4/4/2013,104.25,NA,NA,NA,100.88
,,4/5/2013,104.22,NA,NA,NA,100.86
,,4/8/2013,104.14,NA,NA,NA,100.85
,,4/9/2013,104.15,NA,NA,NA,100.85
,,4/10/2013,104.1,NA,NA,NA,100.78
,,4/11/2013,104.16,NA,NA,NA,100.81
,,4/12/2013,104.18,NA,NA,NA,100.67
,,4/15/2013,104.2,NA,NA,NA,100.77
,,4/16/2013,104.11,NA,NA,NA,100.76
,,4/17/2013,104.1,NA,NA,NA,100.7
,,4/18/2013,104.25,NA,NA,NA,100.71
,,4/19/2013,104.23,NA,NA,NA,100.66
,,4/22/2013,104.25,NA,NA,NA,100.65
,,4/23/2013,104.42,NA,NA,NA,100.63
,,4/24/2013,104.38,NA,NA,NA,100.58
,,4/25/2013,104.35,NA,NA,NA,100.57
,,4/26/2013,104.32,NA,NA,NA,100.53
,,4/29/2013,104.27,NA,NA,NA,100.55
,,4/30/2013,104.28,NA,NA,NA,100.52
,,5/1/2013,104.28,NA,NA,NA,100.52
,,5/2/2013,104.52,NA,NA,NA,100.4
,,5/3/2013,104.63,NA,NA,NA,100.42
,,5/6/2013,104.46,NA,NA,NA,100.41
,,5/7/2013,104.54,NA,NA,NA,100.38
,,5/8/2013,104.52,NA,NA,NA,100.35
,,5/9/2013,104.51,NA,NA,NA,100.32
,,5/10/2013,104.53,NA,NA,NA,100.3
,,5/13/2013,104.6,NA,NA,NA,100.27
,,5/14/2013,104.64,NA,NA,NA,100.25
,,5/15/2013,104.59,NA,NA,NA,100.24
,,5/16/2013,104.65,NA,NA,NA,100.22
,,5/17/2013,104.75,NA,NA,NA,100.16
,,5/20/2013,104.68,NA,NA,NA,100.12
,,5/21/2013,104.67,NA,NA,NA,100.16
,,5/22/2013,104.8,NA,NA,NA,100.07
,,5/23/2013,104.75,NA,NA,NA,100.06
,,5/24/2013,104.76,NA,NA,NA,100.03
,,5/27/2013,104.69,NA,NA,NA,100
,,5/28/2013,104.69,NA,NA,NA,100.01
,,5/29/2013,104.66,NA,NA,NA,99.93
,,5/30/2013,104.63,NA,NA,NA,100.0536
,,5/31/2013,104.6,NA,NA,NA,99.93
,,6/3/2013,104.63,NA,NA,NA,99.93
,,6/4/2013,104.58,NA,NA,NA,NA
,,6/5/2013,104.57,NA,NA,NA,NA
,,6/6/2013,104.5,NA,NA,NA,NA
,,6/7/2013,104.49,NA,NA,NA,NA
,,6/10/2013,104.4,NA,NA,NA,NA
,,6/11/2013,104.19,NA,NA,NA,NA
,,6/12/2013,104.05,NA,NA,NA,NA
,,6/13/2013,103.97,NA,NA,NA,NA
,,6/14/2013,103.88,NA,NA,NA,NA
,,6/17/2013,103.97,NA,NA,NA,NA
,,6/18/2013,104.32,NA,NA,NA,NA
,,6/19/2013,104.22,NA,NA,NA,NA
,,6/20/2013,104.07,NA,NA,NA,NA
,,6/21/2013,104.01,NA,NA,NA,NA
,,6/24/2013,103.89,NA,NA,NA,NA
,,6/25/2013,103.78,NA,NA,NA,NA
,,6/26/2013,103.81,NA,NA,NA,NA
,,6/27/2013,104.05,NA,NA,NA,NA
,,6/28/2013,104.13,NA,NA,NA,NA
,,7/1/2013,104.15,NA,NA,NA,NA
,,7/2/2013,104.11,NA,NA,NA,NA
,,7/3/2013,104.11,NA,NA,NA,NA
,,7/4/2013,104.06,NA,NA,NA,NA
,,7/5/2013,104.21,NA,NA,NA,NA
,,7/8/2013,104.05,NA,NA,NA,NA
,,7/9/2013,104.08,NA,NA,NA,NA
,,7/10/2013,104.06,NA,NA,NA,NA
,,7/11/2013,103.99,NA,NA,NA,NA
,,7/12/2013,104.05,NA,NA,NA,NA
,,7/15/2013,104.02,NA,NA,NA,NA
,,7/16/2013,104,NA,NA,NA,NA
,,7/17/2013,103.89,NA,NA,NA,NA
,,7/18/2013,103.91,NA,NA,NA,NA
,,7/19/2013,103.92,NA,NA,NA,NA
,,7/22/2013,103.96,NA,NA,NA,NA
,,7/23/2013,103.96,NA,NA,NA,NA
,,7/24/2013,103.9,NA,NA,NA,NA
,,7/25/2013,103.93,NA,NA,NA,NA
,,7/26/2013,103.88,NA,NA,NA,NA
,,7/29/2013,103.86,NA,NA,NA,NA
,,7/30/2013,103.89,NA,NA,NA,NA
,,7/31/2013,103.86,NA,NA,NA,NA
,,8/1/2013,103.83,NA,NA,NA,NA
,,8/2/2013,103.85,NA,NA,NA,NA
,,8/5/2013,103.85,NA,NA,NA,NA
,,8/6/2013,103.84,NA,NA,NA,NA
,,8/7/2013,103.83,NA,NA,NA,NA
,,8/8/2013,103.86,NA,NA,NA,NA
,,8/9/2013,103.77,NA,NA,NA,NA
,,8/12/2013,103.78,NA,NA,NA,NA
,,8/13/2013,103.81,NA,NA,NA,NA
,,8/14/2013,103.75,NA,NA,NA,NA
,,8/15/2013,103.75,NA,NA,NA,NA
,,8/16/2013,103.74,NA,NA,NA,NA
,,8/19/2013,103.75,NA,NA,NA,NA
,,8/20/2013,103.71,NA,NA,NA,NA
,,8/21/2013,103.69,NA,NA,NA,NA
,,8/22/2013,103.65,NA,NA,NA,NA
,,8/23/2013,103.63,NA,NA,NA,NA
,,8/26/2013,103.57,NA,NA,NA,NA
,,8/27/2013,103.64,NA,NA,NA,NA
,,8/28/2013,103.54,NA,NA,NA,NA
,,8/29/2013,103.53,NA,NA,NA,NA
,,8/30/2013,103.52,NA,NA,NA,NA
,,9/2/2013,103.51,NA,NA,NA,NA
,,9/3/2013,103.5,NA,NA,NA,NA
,,9/4/2013,103.44,NA,NA,NA,NA
,,9/5/2013,103.43,NA,NA,NA,NA
,,9/6/2013,103.43,NA,NA,NA,NA
,,9/9/2013,103.43,NA,NA,NA,NA
,,9/10/2013,103.39,NA,NA,NA,NA
,,9/11/2013,103.39,NA,NA,NA,NA
,,9/12/2013,103.4,NA,NA,NA,NA
,,9/13/2013,103.4,NA,NA,NA,NA
,,9/16/2013,103.55,NA,NA,NA,NA
,,9/17/2013,103.37,NA,NA,NA,NA
,,9/18/2013,103.39,NA,NA,NA,NA
,,9/19/2013,103.58,NA,NA,NA,NA
,,9/20/2013,103.58,NA,NA,NA,NA
,,9/23/2013,103.57,NA,NA,NA,NA
,,9/24/2013,103.5,NA,NA,NA,NA
,,9/25/2013,103.4,NA,NA,NA,NA
,,9/26/2013,103.39,NA,NA,NA,NA
,,9/27/2013,103.4,NA,NA,NA,NA
,,9/30/2013,103.26,NA,NA,NA,NA
,,10/1/2013,103.32,NA,NA,NA,NA
,,10/2/2013,103.27,NA,NA,NA,NA
,,10/3/2013,103.25,NA,NA,NA,NA
,,10/4/2013,103.28,NA,NA,NA,NA
,,10/7/2013,103.27,NA,NA,NA,NA
,,10/8/2013,103.25,NA,NA,NA,NA
,,10/9/2013,103.29,NA,NA,NA,NA
,,10/10/2013,103.25,NA,NA,NA,NA
,,10/11/2013,103.25,NA,NA,NA,NA
,,10/14/2013,103.3,NA,NA,NA,NA
,,10/15/2013,103.34,NA,NA,NA,NA
,,10/16/2013,103.3,NA,NA,NA,NA
,,10/17/2013,103.31,NA,NA,NA,NA
,,10/18/2013,103.26,NA,NA,NA,NA
,,10/21/2013,103.31,NA,NA,NA,NA
,,10/22/2013,103.28,NA,NA,NA,NA
,,10/23/2013,103.27,NA,NA,NA,NA
,,10/24/2013,103.31,NA,NA,NA,NA
,,10/25/2013,103.35,NA,NA,NA,NA
,,10/28/2013,103.08,NA,NA,NA,NA
,,10/29/2013,103.08,NA,NA,NA,NA
,,10/30/2013,103.058,NA,NA,NA,NA
,,10/31/2013,103.28,NA,NA,NA,NA
,,11/1/2013,103.055,NA,NA,NA,NA
,,11/4/2013,103.08,NA,NA,NA,NA
,,11/5/2013,103.2295,NA,NA,NA,NA
,,11/6/2013,103.2047,NA,NA,NA,NA
,,11/7/2013,103.1777,NA,NA,NA,NA
,,11/8/2013,103.1976,NA,NA,NA,NA
,,11/11/2013,103.058,NA,NA,NA,NA
,,11/12/2013,103.13,NA,NA,NA,NA
,,11/13/2013,103.08,NA,NA,NA,NA
,,11/14/2013,103.08,NA,NA,NA,NA
,,11/15/2013,103.08,NA,NA,NA,NA
,,11/18/2013,103.08,NA,NA,NA,NA
,,11/19/2013,103.055,NA,NA,NA,NA
,,11/20/2013,103.055,NA,NA,NA,NA
,,11/21/2013,103.03,NA,NA,NA,NA
,,11/22/2013,102.98,NA,NA,NA,NA
,,11/25/2013,102.98,NA,NA,NA,NA
,,11/26/2013,102.947,NA,NA,NA,NA
,,11/27/2013,102.93,NA,NA,NA,NA
,,11/28/2013,103.03,NA,NA,NA,NA
,,11/29/2013,102.98,NA,NA,NA,NA
,,12/2/2013,103.13,NA,NA,NA,NA
,,12/3/2013,102.93,NA,NA,NA,NA
,,12/4/2013,102.83,NA,NA,NA,NA
,,12/5/2013,102.95,NA,NA,NA,NA
,,12/6/2013,102.73,NA,NA,NA,NA
,,12/9/2013,102.78,NA,NA,NA,NA
,,12/10/2013,102.73,NA,NA,NA,NA
,,12/11/2013,102.78,NA,NA,NA,NA
,,12/12/2013,102.68,NA,NA,NA,NA
,,12/13/2013,102.78,NA,NA,NA,NA
,,12/16/2013,102.887,NA,NA,NA,NA
,,12/17/2013,102.835,NA,NA,NA,NA
,,12/18/2013,102.658,NA,NA,NA,NA
,,12/19/2013,102.889,NA,NA,NA,NA
,,12/20/2013,102.58,NA,NA,NA,NA
,,12/23/2013,102.58,NA,NA,NA,NA
,,12/24/2013,102.839,NA,NA,NA,NA
,,12/25/2013,102.84,NA,NA,NA,NA
,,12/26/2013,102.84,NA,NA,NA,NA
,,12/27/2013,102.63,NA,NA,NA,NA
,,12/30/2013,102.871,NA,NA,NA,NA
,,12/31/2013,102.749,NA,NA,NA,NA
,,1/1/2014,102.753,NA,NA,NA,NA
,,1/2/2014,102.63,NA,NA,NA,NA
,,1/3/2014,102.58,NA,NA,NA,NA
,,1/6/2014,102.8937,NA,NA,NA,NA
,,1/7/2014,102.8854,NA,NA,NA,NA
,,1/8/2014,102.8641,NA,NA,NA,NA
,,1/9/2014,102.8516,NA,NA,NA,NA
,,1/10/2014,102.78,NA,NA,NA,NA
,,1/13/2014,102.58,NA,NA,NA,NA
,,1/14/2014,102.53,NA,NA,NA,NA
,,1/15/2014,102.48,NA,NA,NA,NA
,,1/16/2014,102.48,NA,NA,NA,NA
,,1/17/2014,102.48,NA,NA,NA,NA
,,1/20/2014,102.568,NA,NA,NA,NA
,,1/21/2014,102.568,NA,NA,NA,NA
,,1/22/2014,102.43,NA,NA,NA,NA
,,1/23/2014,102.577,NA,NA,NA,NA
,,1/24/2014,102.345,NA,NA,NA,NA
