Bonds,,Date,XS0801954867,FR0010032730,XS0235605853,XS0307005545,XS0196630270,XS0975113498,XS0365901734
,,3/20/2017,112.87,NA,NA,101.464,NA,NA,NA
,,3/21/2017,112.73,NA,NA,101.444,NA,NA,NA
,,3/22/2017,112.7,NA,NA,101.429,NA,NA,NA
,,3/23/2017,112.67,NA,NA,101.376,NA,NA,NA
,,3/24/2017,112.64,NA,NA,101.361,NA,NA,NA
,,3/27/2017,112.56,NA,NA,101.346,NA,NA,NA
,,3/28/2017,112.43,NA,NA,101.285,NA,NA,NA
,,3/29/2017,112.58,NA,NA,101.3,NA,NA,NA
,,3/30/2017,112.47,NA,NA,101.243,NA,NA,NA
,,3/31/2017,112.51,NA,NA,101.227,NA,NA,NA
,,4/3/2017,112.58,NA,NA,101.208,NA,NA,NA
,,4/4/2017,112.68,NA,NA,101.198,NA,NA,NA
,,4/5/2017,112.65,NA,NA,101.183,NA,NA,NA
,,4/6/2017,112.58,NA,NA,101.142,NA,NA,NA
,,4/7/2017,112.53,NA,NA,101.13,NA,NA,NA
,,4/10/2017,112.62,NA,NA,101.118,NA,NA,NA
,,4/11/2017,112.59,NA,NA,101.107,NA,NA,NA
,,4/12/2017,112.6,NA,NA,101.035,NA,NA,NA
,,4/13/2017,112.53,NA,NA,101.019,NA,NA,NA
,,4/14/2017,112.185,NA,NA,101.019,NA,NA,NA
,,4/17/2017,112.185,NA,NA,101.016,NA,NA,NA
,,4/18/2017,112.58,NA,NA,101.002,NA,NA,NA
,,4/19/2017,112.36,NA,NA,100.983,NA,NA,NA
,,4/20/2017,112.31,NA,NA,100.934,NA,NA,NA
,,4/21/2017,112.25,NA,NA,100.923,NA,NA,NA
,,4/24/2017,112.24,NA,NA,100.9,NA,NA,NA
,,4/25/2017,112.28,NA,NA,100.882,NA,NA,NA
,,4/26/2017,112.32,NA,NA,100.872,NA,NA,NA
,,4/27/2017,112.36,NA,NA,100.816,NA,NA,NA
,,4/28/2017,112.32,NA,NA,100.802,NA,NA,NA
,,5/1/2017,111.673,NA,NA,100.799,NA,NA,NA
,,5/2/2017,112.36,NA,NA,100.79,NA,NA,NA
,,5/3/2017,112.34,NA,NA,100.769,NA,NA,NA
,,5/4/2017,112.3,NA,NA,100.726,NA,NA,NA
,,5/5/2017,112.15,NA,NA,100.709,NA,NA,NA
,,5/8/2017,112.17,NA,NA,100.692,NA,NA,NA
,,5/9/2017,112.16,NA,NA,100.678,NA,NA,NA
,,5/10/2017,112.13,NA,NA,100.685,NA,NA,NA
,,5/11/2017,112.294,NA,NA,100.628,NA,NA,NA
,,5/12/2017,112.12,NA,NA,100.613,NA,NA,NA
,,5/15/2017,112.08,NA,NA,100.599,NA,NA,NA
,,5/16/2017,112.27,NA,NA,100.583,NA,NA,NA
,,5/17/2017,112.27,NA,NA,100.566,NA,NA,NA
,,5/18/2017,112.2,NA,NA,100.519,NA,NA,NA
,,5/19/2017,112.19,NA,NA,100.52,NA,NA,NA
,,5/22/2017,112.179,NA,NA,100.49,NA,NA,NA
,,5/23/2017,112.1,NA,NA,100.478,NA,NA,NA
,,5/24/2017,111.89,NA,NA,100.46,NA,NA,NA
,,5/25/2017,112.09,NA,NA,100.417,NA,NA,NA
,,5/26/2017,112.06,NA,NA,100.42,NA,NA,NA
,,5/29/2017,111.98,NA,NA,100.389,NA,NA,NA
,,5/30/2017,111.83,NA,NA,100.387,NA,NA,NA
,,5/31/2017,112.083,NA,NA,100.356,NA,NA,NA
,,6/1/2017,112.081,NA,NA,100.312,NA,NA,NA
,,6/2/2017,112.06,NA,NA,100.296,NA,NA,NA
,,6/5/2017,111.86,NA,NA,100.284,NA,NA,NA
,,6/6/2017,112.05,NA,NA,100.271,NA,NA,NA
,,6/7/2017,112.089,NA,NA,100.255,NA,NA,NA
,,6/8/2017,111.81,NA,NA,100.212,NA,NA,NA
,,6/9/2017,111.94,NA,NA,100.197,NA,NA,NA
,,6/12/2017,111.95,NA,NA,100.181,NA,NA,NA
,,6/13/2017,111.71,NA,NA,100.165,NA,NA,NA
,,6/14/2017,111.924,NA,NA,100.148,NA,NA,NA
,,6/15/2017,111.793,NA,NA,100.115,NA,NA,NA
,,6/16/2017,111.71,NA,NA,100.09,NA,NA,NA
,,6/19/2017,111.79,NA,NA,100.075,NA,NA,NA
,,6/20/2017,111.74,NA,NA,100.06,NA,NA,NA
,,6/21/2017,111.76,NA,NA,100.05,NA,NA,NA
,,6/22/2017,111.694,NA,NA,100.014,NA,NA,NA
,,6/23/2017,111.54,NA,NA,100.05,NA,NA,NA
,,6/26/2017,111.64,NA,NA,100.05,NA,NA,NA
,,6/27/2017,111.63,NA,NA,NA,NA,NA,NA
,,6/28/2017,111.32,NA,NA,NA,NA,NA,NA
,,6/29/2017,111.3,NA,NA,NA,NA,NA,NA
,,6/30/2017,111.45,NA,NA,NA,NA,NA,NA
,,7/3/2017,111.44,NA,NA,NA,NA,NA,NA
,,7/4/2017,111.475,NA,NA,NA,NA,NA,NA
,,7/5/2017,111.52,NA,NA,NA,NA,NA,NA
,,7/6/2017,111.452,NA,NA,NA,NA,NA,NA
,,7/7/2017,111.43,NA,NA,NA,NA,NA,NA
,,7/10/2017,111.24,NA,NA,NA,NA,NA,NA
,,7/11/2017,111.45,NA,NA,NA,NA,NA,NA
,,7/12/2017,111.26,NA,NA,NA,NA,NA,NA
,,7/13/2017,111.41,NA,NA,NA,NA,NA,NA
,,7/14/2017,111.4,NA,NA,NA,NA,NA,NA
,,7/17/2017,111.44,NA,NA,NA,NA,NA,NA
,,7/18/2017,111.436,NA,NA,NA,NA,NA,NA
,,7/19/2017,111.456,NA,NA,NA,NA,NA,NA
,,7/20/2017,111.42,NA,NA,NA,NA,NA,NA
,,7/21/2017,111.23,NA,NA,NA,NA,NA,NA
,,7/24/2017,111.21,NA,NA,NA,NA,NA,NA
,,7/25/2017,111.39,NA,NA,NA,NA,NA,NA
,,7/26/2017,111.29,NA,NA,NA,NA,NA,NA
,,7/27/2017,111.14,NA,NA,NA,NA,NA,NA
,,7/28/2017,111.35,NA,NA,NA,NA,NA,NA
,,7/31/2017,111.19,NA,NA,NA,NA,NA,NA
,,8/1/2017,111.34,NA,NA,NA,NA,NA,NA
,,8/2/2017,111.13,NA,NA,NA,NA,NA,NA
,,8/3/2017,111.26,NA,NA,NA,NA,NA,NA
,,8/4/2017,111.16,NA,NA,NA,NA,NA,NA
,,8/7/2017,111.22,NA,NA,NA,NA,NA,NA
,,8/8/2017,111.17,NA,NA,NA,NA,NA,NA
,,8/9/2017,111.03,NA,NA,NA,NA,NA,NA
,,8/10/2017,110.958,NA,NA,NA,NA,NA,NA
,,8/11/2017,111.09,NA,NA,NA,NA,NA,NA
,,8/14/2017,111.16,NA,NA,NA,NA,NA,NA
,,8/15/2017,111.13,NA,NA,NA,NA,NA,NA
,,8/16/2017,111.11,NA,NA,NA,NA,NA,NA
,,8/17/2017,111.03,NA,NA,NA,NA,NA,NA
,,8/18/2017,111.04,NA,NA,NA,NA,NA,NA
,,8/21/2017,111.002,NA,NA,NA,NA,NA,NA
,,8/22/2017,111.01,NA,NA,NA,NA,NA,NA
,,8/23/2017,110.992,NA,NA,NA,NA,NA,NA
,,8/24/2017,110.96,NA,NA,NA,NA,NA,NA
,,8/25/2017,110.85,NA,NA,NA,NA,NA,NA
,,8/28/2017,110.98,NA,NA,NA,NA,NA,NA
,,8/29/2017,110.93,NA,NA,NA,NA,NA,NA
,,8/30/2017,110.92,NA,NA,NA,NA,NA,NA
,,8/31/2017,110.84,NA,NA,NA,NA,NA,NA
,,9/1/2017,110.87,NA,NA,NA,NA,NA,NA
,,9/4/2017,110.86,NA,NA,NA,NA,NA,NA
,,9/5/2017,110.86,NA,NA,NA,NA,NA,NA
,,9/6/2017,110.77,NA,NA,NA,NA,NA,NA
,,9/7/2017,110.57,NA,NA,NA,NA,NA,NA
,,9/8/2017,110.55,NA,NA,NA,NA,NA,NA
,,9/11/2017,110.73,NA,NA,NA,NA,NA,NA
,,9/12/2017,110.44,NA,NA,NA,NA,NA,NA
,,9/13/2017,110.64,NA,NA,NA,NA,NA,NA
,,9/14/2017,110.59,NA,NA,NA,NA,NA,NA
,,9/15/2017,110.34,NA,NA,NA,NA,NA,NA
,,9/18/2017,110.33,NA,NA,NA,NA,NA,NA
,,9/19/2017,110.31,NA,NA,NA,NA,NA,NA
,,9/20/2017,110.3,NA,NA,NA,NA,NA,NA
,,9/21/2017,110.44,NA,NA,NA,NA,NA,NA
,,9/22/2017,110.23,NA,NA,NA,NA,NA,NA
,,9/25/2017,110.47,NA,NA,NA,NA,NA,NA
,,9/26/2017,110.46,NA,NA,NA,NA,NA,NA
,,9/27/2017,110.4,NA,NA,NA,NA,NA,NA
,,9/28/2017,110.34,NA,NA,NA,NA,NA,NA
,,9/29/2017,110.25,NA,NA,NA,NA,NA,NA
,,10/2/2017,110.26,NA,NA,NA,NA,NA,NA
,,10/3/2017,110.259,NA,NA,NA,NA,NA,NA
,,10/4/2017,110,NA,NA,NA,NA,NA,NA
,,10/5/2017,109.93,NA,NA,NA,NA,NA,NA
,,10/6/2017,110.13,NA,NA,NA,NA,NA,NA
,,10/9/2017,109.94,NA,NA,NA,NA,NA,NA
,,10/10/2017,110.12,NA,NA,NA,NA,NA,NA
,,10/11/2017,110.09,NA,NA,NA,NA,NA,NA
,,10/12/2017,110.06,NA,NA,NA,NA,NA,NA
,,10/13/2017,110.13,NA,NA,NA,NA,NA,NA
,,10/16/2017,110.135,NA,NA,NA,NA,NA,NA
,,10/17/2017,109.905,NA,NA,NA,NA,NA,NA
,,10/18/2017,110.07,NA,NA,NA,NA,NA,NA
,,10/19/2017,110.035,NA,NA,NA,NA,NA,NA
,,10/20/2017,109.79,NA,NA,NA,NA,NA,NA
,,10/23/2017,110.015,NA,NA,NA,NA,NA,NA
,,10/24/2017,109.97,NA,NA,NA,NA,NA,NA
,,10/25/2017,109.935,NA,NA,NA,NA,NA,NA
,,10/26/2017,109.925,NA,NA,NA,NA,NA,NA
,,10/27/2017,109.775,NA,NA,NA,NA,NA,NA
,,10/30/2017,109.94,NA,NA,NA,NA,NA,NA
,,10/31/2017,109.819,NA,NA,NA,NA,NA,NA
,,11/1/2017,109.89,NA,NA,NA,NA,NA,NA
,,11/2/2017,109.645,NA,NA,NA,NA,NA,NA
,,11/3/2017,109.83,NA,NA,NA,NA,NA,NA
,,11/6/2017,109.845,NA,NA,NA,NA,NA,NA
,,11/7/2017,109.845,NA,NA,NA,NA,NA,NA
,,11/8/2017,109.65,NA,NA,NA,NA,NA,NA
,,11/9/2017,109.705,NA,NA,NA,NA,NA,NA
,,11/10/2017,109.67,NA,NA,NA,NA,NA,NA
,,11/13/2017,109.72,NA,NA,NA,NA,NA,NA
,,11/14/2017,109.67,NA,NA,NA,NA,NA,NA
,,11/15/2017,109.67,NA,NA,NA,NA,NA,NA
,,11/16/2017,109.525,NA,NA,NA,NA,NA,NA
,,11/17/2017,109.39,NA,NA,NA,NA,NA,NA
,,11/20/2017,109.525,NA,NA,NA,NA,NA,NA
,,11/21/2017,109.545,NA,NA,NA,NA,NA,NA
,,11/22/2017,109.495,NA,NA,NA,NA,NA,NA
,,11/23/2017,109.45,NA,NA,NA,NA,NA,NA
,,11/24/2017,109.23,NA,NA,NA,NA,NA,NA
,,11/27/2017,109.405,NA,NA,NA,NA,NA,NA
,,11/28/2017,109.4,NA,NA,NA,NA,NA,NA
,,11/29/2017,109.385,NA,NA,NA,NA,NA,NA
,,11/30/2017,109.25,NA,NA,NA,NA,NA,NA
,,12/1/2017,109.055,NA,NA,NA,NA,NA,NA
,,12/4/2017,109.305,NA,NA,NA,NA,NA,NA
,,12/5/2017,109.315,NA,NA,NA,NA,NA,NA
,,12/6/2017,109.075,NA,NA,NA,NA,NA,NA
,,12/7/2017,108.875,NA,NA,NA,NA,NA,NA
,,12/8/2017,109.275,NA,NA,NA,NA,NA,NA
,,12/11/2017,109.255,NA,NA,NA,NA,NA,NA
,,12/12/2017,109.23,NA,NA,NA,NA,NA,NA
,,12/13/2017,109.02,NA,NA,NA,NA,NA,NA
,,12/14/2017,109.175,NA,NA,NA,NA,NA,NA
,,12/15/2017,109.175,NA,NA,NA,NA,NA,NA
,,12/18/2017,108.81,NA,NA,NA,NA,NA,NA
,,12/19/2017,109.015,NA,NA,NA,NA,NA,NA
,,12/20/2017,108.93,NA,NA,NA,NA,NA,NA
,,12/21/2017,108.845,NA,NA,NA,NA,NA,NA
,,12/22/2017,108.805,NA,NA,NA,NA,NA,NA
,,12/25/2017,108.862,NA,NA,NA,NA,NA,NA
,,12/26/2017,108.862,NA,NA,NA,NA,NA,NA
,,12/27/2017,108.6,NA,NA,NA,NA,NA,NA
,,12/28/2017,108.46,NA,NA,NA,NA,NA,NA
,,12/29/2017,108.691,NA,NA,NA,NA,NA,NA
,,1/1/2018,108.691,NA,NA,NA,NA,NA,NA
,,1/2/2018,108.76,NA,NA,NA,NA,NA,NA
,,1/3/2018,108.56,NA,NA,NA,NA,NA,NA
,,1/4/2018,108.655,NA,NA,NA,NA,NA,NA
,,1/5/2018,108.445,NA,NA,NA,NA,NA,NA
,,1/8/2018,108.421,NA,NA,NA,NA,NA,NA
,,1/9/2018,108.457,NA,NA,NA,NA,NA,NA
,,1/10/2018,108.657,NA,NA,NA,NA,NA,NA
,,1/11/2018,108.235,NA,NA,NA,NA,NA,NA
,,1/12/2018,108.638,NA,NA,NA,NA,NA,NA
,,1/15/2018,108.24,NA,NA,NA,NA,NA,NA
,,1/16/2018,108.505,NA,NA,NA,NA,NA,NA
,,1/17/2018,108.182,NA,NA,NA,NA,NA,NA
,,1/18/2018,108.465,NA,NA,NA,NA,NA,NA
,,1/19/2018,108.465,NA,NA,NA,NA,NA,NA
,,1/22/2018,108.265,NA,NA,NA,NA,NA,NA
,,1/23/2018,108.24,NA,NA,NA,NA,NA,NA
,,1/24/2018,108.22,NA,NA,NA,NA,NA,NA
,,1/25/2018,108.155,NA,NA,NA,NA,NA,NA
,,1/26/2018,108.325,NA,NA,NA,NA,NA,NA
,,1/29/2018,108.09,NA,NA,NA,NA,NA,NA
,,1/30/2018,108.295,NA,NA,NA,NA,NA,NA
,,1/31/2018,108.29,NA,NA,NA,NA,NA,NA
,,2/1/2018,108.28,NA,NA,NA,NA,NA,NA
,,2/2/2018,108.28,NA,NA,NA,NA,NA,NA
,,2/5/2018,108.075,NA,NA,NA,NA,NA,NA
,,2/6/2018,108.22,NA,NA,NA,NA,NA,NA
,,2/7/2018,108.245,NA,NA,NA,NA,NA,NA
,,2/8/2018,108.245,NA,NA,NA,NA,NA,NA
,,2/9/2018,107.705,NA,NA,NA,NA,NA,NA
,,2/12/2018,108.175,NA,NA,NA,NA,NA,NA
,,2/13/2018,107.965,NA,NA,NA,NA,NA,NA
,,2/14/2018,108.14,NA,NA,NA,NA,NA,NA
,,2/15/2018,108.13,NA,NA,NA,NA,NA,NA
,,2/16/2018,108.06,NA,NA,NA,NA,NA,NA
,,2/19/2018,108.045,NA,NA,NA,NA,NA,NA
,,2/20/2018,108.1,NA,NA,NA,NA,NA,NA
,,2/21/2018,108.065,NA,NA,NA,NA,NA,NA
,,2/22/2018,107.96,NA,NA,NA,NA,NA,NA
,,2/23/2018,107.955,NA,NA,NA,NA,NA,NA
,,2/26/2018,107.695,NA,NA,NA,NA,NA,NA
,,2/27/2018,107.975,NA,NA,NA,NA,NA,NA
,,2/28/2018,107.9,NA,NA,NA,NA,NA,NA
,,3/1/2018,107.625,NA,NA,NA,NA,NA,NA
,,3/2/2018,107.865,NA,NA,NA,NA,NA,NA
,,3/5/2018,107.83,NA,NA,NA,NA,NA,NA
,,3/6/2018,107.815,NA,NA,NA,NA,NA,NA
,,3/7/2018,107.61,NA,NA,NA,NA,NA,NA
,,3/8/2018,107.565,NA,NA,NA,NA,NA,NA
,,3/9/2018,107.49,NA,NA,NA,NA,NA,NA
,,3/12/2018,107.7,NA,NA,NA,NA,NA,NA
,,3/13/2018,107.74,NA,NA,NA,NA,NA,NA
,,3/14/2018,107.71,NA,NA,NA,NA,NA,NA
,,3/15/2018,107.67,NA,NA,NA,NA,NA,NA
,,3/16/2018,107.635,NA,NA,NA,NA,NA,NA
,,3/19/2018,107.635,NA,NA,NA,NA,NA,NA
,,3/20/2018,107.565,NA,NA,NA,NA,NA,NA
,,3/21/2018,107.638,NA,NA,NA,NA,NA,NA
,,3/22/2018,107.31,NA,NA,NA,NA,NA,NA
,,3/23/2018,107.48,NA,NA,NA,NA,NA,NA
,,3/26/2018,107.445,NA,NA,NA,NA,NA,NA
,,3/27/2018,107.44,NA,NA,NA,NA,NA,NA
,,3/28/2018,107.37,NA,NA,NA,NA,NA,NA
,,3/29/2018,107.345,NA,NA,NA,NA,NA,NA
,,3/30/2018,107.213,NA,NA,NA,NA,NA,NA
,,4/2/2018,107.213,NA,NA,NA,NA,NA,NA
,,4/3/2018,107.32,NA,NA,NA,NA,NA,NA
,,4/4/2018,107.295,NA,NA,NA,NA,NA,NA
,,4/5/2018,107.285,NA,NA,NA,NA,NA,NA
,,4/6/2018,107.015,NA,NA,NA,NA,NA,NA
,,4/9/2018,107.215,NA,NA,NA,NA,NA,NA
,,4/10/2018,107.195,NA,NA,NA,NA,NA,NA
,,4/11/2018,107.17,NA,NA,NA,NA,NA,NA
,,4/12/2018,107.13,NA,NA,NA,NA,NA,NA
,,4/13/2018,107.05,NA,NA,NA,NA,NA,NA
,,4/16/2018,107.14,NA,NA,NA,NA,NA,NA
,,4/17/2018,106.95,NA,NA,NA,NA,NA,NA
,,4/18/2018,106.915,NA,NA,NA,NA,NA,NA
,,4/19/2018,106.85,NA,NA,NA,NA,NA,NA
,,4/20/2018,107.04,NA,NA,NA,NA,NA,NA
,,4/23/2018,107.02,NA,NA,NA,NA,NA,NA
,,4/24/2018,107.015,NA,NA,NA,NA,NA,NA
,,4/25/2018,106.99,NA,NA,NA,NA,NA,NA
,,4/26/2018,106.955,NA,NA,NA,NA,NA,NA
,,4/27/2018,106.915,NA,NA,NA,NA,NA,NA
,,4/30/2018,106.84,NA,NA,NA,NA,NA,NA
,,5/1/2018,106.731,NA,NA,NA,NA,NA,NA
,,5/2/2018,106.88,NA,NA,NA,NA,NA,NA
,,5/3/2018,106.845,NA,NA,NA,NA,NA,NA
,,5/4/2018,106.82,NA,NA,NA,NA,NA,NA
,,5/7/2018,106.805,NA,NA,NA,NA,NA,NA
,,5/8/2018,106.545,NA,NA,NA,NA,NA,NA
,,5/9/2018,106.755,NA,NA,NA,NA,NA,NA
,,5/10/2018,106.725,NA,NA,NA,NA,NA,NA
,,5/11/2018,106.46,NA,NA,NA,NA,NA,NA
,,5/14/2018,106.66,NA,NA,NA,NA,NA,NA
,,5/15/2018,106.455,NA,NA,NA,NA,NA,NA
,,5/16/2018,106.61,NA,NA,NA,NA,NA,NA
,,5/17/2018,106.59,NA,NA,NA,NA,NA,NA
,,5/18/2018,106.59,NA,NA,NA,NA,NA,NA
,,5/21/2018,106.39,NA,NA,NA,NA,NA,NA
,,5/22/2018,106.406,NA,NA,NA,NA,NA,NA
,,5/23/2018,106.54,NA,NA,NA,NA,NA,NA
,,5/24/2018,106.51,NA,NA,NA,NA,NA,NA
,,5/25/2018,106.51,NA,NA,NA,NA,NA,NA
,,5/28/2018,106.51,NA,NA,NA,NA,NA,NA
,,5/29/2018,105.885,NA,NA,NA,NA,NA,NA
,,5/30/2018,106.204,NA,NA,NA,NA,NA,NA
,,5/31/2018,106.114,NA,NA,NA,NA,NA,NA
,,6/1/2018,106.084,NA,NA,NA,NA,NA,NA
,,6/4/2018,106.32,NA,NA,NA,NA,NA,NA
,,6/5/2018,106.33,NA,NA,NA,NA,NA,NA
,,6/6/2018,106.3,NA,NA,NA,NA,NA,NA
,,6/7/2018,106.27,NA,NA,NA,NA,NA,NA
,,6/8/2018,106.28,NA,NA,NA,NA,NA,NA
,,6/11/2018,106.25,NA,NA,NA,NA,NA,NA
,,6/12/2018,106.22,NA,NA,NA,NA,NA,NA
,,6/13/2018,106.21,NA,NA,NA,NA,NA,NA
,,6/14/2018,106.17,NA,NA,NA,NA,NA,NA
,,6/15/2018,106.17,NA,NA,NA,NA,NA,NA
,,6/18/2018,106.13,NA,NA,NA,NA,NA,NA
,,6/19/2018,106.12,NA,NA,NA,NA,NA,NA
,,6/20/2018,106.12,NA,NA,NA,NA,NA,NA
,,6/21/2018,106.06,NA,NA,NA,NA,NA,NA
,,6/22/2018,106.04,NA,NA,NA,NA,NA,NA
,,6/25/2018,106.03,NA,NA,NA,NA,NA,NA
,,6/26/2018,106,NA,NA,NA,NA,NA,NA
,,6/27/2018,105.99,NA,NA,NA,NA,NA,NA
,,6/28/2018,105.98,NA,NA,NA,NA,NA,NA
,,6/29/2018,105.91,NA,NA,NA,NA,NA,NA
,,7/2/2018,105.9,NA,NA,NA,NA,NA,NA
,,7/3/2018,105.88,NA,NA,NA,NA,NA,NA
,,7/4/2018,105.86,NA,NA,NA,NA,NA,NA
,,7/5/2018,105.77,NA,NA,NA,NA,NA,NA
,,7/6/2018,105.8,NA,NA,NA,NA,NA,NA
,,7/9/2018,105.76,NA,NA,NA,NA,NA,NA
,,7/10/2018,105.75,NA,NA,NA,NA,NA,NA
,,7/11/2018,105.74,NA,NA,NA,NA,NA,NA
,,7/12/2018,105.68,NA,NA,NA,NA,NA,NA
,,7/13/2018,105.68,NA,NA,NA,NA,NA,NA
,,7/16/2018,105.66,NA,NA,NA,NA,NA,NA
,,7/17/2018,105.65,NA,NA,NA,NA,NA,NA
,,7/18/2018,105.61,NA,NA,NA,NA,NA,NA
,,7/19/2018,105.61,NA,NA,NA,NA,NA,NA
,,7/20/2018,105.61,NA,NA,NA,NA,NA,NA
,,7/23/2018,105.61,NA,NA,NA,NA,NA,NA
,,7/24/2018,105.56,NA,NA,NA,NA,NA,NA
,,7/25/2018,105.55,NA,NA,NA,NA,NA,NA
,,7/26/2018,105.51,NA,NA,NA,NA,NA,NA
,,7/27/2018,105.51,NA,NA,NA,NA,NA,NA
,,7/30/2018,105.5,NA,NA,NA,NA,NA,NA
,,7/31/2018,105.45,NA,NA,NA,NA,NA,NA
,,8/1/2018,105.47,NA,NA,NA,NA,NA,NA
,,8/2/2018,105.43,NA,NA,NA,NA,NA,NA
,,8/3/2018,105.43,NA,NA,NA,NA,NA,NA
,,8/6/2018,105.37,NA,NA,NA,NA,NA,NA
,,8/7/2018,105.36,NA,NA,NA,NA,NA,NA
,,8/8/2018,105.34,NA,NA,NA,NA,NA,NA
,,8/9/2018,105.3,NA,NA,NA,NA,NA,NA
,,8/10/2018,105.25,NA,NA,NA,NA,NA,NA
,,8/13/2018,105.29,NA,NA,NA,NA,NA,NA
,,8/14/2018,105.21,NA,NA,NA,NA,NA,NA
,,8/15/2018,105.26,NA,NA,NA,NA,NA,NA
,,8/16/2018,105.18,NA,NA,NA,NA,NA,NA
,,8/17/2018,105.18,NA,NA,NA,NA,NA,NA
,,8/20/2018,105.11,NA,NA,NA,NA,NA,NA
,,8/21/2018,105.11,NA,NA,NA,NA,NA,NA
,,8/22/2018,105.12,NA,NA,NA,NA,NA,NA
,,8/23/2018,105.06,NA,NA,NA,NA,NA,NA
,,8/24/2018,105.06,NA,NA,NA,NA,NA,NA
,,8/27/2018,105.03,NA,NA,NA,NA,NA,NA
,,8/28/2018,104.805,NA,NA,NA,NA,NA,NA
,,8/29/2018,104.96,NA,NA,NA,NA,NA,NA
,,8/30/2018,104.92,NA,NA,NA,NA,NA,NA
,,8/31/2018,104.92,NA,NA,NA,NA,NA,NA
,,9/3/2018,104.89,NA,NA,NA,NA,NA,NA
,,9/4/2018,104.9,NA,NA,NA,NA,NA,NA
,,9/5/2018,104.84,NA,NA,NA,NA,NA,NA
,,9/6/2018,104.81,NA,NA,NA,NA,NA,NA
,,9/7/2018,104.83,NA,NA,NA,NA,NA,NA
,,9/10/2018,104.76,NA,NA,NA,NA,NA,NA
,,9/11/2018,104.75,NA,NA,NA,NA,NA,NA
,,9/12/2018,104.73,NA,NA,NA,NA,NA,NA
,,9/13/2018,104.49,NA,NA,NA,NA,NA,NA
,,9/14/2018,104.68,NA,NA,NA,NA,NA,NA
,,9/17/2018,104.64,NA,NA,NA,NA,NA,NA
,,9/18/2018,104.63,NA,NA,NA,NA,NA,NA
,,9/19/2018,104.61,NA,NA,NA,NA,NA,NA
,,9/20/2018,104.58,NA,NA,NA,NA,NA,NA
,,9/21/2018,104.57,NA,NA,NA,NA,NA,NA
,,9/24/2018,104.54,NA,NA,NA,NA,NA,NA
,,9/25/2018,104.54,NA,NA,NA,NA,NA,NA
,,9/26/2018,104.5,NA,NA,NA,NA,NA,NA
,,9/27/2018,104.46,NA,NA,NA,NA,NA,NA
,,9/28/2018,104.47,NA,NA,NA,NA,NA,NA
,,10/1/2018,104.41,NA,NA,NA,NA,NA,NA
,,10/2/2018,104.42,NA,NA,NA,NA,NA,NA
,,10/3/2018,104.46,NA,NA,NA,NA,NA,NA
,,10/4/2018,104.37,NA,NA,NA,NA,NA,NA
,,10/5/2018,104.36,NA,NA,NA,NA,NA,NA
,,10/8/2018,104.37,NA,NA,NA,NA,NA,NA
,,10/9/2018,104.35,NA,NA,NA,NA,NA,NA
,,10/10/2018,104.26,NA,NA,NA,NA,NA,NA
,,10/11/2018,104.28,NA,NA,NA,NA,NA,NA
,,10/12/2018,104.27,NA,NA,NA,NA,NA,NA
,,10/15/2018,104.26,NA,NA,NA,NA,NA,NA
,,10/16/2018,104.23,NA,NA,NA,NA,NA,NA
,,10/17/2018,104.22,NA,NA,NA,NA,NA,NA
,,10/18/2018,104.14,NA,NA,NA,NA,NA,NA
,,10/19/2018,104.09,NA,NA,NA,NA,NA,NA
,,10/22/2018,104.13,NA,NA,NA,NA,NA,NA
,,10/23/2018,104.11,NA,NA,NA,NA,NA,NA
,,10/24/2018,104.09,NA,NA,NA,NA,NA,NA
,,10/25/2018,104.04,NA,NA,NA,NA,NA,NA
,,10/26/2018,104.02,NA,NA,NA,NA,NA,NA
,,10/29/2018,103.95,NA,NA,NA,NA,NA,NA
,,10/30/2018,103.95,NA,NA,NA,NA,NA,NA
,,10/31/2018,103.98,NA,NA,NA,NA,NA,NA
,,11/1/2018,103.92,NA,NA,NA,NA,NA,NA
,,11/2/2018,103.9,NA,NA,NA,NA,NA,NA
,,11/5/2018,103.89,NA,NA,NA,NA,NA,NA
,,11/6/2018,103.88,NA,NA,NA,NA,NA,NA
,,11/7/2018,103.81,NA,NA,NA,NA,NA,NA
,,11/8/2018,103.8,NA,NA,NA,NA,NA,NA
,,11/9/2018,103.73,NA,NA,NA,NA,NA,NA
,,11/12/2018,103.72,NA,NA,NA,NA,NA,NA
,,11/13/2018,103.77,NA,NA,NA,NA,NA,NA
,,11/14/2018,103.72,NA,NA,NA,NA,NA,NA
,,11/15/2018,103.76,NA,NA,NA,NA,NA,NA
,,11/16/2018,103.72,NA,NA,NA,NA,NA,NA
,,11/19/2018,103.65,NA,NA,NA,NA,NA,NA
,,11/20/2018,103.65,NA,NA,NA,NA,NA,NA
,,11/21/2018,103.57,NA,NA,NA,NA,NA,NA
,,11/22/2018,103.52,NA,NA,NA,NA,NA,NA
,,11/23/2018,103.5,NA,NA,NA,NA,NA,NA
,,11/26/2018,103.53,NA,NA,NA,NA,NA,NA
,,11/27/2018,103.48,NA,NA,NA,NA,NA,NA
,,11/28/2018,103.45,NA,NA,NA,NA,NA,NA
,,11/29/2018,103.44,NA,NA,NA,NA,NA,NA
,,11/30/2018,103.44,NA,NA,NA,NA,NA,NA
,,12/3/2018,103.35,NA,NA,NA,NA,NA,NA
,,12/4/2018,103.39,NA,NA,NA,NA,NA,NA
