Bonds,,Date,XS0801954867,FR0010032730,XS0235605853,XS0307005545,XS0196630270,XS0975113498,XS0365901734
,,2/3/2014,112.375,NA,104.721,109.635,101.255,105.73,105.78
,,2/4/2014,112.325,NA,104.93,109.61,101.245,105.605,105.78
,,2/5/2014,112.35,NA,104.83,109.61,101.216,105.655,105.78
,,2/6/2014,112.475,NA,104.94,109.61,101.203,105.855,105.629
,,2/7/2014,112.735,NA,105.03,109.91,101.396,106.015,105.812
,,2/10/2014,112.58,NA,104.83,109.71,101.185,106.04,105.607
,,2/11/2014,112.755,NA,104.83,109.755,101.191,106.265,105.59
,,2/12/2014,112.815,NA,104.803,109.81,101.185,106.43,105.551
,,2/13/2014,112.865,NA,104.78,109.81,101.13,106.455,105.556
,,2/14/2014,112.94,NA,104.78,109.81,101.13,106.54,105.533
,,2/17/2014,112.955,NA,104.794,109.81,101.209,106.48,105.589
,,2/18/2014,113.215,NA,105.005,110.01,101.393,106.65,105.78
,,2/19/2014,113.125,NA,104.814,109.91,101.421,106.935,105.58
,,2/20/2014,113.165,NA,104.803,109.86,101.15,107.23,105.7517
,,2/21/2014,113.39,NA,104.826,110.01,101.16,107.665,105.7564
,,2/24/2014,113.58,NA,104.893,110.06,101.28,107.735,105.7892
,,2/25/2014,113.735,NA,104.911,110.16,101.43,108.04,105.7881
,,2/26/2014,113.735,NA,104.939,110.36,101.399,108.23,105.7689
,,2/27/2014,113.86,NA,105,110.36,101.388,108.18,105.7442
,,2/28/2014,114.03,NA,105.08,110.26,101.14,108.43,105.766
,,3/3/2014,113.935,NA,105.3123,110.17,101.377,108.405,105.48
,,3/4/2014,114.13,NA,105.3407,110.26,101.129,108.715,105.48
,,3/5/2014,114.13,NA,105.3626,110.41,101.343,108.692,105.549
,,3/6/2014,114.186,NA,105.3197,110.41,101.335,109.105,105.503
,,3/7/2014,114.245,NA,105.4,110.625,101.274,108.991,105.7
,,3/10/2014,114.28,NA,105.003,110.41,101.058,109.23,105.58
,,3/11/2014,114.28,NA,105.004,110.475,101.055,109.23,105.58
,,3/12/2014,114.13,NA,104.969,110.475,101.02,109.23,105.415
,,3/13/2014,114.205,NA,105.08,110.26,101,109.23,105.38
,,3/14/2014,114.07,NA,104.98,110.11,100.955,108.98,105.38
,,3/17/2014,114.06,NA,104.98,110.11,100.944,108.73,105.38
,,3/18/2014,114.11,NA,104.878,110.135,100.932,108.98,105.296
,,3/19/2014,114.11,NA,104.93,110.135,100.893,108.98,105.13
,,3/20/2014,113.91,NA,104.774,110.11,100.93,108.605,105.197
,,3/21/2014,113.895,NA,104.686,110.06,100.879,108.56,105.176
,,3/24/2014,113.875,NA,104.78,110.06,100.863,108.53,105.175
,,3/25/2014,113.875,NA,104.73,109.96,101.141,108.48,105.182
,,3/26/2014,113.8,NA,105.0703,109.96,100.82,108.045,105.156
,,3/27/2014,113.775,NA,105.0225,109.89,100.816,107.98,105.159
,,3/28/2014,113.795,NA,105.0378,110.1138,100.805,107.76,105.134
,,3/31/2014,113.805,NA,105.0083,110.1747,100.788,107.98,105.115
,,4/1/2014,113.79,NA,104.63,110.1129,100.782,107.98,105.095
,,4/2/2014,113.805,NA,104.541,110.0974,100.747,108.08,105.052
,,4/3/2014,113.82,NA,104.53,109.81,100.734,108.08,104.828
,,4/4/2014,116.075,NA,105.15,110.805,100.754,110.76,104.998
,,4/7/2014,117.035,NA,105.08,111.075,100.743,112.48,105.26
,,4/8/2014,117.03,NA,105.084,111.16,100.735,112.26,105.4092
,,4/9/2014,117.035,NA,105.08,111.19,100.932,112.26,105.3777
,,4/10/2014,117.065,NA,105.082,111.26,100.71,112.26,105.3673
,,4/11/2014,117.04,NA,105.08,111.26,100.733,112.26,105.3606
,,4/14/2014,117.005,NA,105.18,111.11,100.722,111.805,105.13
,,4/15/2014,116.96,NA,105.18,111.01,100.71,111.805,105.13
,,4/16/2014,116.91,NA,105.08,111.01,100.71,111.925,105.13
,,4/17/2014,116.91,NA,105.35,111.2,100.751,111.805,105.3
,,4/18/2014,116.15,NA,105.35,111.2,100.751,112.4,105.3
,,4/21/2014,116.976,NA,105.35,111.2,100.751,112.062,105.3
,,4/22/2014,116.895,NA,105.03,111.01,100.632,111.87,105.121
,,4/23/2014,116.87,NA,105.278,111.01,100.604,111.87,105.089
,,4/24/2014,116.885,NA,105.25,110.885,100.593,111.805,105.077
,,4/25/2014,116.885,NA,105.03,110.885,100.582,111.805,105.064
,,4/28/2014,116.73,NA,105.23,110.885,100.559,111.715,105.036
,,4/29/2014,116.725,NA,105.246,110.86,100.525,111.68,104.996
,,4/30/2014,116.71,NA,105.273,110.86,100.508,111.665,105.003
,,5/1/2014,116.924,NA,105.331,111.016,100.742,112.021,105.255
,,5/2/2014,116.715,NA,105.08,110.86,100.497,111.65,104.995
,,5/5/2014,116.695,NA,105.319,110.82,100.682,111.495,104.98
,,5/6/2014,116.71,NA,105.278,110.86,100.474,111.62,104.98
,,5/7/2014,116.72,NA,105.4,111.05,100.55,111.62,105.3
,,5/8/2014,116.725,NA,105.304,110.77,100.62,111.67,104.98
,,5/9/2014,116.73,NA,105.14,110.76,100.422,111.68,104.899
,,5/12/2014,116.785,NA,104.929,110.76,100.411,111.78,104.884
,,5/13/2014,116.805,NA,104.949,110.76,100.4,111.97,104.88
,,5/14/2014,116.81,NA,105.312,110.86,100.566,112.03,104.852
,,5/15/2014,116.805,NA,105.285,110.86,100.355,111.78,104.853
,,5/16/2014,116.755,NA,105.11,110.76,100.344,111.78,104.853
,,5/19/2014,116.76,NA,105.239,110.76,100.332,111.78,104.824
,,5/20/2014,116.9057,NA,105.245,110.66,100.321,111.68,104.823
,,5/21/2014,116.8235,NA,105.218,110.66,100.5,111.68,104.776
,,5/22/2014,116.8921,NA,105.23,110.445,100.268,111.68,104.768
,,5/23/2014,116.8216,NA,105.15,110.7,100.293,111.63,104.95
,,5/26/2014,116.62,NA,104.83,110.405,100.092,111.63,104.635
,,5/27/2014,116.76,NA,104.832,110.56,100.238,111.68,104.755
,,5/28/2014,116.9165,NA,105.224,110.51,100.427,111.83,104.715
,,5/29/2014,116.8241,NA,105.208,110.51,100.21,111.83,104.706
,,5/30/2014,117.045,NA,104.832,110.51,100.21,111.83,104.682
,,6/2/2014,116.904,NA,105.15,110.7,100.216,111.73,104.95
,,6/3/2014,116.9668,NA,105.195,110.51,100.386,111.78,104.664
,,6/4/2014,116.8,NA,105.194,110.51,100.13,112.055,104.635
,,6/5/2014,116.795,NA,105.202,110.51,100.363,112.055,104.779
,,6/6/2014,116.795,NA,105.202,110.51,100.363,112.055,104.779
,,6/9/2014,117.205,NA,105.257,110.76,100.109,112.58,104.748
,,6/10/2014,117.44,NA,105.249,110.86,100.093,112.557,104.734
,,6/11/2014,117.63,NA,105.256,110.91,100.307,112.63,104.696
,,6/12/2014,117.58,NA,105.121,110.91,100.06,112.825,104.7
,,6/13/2014,117.6996,NA,105.25,111.05,100.277,112.825,104.85
,,6/16/2014,117.4279,NA,105.124,110.91,100.06,112.73,104.679
,,6/17/2014,117.4192,NA,105.09,110.91,100.273,112.825,104.662
,,6/18/2014,117.5505,NA,105.076,110.91,99.985,112.68,104.635
,,6/19/2014,117.63,NA,105.13,110.91,100.229,112.88,104.606
,,6/20/2014,117.58,NA,104.93,110.81,99.961,112.88,104.592
,,6/23/2014,117.695,NA,105.105,111.03,100.21,112.83,104.578
,,6/24/2014,117.715,NA,105.094,110.86,99.96,112.78,104.563
,,6/25/2014,117.73,NA,104.83,110.86,100.166,113.015,104.521
,,6/26/2014,117.98,NA,105.082,110.87,100.154,112.93,104.51
,,6/27/2014,117.7625,NA,104.83,110.87,99.877,112.95,104.51
,,6/30/2014,117.8346,NA,105.072,110.87,99.865,113,104.51
,,7/1/2014,117.7354,NA,105.065,110.86,99.853,112.93,104.51
,,7/2/2014,117.6741,NA,105.05,111.18,99.68,113.112,104.78
,,7/3/2014,117.7848,NA,105.031,110.96,100.084,112.93,104.51
,,7/4/2014,117.76,NA,104.775,110.83,99.794,112.93,104.51
,,7/7/2014,118.13,NA,105.02,111.06,99.782,113.43,104.51
,,7/8/2014,118.23,NA,105.013,111.06,99.77,113.43,104.51
,,7/9/2014,118.0131,NA,104.777,111.01,99.734,113.43,104.335
,,7/10/2014,117.8826,NA,104.971,111.143,99.722,113.613,104.32
,,7/11/2014,117.8974,NA,104.762,111.0704,99.63,113.435,104.306
,,7/14/2014,117.974,NA,104.942,111.0793,99.63,113.646,104.281
,,7/15/2014,118.33,NA,104.939,111.1464,99.63,113.742,104.267
,,7/16/2014,118.33,NA,104.912,111.1499,99.63,113.946,104.26
,,7/17/2014,118.335,NA,104.76,111.1702,NA,113.981,104.26
,,7/18/2014,118.35,NA,105.05,111.2,NA,114.23,104.55
,,7/21/2014,118.41,NA,104.751,111.01,NA,114.425,104.23
,,7/22/2014,118.55,NA,104.865,111.01,NA,114.43,104.23
,,7/23/2014,118.61,NA,104.765,111.07,NA,114.43,104.253
,,7/24/2014,118.685,NA,104.821,110.95,NA,114.426,104.237
,,7/25/2014,118.805,NA,104.784,111.16,NA,114.65,104.224
,,7/28/2014,118.925,NA,104.808,111.16,NA,114.831,104.198
,,7/29/2014,118.98,NA,104.893,111.16,NA,115.01,104.194
,,7/30/2014,119.01,NA,104.858,111.19,NA,114.848,104.149
,,7/31/2014,119.025,NA,104.754,111.25,NA,115.022,104.134
,,8/1/2014,118.73,NA,104.83,110.96,NA,114.855,104.13
,,8/4/2014,118.6539,NA,104.834,111.11,NA,114.635,104.147
,,8/5/2014,118.6692,NA,104.821,111.11,NA,114.78,104.133
,,8/6/2014,118.5331,NA,104.647,110.76,NA,114.46,104.014
,,8/7/2014,118.6241,NA,104.646,110.76,NA,114.491,104.003
,,8/8/2014,117.98,NA,104.543,110.61,NA,113.83,104.019
,,8/11/2014,118.23,NA,104.69,110.61,NA,113.93,103.938
,,8/12/2014,118.23,NA,104.545,110.56,NA,114.155,103.992
,,8/13/2014,118.23,NA,104.404,110.56,NA,114.065,103.948
,,8/14/2014,118.24,NA,104.42,110.56,NA,114.222,103.932
,,8/15/2014,118.23,NA,104.431,110.52,NA,114.18,103.918
,,8/18/2014,118.23,NA,104.598,110.56,NA,114.18,103.85
,,8/19/2014,118.23,NA,104.845,110.66,NA,114.48,103.92
,,8/20/2014,118.265,NA,104.82,110.66,NA,114.48,103.844
,,8/21/2014,118.325,NA,104.53,110.71,NA,114.48,103.829
,,8/22/2014,118.31,NA,104.53,110.76,NA,114.48,103.814
,,8/25/2014,118.23,NA,104.799,110.62,NA,114.61,103.834
,,8/26/2014,118.415,NA,104.58,110.76,NA,114.78,103.786
,,8/27/2014,118.49,NA,104.811,110.9,NA,114.789,103.8
,,8/28/2014,118.46,NA,104.789,110.81,NA,114.98,103.78
,,8/29/2014,118.47,NA,104.58,110.81,NA,114.98,103.78
,,9/1/2014,118.51,NA,104.806,110.81,NA,115.003,103.765
,,9/2/2014,118.654,NA,104.818,110.72,NA,115.237,103.763
,,9/3/2014,118.744,NA,104.782,110.96,NA,115.29,103.78
,,9/4/2014,118.894,NA,104.855,111.06,NA,115.287,103.739
,,9/5/2014,118.825,NA,104.9,111.15,NA,115.496,104.1
,,9/8/2014,119.085,NA,104.919,111.06,NA,115.556,103.749
,,9/9/2014,119.198,NA,104.58,111.06,NA,115.92,103.63
,,9/10/2014,119.262,NA,104.8539,111.01,NA,115.769,103.58
,,9/11/2014,119.185,NA,104.8447,110.91,NA,116.086,103.8009
,,9/12/2014,119.229,NA,104.8744,110.91,NA,116.069,103.7732
,,9/15/2014,119.255,NA,104.8432,110.86,NA,116.194,103.7733
,,9/16/2014,119.221,NA,104.8386,110.86,NA,116.149,103.7451
,,9/17/2014,119.16,NA,104.7913,110.86,NA,116.282,103.6947
,,9/18/2014,119.338,NA,104.8222,110.91,NA,116.532,103.703
,,9/19/2014,119.553,NA,104.821,110.96,NA,116.71,103.431
,,9/22/2014,119.381,NA,104.8239,111.089,NA,116.693,103.415
,,9/23/2014,119.319,NA,104.8041,111.0426,NA,116.701,103.39
,,9/24/2014,119.385,NA,104.783,111.109,NA,116.641,103.38
,,9/25/2014,119.398,NA,104.494,111.1084,NA,116.77,103.355
,,9/26/2014,119.126,NA,104.474,110.86,NA,116.526,103.34
,,9/29/2014,119.092,NA,104.48,110.86,NA,116.58,103.311
,,9/30/2014,119.06,NA,104.48,110.86,NA,116.389,103.301
,,10/1/2014,119.055,NA,104.43,110.86,NA,116.414,103.262
,,10/2/2014,119.03,NA,104.75,110.9,NA,116.344,103.25
,,10/3/2014,119.036,NA,104.8,110.749,NA,116.364,103.138
,,10/6/2014,119.056,NA,104.43,110.86,NA,116.456,103.224
,,10/7/2014,119.108,NA,104.73,110.86,NA,116.455,103.204
,,10/8/2014,119.017,NA,104.43,110.76,NA,116.36,103.202
,,10/9/2014,119.027,NA,104.43,110.71,NA,116.39,103.156
,,10/10/2014,119.12,NA,104.75,110.85,NA,116.551,103.25
,,10/13/2014,119.123,NA,104.43,110.71,NA,116.446,103.116
,,10/14/2014,118.97,NA,104.38,110.71,NA,116.25,103.105
,,10/15/2014,118.885,NA,104.309,110.52,NA,116.023,102.958
,,10/16/2014,118.42,NA,104.497,110.52,NA,115.532,102.953
,,10/17/2014,118.616,NA,104.13,110.48,NA,115.876,102.934
,,10/20/2014,118.68,NA,104.512,110.48,NA,115.814,102.943
,,10/21/2014,118.704,NA,104.137,110.48,NA,115.921,103.011
,,10/22/2014,118.945,NA,104.225,110.48,NA,116.235,102.903
,,10/23/2014,118.705,NA,104.228,110.52,NA,116.057,102.861
,,10/24/2014,118.765,NA,104.223,110.52,NA,116.259,102.841
,,10/27/2014,118.831,NA,104.218,110.48,NA,116.36,102.831
,,10/28/2014,118.877,NA,104.415,110.57,NA,116.42,102.803
,,10/29/2014,118.759,NA,104.198,110.51,NA,116.349,102.788
,,10/30/2014,118.834,NA,104.206,110.51,NA,116.377,102.745
,,10/31/2014,118.947,NA,104.195,110.51,NA,116.491,102.749
,,11/3/2014,118.99,NA,104.18,110.51,NA,116.421,102.738
,,11/4/2014,118.932,NA,104.5167,110.52,NA,116.411,102.78
,,11/5/2014,119.08,NA,104.4921,110.52,NA,116.506,102.766
,,11/6/2014,119.145,NA,104.4817,110.66,NA,116.665,102.722
,,11/7/2014,119.21,NA,104.4805,110.66,NA,116.849,102.709
,,11/10/2014,119.18,NA,104.5306,110.66,NA,116.947,102.715
,,11/11/2014,119.443,NA,104.5232,110.66,NA,117.282,102.706
,,11/12/2014,119.372,NA,104.4995,110.67,NA,117.268,102.691
,,11/13/2014,119.521,NA,104.4966,110.72,NA,117.496,102.647
,,11/14/2014,119.525,NA,104.4639,110.68,NA,117.462,102.632
,,11/17/2014,119.513,NA,104.4727,110.66,NA,117.572,102.615
,,11/18/2014,119.444,NA,104.4589,110.66,NA,117.44,102.6
,,11/19/2014,119.554,NA,104.4193,110.66,NA,117.488,102.585
,,11/20/2014,119.485,NA,104.3622,110.63,NA,117.391,102.585
,,11/21/2014,119.503,NA,104.3624,110.63,NA,117.5,102.526
,,11/24/2014,119.617,NA,104.3506,110.61,NA,117.581,102.52
,,11/25/2014,119.572,NA,104.06,110.61,NA,117.506,102.495
,,11/26/2014,119.546,NA,104.3456,110.62,NA,117.611,102.479
,,11/27/2014,119.586,NA,104.3253,110.61,NA,117.656,102.435
,,11/28/2014,119.638,NA,104.3177,110.61,NA,117.673,102.421
,,12/1/2014,119.47,NA,104.3058,110.61,NA,117.48,102.407
,,12/2/2014,119.63,NA,104.3121,110.63,NA,117.743,102.392
,,12/3/2014,119.703,NA,104.2951,110.7094,NA,117.727,102.378
,,12/4/2014,119.775,NA,104.2582,110.7237,NA,117.9,102.333
,,12/5/2014,119.77,NA,104.2733,110.6719,NA,117.947,102.28
,,12/8/2014,119.907,NA,104.2553,110.7268,NA,118.038,102.28
,,12/9/2014,119.89,NA,104.244,110.7336,NA,118.006,102.28
,,12/10/2014,119.988,NA,104.2444,110.7028,NA,118.025,102.224
,,12/11/2014,119.969,NA,103.91,110.525,NA,118,102.219
,,12/12/2014,120.017,NA,103.913,110.55,NA,118.049,102.153
,,12/15/2014,119.999,NA,103.88,110.515,NA,118.038,102.189
,,12/16/2014,120.058,NA,103.842,110.51,NA,118.123,102.175
,,12/17/2014,119.931,NA,103.82,110.51,NA,118.156,102.161
,,12/18/2014,120.02,NA,103.82,110.465,NA,118.129,102.075
,,12/19/2014,120.047,NA,104.12,110.65,NA,118.056,102.1
,,12/22/2014,120.071,NA,103.786,110.56,NA,118.144,102.053
,,12/23/2014,120.037,NA,104.05,110.65,NA,118.134,102
,,12/24/2014,120.116,NA,104.125,110.665,NA,118.189,102.186
,,12/25/2014,120.116,NA,104.106,110.651,NA,118.189,102.186
,,12/26/2014,120.116,NA,104.125,110.665,NA,118.189,102.186
,,12/29/2014,120.069,NA,103.739,110.56,NA,118.153,101.954
,,12/30/2014,120.224,NA,104.05,110.75,NA,118.196,101.945
,,12/31/2014,120.129,NA,104.031,110.629,NA,118.283,102.051
,,1/1/2015,120.191,NA,104.038,110.65,NA,118.359,102.051
,,1/2/2015,120.169,NA,103.93,110.75,NA,118.319,101.85
,,1/5/2015,120.175,NA,103.686,110.49,NA,118.265,101.708
,,1/6/2015,120.142,NA,103.692,110.49,NA,118.348,101.708
,,1/7/2015,120.075,NA,103.679,110.495,NA,118.326,101.696
,,1/8/2015,120.252,NA,103.667,110.52,NA,118.495,101.7
,,1/9/2015,120.362,NA,103.672,110.515,NA,118.756,101.67
,,1/12/2015,120.275,NA,103.666,110.663,NA,118.717,101.65
,,1/13/2015,120.292,NA,103.655,110.565,NA,118.811,101.757
,,1/14/2015,120.356,NA,103.649,110.565,NA,118.93,101.752
,,1/15/2015,120.388,NA,103.641,110.54,NA,118.981,101.714
,,1/16/2015,120.348,NA,103.64,110.535,NA,118.865,101.703
,,1/19/2015,120.355,NA,103.61,110.495,NA,118.807,101.68
,,1/20/2015,120.338,NA,103.61,110.48,NA,118.37,101.69
,,1/21/2015,120.23,NA,103.61,110.48,NA,118.849,101.69
,,1/22/2015,120.228,NA,103.61,110.495,NA,118.769,101.69
,,1/23/2015,120.426,NA,103.579,110.54,NA,118.81,101.526
,,1/26/2015,120.376,NA,104.053,110.53,NA,118.985,101.511
,,1/27/2015,120.343,NA,103.546,110.53,NA,118.92,101.479
,,1/28/2015,120.538,NA,103.554,110.54,NA,119.27,101.614
,,1/29/2015,120.359,NA,103.526,110.515,NA,119.007,101.397
,,1/30/2015,120.428,NA,103.511,110.505,NA,119.166,101.396
,,2/2/2015,120.302,NA,103.526,110.505,NA,119.039,101.558
,,2/3/2015,120.351,NA,103.515,110.505,NA,119.112,101.542
,,2/4/2015,120.399,NA,103.509,110.495,NA,119.193,101.328
,,2/5/2015,120.359,NA,103.512,110.46,NA,119.219,101.478
,,2/6/2015,120.328,NA,103.503,110.46,NA,119.216,101.438
,,2/9/2015,120.366,NA,103.485,110.45,NA,119.298,101.422
,,2/10/2015,120.399,NA,103.465,110.465,NA,119.371,101.422
,,2/11/2015,120.429,NA,103.463,110.45,NA,119.385,101.391
,,2/12/2015,120.504,NA,103.456,110.435,NA,119.412,101.344
,,2/13/2015,120.409,NA,103.456,110.435,NA,119.414,101.331
,,2/16/2015,120.5,NA,103.461,110.445,NA,119.512,101.315
,,2/17/2015,120.441,NA,103.46,110.435,NA,119.387,101.3
,,2/18/2015,120.544,NA,103.452,110.5435,NA,119.58,101.284
,,2/19/2015,120.572,NA,103.432,110.5643,NA,119.612,101.237
,,2/20/2015,120.538,NA,103.41,110.5403,NA,119.583,101.186
,,2/23/2015,120.558,NA,103.391,110.5302,NA,119.685,101.167
,,2/24/2015,120.681,NA,103.391,110.5337,NA,119.719,101.192
,,2/25/2015,120.694,NA,103.4,110.39,NA,119.732,101.177
,,2/26/2015,120.749,NA,103.389,110.39,NA,119.753,101.145
,,2/27/2015,120.605,NA,103.365,110.34,NA,119.682,100.972
,,3/2/2015,120.812,NA,103.36,110.3,NA,119.568,100.967
,,3/3/2015,120.891,NA,103.341,110.3,NA,119.71,100.956
,,3/4/2015,120.729,NA,103.344,110.28,NA,119.633,100.936
,,3/5/2015,120.754,NA,103.31,110.265,NA,119.715,100.897
,,3/6/2015,120.625,NA,103.301,110.25,NA,119.535,100.89
,,3/9/2015,120.61,NA,103.302,110.19,NA,119.638,100.848
,,3/10/2015,120.572,NA,103.26,110.175,NA,119.69,100.826
,,3/11/2015,120.416,NA,103.254,110.14,NA,119.497,100.833
,,3/12/2015,120.183,NA,103.219,110.02,NA,119.311,100.789
,,3/13/2015,120.043,NA,103.207,109.732,NA,119.136,100.687
,,3/16/2015,119.188,NA,103.019,109.475,NA,117.917,100.639
,,3/17/2015,118.798,NA,102.953,109.275,NA,117.131,100.621
,,3/18/2015,118.973,NA,102.971,109.375,NA,117.705,100.6
,,3/19/2015,119.207,NA,102.986,109.4,NA,117.83,100.573
,,3/20/2015,120.225,NA,103.033,109.613,NA,119.02,100.579
,,3/23/2015,120.195,NA,103.014,109.579,NA,119.318,100.557
,,3/24/2015,120.236,NA,103.015,109.557,NA,119.311,100.536
,,3/25/2015,120.304,NA,103.01,109.512,NA,119.361,100.538
,,3/26/2015,120.248,NA,102.986,109.453,NA,119.283,100.492
,,3/27/2015,120.204,NA,103,109.456,NA,119.186,100.478
,,3/30/2015,120.182,NA,103.001,109.415,NA,119.129,100.446
,,3/31/2015,120.251,NA,103.03,109.428,NA,119.208,100.442
,,4/1/2015,120.09,NA,102.93,109.38,NA,119.088,100.33
,,4/2/2015,120.07,NA,102.93,109.495,NA,119.1,100.559
,,4/3/2015,120.047,NA,103.45,109.875,NA,119.075,100.67
,,4/6/2015,120.062,NA,103.45,109.875,NA,119.097,100.67
,,4/7/2015,120.165,NA,102.98,109.5,NA,119.125,100.51
,,4/8/2015,120.123,NA,102.88,105.73,NA,119.126,100.493
,,4/9/2015,120.047,NA,102.93,109.485,NA,119.05,100.508
,,4/10/2015,119.933,NA,103.03,109.47,NA,118.909,100.491
,,4/13/2015,119.91,NA,103.03,109.46,NA,118.957,100.462
,,4/14/2015,119.788,NA,103.03,109.33,NA,118.864,100.28
,,4/15/2015,119.744,NA,103.03,109.4,NA,118.754,100.442
,,4/16/2015,119.65,NA,102.78,109.325,NA,118.355,100.391
,,4/17/2015,119.598,NA,103.03,109.295,NA,118.511,100.375
,,4/20/2015,119.49,NA,103.03,109.265,NA,118.598,100.307
,,4/21/2015,119.3,NA,103.03,109.1,NA,118.34,100.299
,,4/22/2015,119.235,NA,103.03,109.065,NA,118.149,100.283
,,4/23/2015,119.281,NA,102.73,109.135,NA,118.375,100.235
,,4/24/2015,119.288,NA,102.93,109.11,NA,118.327,100.224
,,4/27/2015,119.226,NA,103.13,109.36,NA,118.327,100.401
,,4/28/2015,119.282,NA,102.88,109.16,NA,118.376,100.221
,,4/29/2015,119.197,NA,102.88,109.11,NA,118.265,100.194
,,4/30/2015,119.277,NA,102.88,109.11,NA,118.336,100.142
,,5/1/2015,119.208,NA,103.153,109.47,NA,118.466,100.328
,,5/4/2015,119.004,NA,102.63,108.93,NA,118.01,99.88
,,5/5/2015,119.32,NA,102.88,109.08,NA,118.395,99.93
,,5/6/2015,119.192,NA,102.88,109.08,NA,118.253,99.88
,,5/7/2015,119.255,NA,102.78,108.88,NA,118.35,99.78
,,5/8/2015,119.186,NA,102.78,109.19,NA,118.254,100.023
,,5/11/2015,119.001,NA,102.73,109.175,NA,117.896,100.009
,,5/12/2015,119.138,NA,102.78,109.13,NA,118.101,99.992
,,5/13/2015,118.943,NA,103.125,109.105,NA,117.69,99.975
,,5/14/2015,119.238,NA,103.098,109.055,NA,118.122,99.885
,,5/15/2015,119.246,NA,103.124,109.08,NA,118.187,100.1
,,5/18/2015,119.182,NA,103.097,109.055,NA,118.061,99.905
,,5/19/2015,119.135,NA,103.108,109.07,NA,118.01,99.868
,,5/20/2015,119.184,NA,102.73,109.085,NA,118.108,99.884
,,5/21/2015,119.121,NA,102.73,109.045,NA,118.016,99.58
,,5/22/2015,119.166,NA,102.73,109.035,NA,118.046,100.001
,,5/25/2015,119.159,NA,102.73,109.035,NA,118.101,100.001
,,5/26/2015,119.135,NA,102.68,109.035,NA,118.131,100
,,5/27/2015,119.218,NA,102.68,109.025,NA,118.115,100
,,5/28/2015,119.208,NA,102.63,109.025,NA,118.093,100
,,5/29/2015,119.168,NA,102.63,109.3,NA,118.144,NA
,,6/1/2015,118.951,NA,102.58,108.88,NA,117.639,NA
,,6/2/2015,118.978,NA,102.58,108.83,NA,117.696,NA
,,6/3/2015,118.737,NA,102.58,108.78,NA,117.168,NA
,,6/4/2015,118.861,NA,102.53,108.73,NA,117.548,NA
,,6/5/2015,118.726,NA,102.53,108.68,NA,117.207,NA
,,6/8/2015,118.68,NA,102.53,108.68,NA,117.044,NA
,,6/9/2015,118.383,NA,102.48,108.63,NA,116.617,NA
,,6/10/2015,118.303,NA,102.33,108.48,NA,116.676,NA
,,6/11/2015,118.33,NA,102.48,108.68,NA,116.668,NA
,,6/12/2015,118.459,NA,102.43,108.85,NA,116.768,NA
,,6/15/2015,118.231,NA,102.43,108.53,NA,116.612,NA
,,6/16/2015,118.136,NA,102.23,108.33,NA,116.266,NA
,,6/17/2015,117.929,NA,102.43,108.13,NA,116.289,NA
,,6/18/2015,117.806,NA,102.03,108.08,NA,116.023,NA
,,6/19/2015,117.782,NA,101.98,108.75,NA,116.027,NA
,,6/22/2015,117.716,NA,102.13,108.23,NA,115.87,NA
,,6/23/2015,117.685,NA,102.13,108.18,NA,115.963,NA
,,6/24/2015,117.692,NA,102.08,108.445,NA,116.138,NA
,,6/25/2015,117.67,NA,102.08,108.415,NA,116.097,NA
,,6/26/2015,117.554,NA,102.13,108.385,NA,115.846,NA
,,6/29/2015,117.34,NA,102.03,108.424,NA,115.726,NA
,,6/30/2015,117.33,NA,101.98,108.211,NA,115.65,NA
,,7/1/2015,117.341,NA,101.98,108.224,NA,115.655,NA
,,7/2/2015,117.278,NA,101.93,108.207,NA,115.609,NA
,,7/3/2015,117.288,NA,101.93,108.155,NA,115.663,NA
,,7/6/2015,117.345,NA,101.93,107.78,NA,115.615,NA
,,7/7/2015,117.001,NA,101.88,107.68,NA,115.29,NA
,,7/8/2015,117.068,NA,102.372,107.68,NA,116.384,NA
,,7/9/2015,116.992,NA,102.339,107.73,NA,115.778,NA
,,7/10/2015,117.173,NA,102.358,107.73,NA,115.208,NA
,,7/13/2015,117.348,NA,102.348,107.73,NA,115.863,NA
,,7/14/2015,117.371,NA,102.333,107.78,NA,115.553,NA
,,7/15/2015,117.765,NA,101.93,107.98,NA,115.762,NA
,,7/16/2015,117.848,NA,102.381,108.08,NA,116.371,NA
,,7/17/2015,118.067,NA,102.378,108.7,NA,115.781,NA
,,7/20/2015,118.022,NA,102.376,108.18,NA,116.844,NA
,,7/21/2015,118.282,NA,102.388,108.23,NA,117.195,NA
,,7/22/2015,118.236,NA,101.88,108.23,NA,117.221,NA
,,7/23/2015,118.181,NA,102.364,108.36,NA,117.239,NA
,,7/24/2015,118.138,NA,102.361,108.36,NA,117.245,NA
,,7/27/2015,118.178,NA,102.365,108.35,NA,117.165,NA
,,7/28/2015,118.115,NA,102.369,108.46,NA,117.094,NA
,,7/29/2015,118.135,NA,102.354,108.5,NA,116.693,NA
,,7/30/2015,118.084,NA,102.344,108.47,NA,117.064,NA
,,7/31/2015,118.069,NA,102.335,108.51,NA,116.957,NA
,,8/3/2015,118.171,NA,101.83,108.5,NA,116.861,NA
,,8/4/2015,118.132,NA,101.83,108.51,NA,116.734,NA
,,8/5/2015,118.011,NA,101.83,108.48,NA,116.536,NA
,,8/6/2015,118.102,NA,101.83,108.44,NA,116.819,NA
