Bonds,,Date,XS0162513211,XS0419267595,XS0982019126,XS0148579153,XS0412842857,XS0170641426,XS0367884375,XS0385754733,XS0361244667,XS0361244402,XS0408095387,XS0410299357,XS0322977223
,,4/23/2014,131.593,NA,104.43,116.11,129.18,,100.281,106.144,122.6,NA,107.925,NA,114.885
,,4/24/2014,131.457,NA,104.4,116.08,129.2,,100.268,106.117,122.685,NA,107.922,NA,114.85
,,4/25/2014,131.931,NA,104.95,116.1,129.41,,100.255,106.122,122.77,NA,107.923,NA,114.88
,,4/28/2014,131.801,NA,104.78,116.035,129.19,,100.13,106.092,122.615,NA,107.875,NA,114.825
,,4/29/2014,131.45,NA,104.896,116.095,129.42,,100.19,106.083,122.868,NA,107.927,NA,114.89
,,4/30/2014,131.957,NA,105,116.191,129.56,,100.08,106.082,123.17,NA,107.923,NA,114.985
,,5/1/2014,132.194,NA,105.115,116.35,129.774,,100.401,106.195,123.056,NA,108.152,NA,115.064
,,5/2/2014,132.291,NA,105.284,116.19,129.72,,100.166,106.081,123.13,NA,107.887,NA,115.03
,,5/5/2014,132.116,NA,105.38,116.192,129.72,,100.371,106.063,123.245,NA,107.901,NA,114.996
,,5/6/2014,132.127,NA,105.3,116.142,129.616,,100.03,106.056,123.165,NA,107.844,NA,114.945
,,5/7/2014,132.076,NA,105.42,116.398,129.88,,100.304,106.009,123.11,NA,107.84,NA,114.9
,,5/8/2014,132.176,NA,105.81,116.135,130.22,,100.295,106.039,123.34,NA,107.882,NA,115.02
,,5/9/2014,132.356,NA,105.7,116.19,130.3,,99.93,106.024,123.4,NA,107.91,NA,114.99
,,5/12/2014,132.407,NA,105.95,116.195,130.31,,99.93,106.018,123.58,NA,107.896,NA,115
,,5/13/2014,132.877,NA,106.2,116.28,130.71,,100.05,106.005,123.64,NA,107.936,NA,115.115
,,5/14/2014,133.579,NA,106.53,116.305,130.93,,99.88,105.97,123.82,NA,107.915,NA,115.17
,,5/15/2014,134.808,NA,106.84,116.355,131.32,,99.88,105.993,124.025,NA,107.932,NA,115.24
,,5/16/2014,134.335,NA,106.59,116.26,130.82,,99.986,105.979,123.895,NA,107.883,NA,115.15
,,5/19/2014,134.337,NA,106.6,116.245,130.89,,99.83,105.99,123.885,NA,107.879,NA,115.145
,,5/20/2014,134.126,NA,106.49,116.245,130.86,,99.83,105.96,123.895,NA,107.854,NA,115.15
,,5/21/2014,133.794,NA,106.36,116.19,130.68,,100.136,105.927,123.795,NA,107.793,NA,115.09
,,5/22/2014,134.3,NA,106.44,116.25,130.87,,99.78,105.902,123.915,NA,107.805,NA,115.14
,,5/23/2014,133.934,NA,106.4,116.43,131.241,,100.077,105.923,123.9,NA,107.802,NA,115.125
,,5/26/2014,133.816,NA,106.7,116.25,130.9,,99.887,105.901,123.815,NA,107.804,NA,115.085
,,5/27/2014,134.412,NA,106.73,116.27,131.16,,99.73,105.914,123.945,NA,107.795,NA,115.175
,,5/28/2014,135.185,NA,107.06,116.23,131.34,,99.68,105.864,124.04,NA,107.753,NA,115.195
,,5/29/2014,134.801,NA,106.96,116.175,131.24,,99.819,105.845,123.985,NA,107.683,NA,115.12
,,5/30/2014,134.219,NA,106.96,116.14,131.17,,99.806,105.847,123.93,NA,107.657,NA,115.07
,,6/2/2014,134.499,NA,106.97,116.327,131.354,,99.986,105.826,123.965,NA,107.78,NA,115.05
,,6/3/2014,133.675,NA,106.73,116.055,130.83,,99.68,105.799,123.79,NA,107.697,NA,114.96
,,6/4/2014,133.148,NA,106.397,116.02,130.73,,99.68,105.763,123.715,NA,107.612,NA,114.925
,,6/5/2014,133.782,NA,106.74,116.05,131.1,,99.68,105.731,123.915,NA,107.603,NA,114.94
,,6/6/2014,133.782,NA,106.74,116.05,131.1,,99.68,105.731,123.915,NA,107.603,NA,114.94
,,6/9/2014,134.328,NA,107.17,116.02,131.38,,NA,105.751,123.97,NA,107.575,NA,114.95
,,6/10/2014,133.91,NA,107.01,116.209,131.4,,NA,105.717,124.369,NA,107.853,NA,115.086
,,6/11/2014,133.921,NA,107.13,116.205,131.53,,NA,105.703,124.55,NA,107.85,NA,115.099
,,6/12/2014,133.715,NA,107.07,116.23,131.56,,NA,105.71,124.425,NA,107.79,NA,115.16
,,6/13/2014,134.455,NA,107.07,116.24,131.704,,NA,105.705,124.57,NA,107.854,NA,115.17
,,6/16/2014,134.984,NA,107.52,116.22,131.62,,NA,105.701,124.485,NA,107.778,NA,115.175
,,6/17/2014,133.862,NA,107.07,116.157,131.27,,NA,105.692,124.528,NA,107.801,NA,115.037
,,6/18/2014,134.181,NA,107.17,116.14,131.4,,NA,105.624,124.265,NA,107.804,NA,115.033
,,6/19/2014,134.668,NA,107.79,116.15,131.65,,NA,105.625,124.655,NA,107.779,NA,115.175
,,6/20/2014,134.265,NA,107.79,116.13,131.5,,NA,105.601,124.674,NA,107.785,NA,115.059
,,6/23/2014,134.676,NA,107.79,116.215,131.58,,NA,105.602,124.606,NA,107.82,NA,115.024
,,6/24/2014,134.463,NA,107.81,116.2,131.55,,NA,105.885,124.695,NA,107.93,NA,115.621
,,6/25/2014,135.83,NA,108.26,116.33,131.81,,NA,105.58,124.83,NA,107.94,NA,115.322
,,6/26/2014,135.8,NA,108.41,116.245,131.82,,NA,105.876,124.84,NA,107.898,NA,115.53
,,6/27/2014,136.063,NA,108.3,116.056,131.69,,NA,105.813,124.726,NA,107.861,NA,115.588
,,6/30/2014,136.158,NA,108.38,116.21,131.78,,NA,105.546,124.775,NA,107.804,NA,115.46
,,7/1/2014,136.025,NA,108.36,116.28,131.84,,NA,105.528,124.885,NA,107.83,NA,115.33
,,7/2/2014,135.801,NA,108.09,116.22,131.64,,NA,105.643,124.78,NA,107.888,NA,115.42
,,7/3/2014,135.385,NA,107.97,116.155,131.58,,NA,105.488,124.755,NA,107.728,NA,115.256
,,7/4/2014,135.859,NA,108.27,116.014,131.77,,NA,105.483,124.825,NA,107.667,NA,115.265
,,7/7/2014,135.62,NA,108.29,116.135,131.8,,NA,105.479,124.875,NA,107.712,NA,115.385
,,7/8/2014,136.631,NA,108.57,116.165,131.97,,NA,105.474,124.96,NA,107.703,NA,115.4
,,7/9/2014,136.585,NA,108.5,116.11,131.87,,NA,105.435,124.885,NA,107.56,NA,115.23
,,7/10/2014,137.353,NA,108.76,116.075,131.95,,NA,105.421,124.96,NA,107.635,NA,115.245
,,7/11/2014,137.425,NA,108.64,115.924,131.92,,NA,105.4,124.92,NA,107.533,NA,115.205
,,7/14/2014,137.322,NA,108.619,116.025,131.85,,NA,105.385,124.945,NA,107.508,NA,115.22
,,7/15/2014,137.633,NA,108.59,115.897,131.84,,NA,105.595,125.067,NA,107.586,NA,115.372
,,7/16/2014,138.12,NA,108.816,116.015,131.99,,NA,105.338,124.965,NA,107.539,NA,115.225
,,7/17/2014,138.346,NA,109.02,116.025,131.97,,NA,105.333,125.25,NA,107.449,NA,115.225
,,7/18/2014,138.894,NA,109.14,116,132.209,,NA,105.328,125.08,NA,107.521,NA,115.22
,,7/21/2014,138.8,NA,109.21,115.985,132.03,,NA,105.3,125.09,NA,107.412,NA,115.121
,,7/22/2014,138.458,NA,109.088,115.93,131.86,,NA,105.289,125.25,NA,107.482,NA,115.165
,,7/23/2014,138.726,NA,109.34,115.953,132.01,,NA,105.244,125.16,NA,107.46,NA,115.062
,,7/24/2014,137.912,NA,109.06,115.86,131.84,,NA,105.226,125.105,NA,107.435,NA,115.01
,,7/25/2014,138.687,NA,109.34,116.027,132.01,,NA,105.205,125.21,NA,107.34,NA,115.037
,,7/28/2014,139.065,NA,109.38,115.88,132.01,,NA,105.216,125.175,NA,107.406,NA,115.195
,,7/29/2014,139.807,NA,109.676,115.948,132.14,,NA,105.207,125.43,NA,107.397,NA,115.022
,,7/30/2014,138.894,NA,109.56,115.871,132.12,,NA,105.149,125.35,NA,107.349,NA,114.877
,,7/31/2014,138.769,NA,109.35,115.835,132.2,,NA,105.138,125.43,NA,107.33,NA,115.11
,,8/1/2014,139.244,NA,109.6,115.989,132.24,,NA,105.113,125.405,NA,107.253,NA,115.14
,,8/4/2014,139.206,NA,109.67,115.862,132.58,,NA,105.108,125.435,NA,107.243,NA,115.12
,,8/5/2014,139.097,NA,109.498,115.828,132.17,,NA,105.116,125.7,NA,107.225,NA,115.055
,,8/6/2014,140.237,NA,110.167,115.874,132.36,,NA,105.045,125.475,NA,107.19,NA,114.973
,,8/7/2014,140.907,NA,110.278,115.88,132.5,,NA,105.036,125.485,NA,107.186,NA,115.145
,,8/8/2014,141.451,NA,110.252,115.954,132.43,,NA,105.038,125.525,NA,107.075,NA,114.922
,,8/11/2014,141.012,NA,110.06,115.79,132.445,,NA,105.019,125.56,NA,107.138,NA,115.08
,,8/12/2014,141.123,NA,110.136,115.864,132.495,,NA,105.014,125.59,NA,107.127,NA,115.095
,,8/13/2014,141.008,NA,110.419,115.825,132.69,,NA,104.99,125.74,NA,107.141,NA,114.948
,,8/14/2014,141.834,NA,110.6,115.872,132.66,,NA,104.99,125.638,NA,107.222,NA,115.135
,,8/15/2014,142.494,NA,110.97,115.868,132.745,,NA,104.932,125.745,NA,107.18,NA,115.175
,,8/18/2014,142.147,NA,110.78,115.724,132.55,,NA,104.911,125.71,NA,107.165,NA,115.12
,,8/19/2014,141.957,NA,110.87,115.711,132.62,,NA,104.972,125.79,NA,107.161,NA,115.23
,,8/20/2014,142.251,NA,111.06,115.77,132.63,,NA,104.926,125.78,NA,107.091,NA,115.23
,,8/21/2014,142.441,NA,111.1,115.63,132.56,,NA,104.914,125.78,NA,107.1,NA,115.085
,,8/22/2014,142.721,NA,111.24,115.621,132.615,,NA,104.902,125.81,NA,107.06,NA,115.09
,,8/25/2014,143.222,NA,111.59,115.81,132.855,,NA,104.877,125.83,NA,107.117,NA,114.951
,,8/26/2014,143.393,NA,111.57,115.661,132.915,,NA,104.89,125.9,NA,107.06,NA,115.16
,,8/27/2014,143.438,NA,111.96,115.727,133.433,,NA,105.041,125.983,NA,107.064,NA,115.182
,,8/28/2014,144.42,NA,111.98,115.599,132.945,,NA,104.826,125.905,NA,107.004,NA,115.23
,,8/29/2014,144.227,NA,112.15,115.628,132.93,,NA,104.733,125.93,NA,106.99,NA,115.15
,,9/1/2014,144.043,NA,112.268,115.781,133.065,,NA,104.825,125.828,NA,107.017,NA,115.068
,,9/2/2014,143.044,NA,111.791,115.759,133.115,,NA,104.824,125.715,NA,106.992,NA,115.019
,,9/3/2014,143.138,NA,111.748,115.652,133.095,,NA,104.773,125.806,NA,106.933,NA,114.922
,,9/4/2014,142.388,NA,111.581,115.772,133.5,,NA,104.796,125.98,NA,106.985,NA,114.844
,,9/5/2014,143.163,NA,111.511,115.733,133.647,,NA,104.799,125.955,NA,106.978,NA,114.987
,,9/8/2014,142.718,NA,111.467,115.718,133.595,,NA,104.776,125.829,NA,106.986,NA,115.175
,,9/9/2014,142.176,NA,111.581,115.756,133.325,,NA,104.768,125.907,NA,106.959,NA,115.055
,,9/10/2014,142.184,NA,111.357,115.646,133.26,,NA,104.938,125.867,NA,106.949,NA,115.041
,,9/11/2014,142.303,NA,111.275,115.649,133.34,,NA,104.709,125.915,NA,106.931,NA,114.721
,,9/12/2014,141.606,NA,110.909,115.569,133.38,,NA,104.707,125.673,NA,106.867,NA,114.875
,,9/15/2014,142.341,NA,111.458,115.612,133.235,,NA,104.684,125.907,NA,106.908,NA,114.975
,,9/16/2014,141.616,NA,111.28,115.564,133.15,,NA,104.653,125.732,NA,106.768,NA,114.906
,,9/17/2014,141.615,NA,111.353,115.572,133.53,,NA,104.614,125.721,NA,106.837,NA,114.964
,,9/18/2014,141.38,NA,111.331,115.509,132.98,,NA,104.601,125.676,NA,106.804,NA,114.826
,,9/19/2014,142.292,NA,111.525,115.544,133.415,,NA,104.602,125.928,NA,106.746,NA,114.888
,,9/22/2014,142.638,NA,111.898,115.527,133.6,,NA,104.577,125.853,NA,106.761,NA,114.899
,,9/23/2014,142.946,NA,111.866,115.473,133.485,,NA,104.564,125.784,NA,106.793,NA,114.847
,,9/24/2014,142.711,NA,111.767,115.428,133.485,,NA,104.523,125.6,NA,106.735,NA,114.75
,,9/25/2014,143.449,NA,112.182,115.458,133.62,,NA,104.51,125.766,NA,106.687,NA,114.855
,,9/26/2014,143.179,NA,111.87,115.449,133.66,,NA,104.435,125.7,NA,106.636,NA,114.811
,,9/29/2014,143.582,NA,112.113,115.426,133.595,,NA,104.42,125.705,NA,106.707,NA,114.822
,,9/30/2014,143.585,NA,112.135,115.45,133.855,,NA,104.41,125.808,NA,106.715,NA,114.823
,,10/1/2014,144.544,NA,112.569,115.321,133.9,,NA,104.38,125.92,NA,106.643,NA,114.85
,,10/2/2014,144.42,NA,112.422,115.372,133.517,,NA,104.399,125.605,NA,106.618,NA,114.781
,,10/3/2014,144.764,NA,112.203,115.358,133.736,,NA,104.295,125.681,NA,106.577,NA,114.82
,,10/6/2014,144.748,NA,112.356,115.385,133.74,,NA,104.344,125.78,NA,106.65,NA,114.798
,,10/7/2014,144.794,NA,112.449,115.34,133.72,,NA,104.324,125.828,NA,106.585,NA,114.693
,,10/8/2014,144.924,NA,112.29,115.302,133.725,,NA,104.314,125.663,NA,106.571,NA,114.764
,,10/9/2014,144.934,NA,112.442,115.32,133.7,,NA,104.29,125.675,NA,106.528,NA,114.714
,,10/10/2014,145.544,NA,112.701,115.274,133.507,,NA,104.263,125.764,NA,106.522,NA,114.67
,,10/13/2014,145.301,NA,112.602,115.182,133.605,,NA,104.279,125.584,NA,106.515,NA,114.567
,,10/14/2014,147.18,NA,113.232,115.224,133.97,,NA,104.259,125.739,NA,106.455,NA,114.629
,,10/15/2014,147.165,NA,113.686,115.199,133.925,,NA,104.269,125.733,NA,106.425,NA,114.666
,,10/16/2014,146.418,NA,113.305,115.153,133.575,,NA,104.201,125.306,NA,106.298,NA,114.567
,,10/17/2014,145.568,NA,113.492,115.143,133.47,,NA,104.187,125.408,NA,106.28,NA,114.532
,,10/20/2014,145.794,NA,112.802,115.097,133.61,,NA,104.163,125.42,NA,106.274,NA,114.507
,,10/21/2014,145.043,NA,112.665,115.06,133.64,,NA,104.16,125.325,NA,106.406,NA,114.463
,,10/22/2014,145.533,NA,113.009,115.088,133.66,,NA,104.16,125.419,NA,106.379,NA,114.525
,,10/23/2014,144.364,NA,112.571,115.009,133.525,,NA,104.17,125.263,NA,106.344,NA,114.457
,,10/24/2014,145.04,NA,112.678,114.977,133.47,,NA,104.15,125.273,NA,106.309,NA,114.403
,,10/27/2014,144.857,NA,112.676,114.789,133.565,,NA,104.16,125.305,NA,106.303,NA,114.48
,,10/28/2014,145.124,NA,112.842,114.964,133.515,,NA,104.053,125.296,NA,106.305,NA,114.397
,,10/29/2014,145.07,NA,112.668,114.927,133.8,,NA,104.04,125.22,NA,106.301,NA,114.432
,,10/30/2014,145.388,NA,112.776,115.01,133.96,,NA,103.999,125.343,NA,106.267,NA,114.367
,,10/31/2014,145.387,NA,112.811,115.03,134.135,,NA,104.009,125.471,NA,106.259,NA,114.4
,,11/3/2014,145.177,NA,112.861,114.95,134.135,,NA,104.009,125.45,NA,106.232,NA,114.426
,,11/4/2014,145.584,NA,112.711,114.93,134.335,,NA,103.967,125.484,NA,106.241,NA,114.399
,,11/5/2014,145.486,NA,112.805,114.942,134.35,,NA,103.944,125.46,NA,106.238,NA,114.415
,,11/6/2014,145.268,NA,112.785,114.934,134.34,,NA,103.912,125.474,NA,106.197,NA,114.383
,,11/7/2014,145.952,NA,112.935,114.926,134.465,,NA,103.889,125.651,NA,106.182,NA,114.381
,,11/10/2014,146.551,NA,112.849,114.851,134.435,,NA,103.885,125.427,NA,106.171,NA,114.385
,,11/11/2014,146.665,NA,112.882,114.826,134.48,,NA,103.865,125.518,NA,106.16,NA,114.337
,,11/12/2014,146.847,NA,113.006,114.879,134.54,,NA,103.865,125.491,NA,106.141,NA,114.422
,,11/13/2014,147.034,NA,113.226,114.8,134.57,,NA,103.855,125.582,NA,106.087,NA,114.356
,,11/14/2014,147.172,NA,113.331,114.808,134.575,,NA,103.797,125.544,NA,106.068,NA,114.329
,,11/17/2014,147.199,NA,113.137,114.796,134.465,,NA,103.788,125.453,NA,106.054,NA,114.291
,,11/18/2014,147.006,NA,113.2,114.736,134.375,,NA,103.784,125.377,NA,106.042,NA,114.249
,,11/19/2014,146.42,NA,113.193,114.641,134.33,,NA,103.771,125.182,NA,106.006,NA,114.121
,,11/20/2014,146.869,NA,113.603,114.658,134.44,,NA,103.781,125.312,NA,105.972,NA,114.193
,,11/21/2014,147.637,NA,113.883,114.692,134.575,,NA,103.761,125.352,NA,105.968,NA,114.217
,,11/24/2014,147.476,NA,113.969,114.667,134.515,,NA,103.712,125.425,NA,105.964,NA,114.218
,,11/25/2014,148.055,NA,114.108,114.668,134.585,,NA,103.732,125.336,NA,105.944,NA,114.234
,,11/26/2014,148.064,NA,114.141,114.627,134.735,,NA,103.674,125.371,NA,105.93,NA,114.15
,,11/27/2014,148.553,NA,114.501,114.614,134.595,,NA,103.694,125.388,NA,105.875,NA,114.137
,,11/28/2014,148.66,NA,114.424,114.581,134.55,,NA,103.65,125.448,NA,105.853,NA,114.134
,,12/1/2014,147.964,NA,113.88,114.433,134.44,,NA,103.63,124.912,NA,105.762,NA,113.987
,,12/2/2014,147.742,NA,113.933,114.462,134.43,,NA,103.64,125.001,NA,105.761,NA,113.996
,,12/3/2014,147.387,NA,114.036,114.5,134.575,,NA,103.66,125.248,NA,105.749,NA,114.065
,,12/4/2014,147.726,NA,114.146,114.434,134.45,,NA,103.51,125.21,NA,105.698,NA,114.001
,,12/5/2014,147.653,NA,113.845,114.452,134.4,,NA,103.5,125.144,NA,105.688,NA,113.979
,,12/8/2014,148.432,NA,114.41,114.397,134.6,,NA,103.463,125.264,NA,105.677,NA,113.968
,,12/9/2014,149.059,NA,114.575,114.388,134.6,,NA,103.432,125.269,NA,105.663,NA,114.05
,,12/10/2014,149.844,NA,114.662,114.377,134.62,,NA,103.43,125.221,NA,105.661,NA,113.908
,,12/11/2014,149.447,NA,114.56,114.307,134.6,,NA,103.44,125.138,NA,105.68,NA,113.861
,,12/12/2014,150.185,NA,115.137,114.28,134.695,,NA,103.37,125.16,NA,105.611,NA,113.868
,,12/15/2014,150.72,NA,115.007,114.326,134.69,,NA,103.36,125.267,NA,105.592,NA,113.942
,,12/16/2014,151.682,NA,115.379,114.297,134.71,,NA,103.354,125.348,NA,105.585,NA,113.928
,,12/17/2014,151.398,NA,115.384,114.315,134.785,,NA,103.324,125.25,NA,105.571,NA,113.962
,,12/18/2014,151.034,NA,115.091,114.282,134.78,,NA,103.3,125.122,NA,105.529,NA,113.832
,,12/19/2014,150.975,NA,115.317,114.37,134.84,,NA,103.28,125.257,NA,105.528,NA,113.933
,,12/22/2014,150.797,NA,115.172,114.383,134.84,,NA,103.3,125.224,NA,105.515,NA,113.892
,,12/23/2014,151.091,NA,115.068,114.31,134.73,,NA,103.31,125.252,NA,105.446,NA,113.807
,,12/24/2014,150.988,NA,115.582,114.317,134.67,,NA,103.472,125.116,NA,105.491,NA,113.819
,,12/25/2014,150.944,NA,115.582,114.305,134.67,,NA,103.472,125.116,NA,105.491,NA,113.794
,,12/26/2014,150.988,NA,115.582,114.317,134.67,,NA,103.472,125.116,NA,105.491,NA,113.819
,,12/29/2014,151.819,NA,115.512,114.292,134.96,,NA,103.18,125.311,NA,105.421,NA,113.858
,,12/30/2014,151.835,NA,115.25,114.268,134.92,,NA,103.146,125.388,NA,105.398,NA,113.789
,,12/31/2014,151.949,NA,115.622,114.147,134.747,,NA,103.388,125.294,NA,105.414,NA,113.75
,,1/1/2015,151.826,NA,115.739,114.17,134.843,,NA,103.388,125.369,NA,105.414,NA,113.766
,,1/2/2015,153.342,NA,116.106,114.214,134.97,,NA,103.102,125.456,NA,105.352,NA,113.75
,,1/5/2015,153.732,NA,115.987,114.115,134.9,,NA,103.1,125.253,NA,105.349,NA,113.768
,,1/6/2015,156.183,NA,116.374,114.137,134.825,,NA,103.073,125.436,NA,105.343,NA,113.786
,,1/7/2015,155.632,NA,116.143,114.119,134.93,,NA,103.08,125.31,NA,105.336,NA,113.798
,,1/8/2015,154.511,NA,116.008,114.077,134.885,,NA,103.072,125.346,NA,105.294,NA,113.711
,,1/9/2015,154.615,NA,116.109,114.099,135.01,,NA,103.113,125.425,NA,105.285,NA,113.732
,,1/12/2015,155.521,NA,116.443,114.068,135.1,,NA,103.013,125.485,NA,105.274,NA,113.737
,,1/13/2015,155.288,NA,116.239,114.16,134.945,,NA,103.004,125.462,NA,105.261,NA,113.77
,,1/14/2015,155.784,NA,116.555,114.109,134.955,,NA,103.025,125.44,NA,105.242,NA,113.724
,,1/15/2015,156.214,NA,117.061,114.09,135.12,,NA,103.08,125.609,NA,105.227,NA,113.758
,,1/16/2015,155.96,NA,116.806,114.187,135.21,,NA,103,125.62,NA,105.256,NA,113.77
,,1/19/2015,156.526,NA,116.863,114.168,135.21,,NA,103,125.605,NA,105.242,NA,113.77
,,1/20/2015,156.339,NA,116.8,114.089,135.51,,NA,103.02,125.523,NA,105.221,NA,113.691
,,1/21/2015,154.526,NA,116.154,114.081,135.167,,NA,102.941,125.354,NA,105.206,NA,113.67
,,1/22/2015,155.305,NA,116.791,114.098,135.33,,NA,102.942,125.643,NA,105.168,NA,113.735
,,1/23/2015,157.303,NA,117.626,114.088,135.76,,NA,102.913,125.763,NA,105.147,NA,113.79
,,1/26/2015,156.533,NA,117.31,114.06,135.819,,NA,102.862,125.558,NA,105.118,NA,113.746
,,1/27/2015,157.663,NA,117.363,113.989,135.71,,NA,102.85,125.561,NA,105.097,NA,113.648
,,1/28/2015,158.735,NA,117.714,114.009,135.883,,NA,102.84,125.831,NA,105.093,NA,113.675
,,1/29/2015,159.09,NA,117.589,114.016,135.865,,NA,102.83,125.814,NA,104.989,NA,113.613
,,1/30/2015,160.563,NA,117.976,114.109,136.016,,NA,102.763,125.863,NA,105.023,NA,113.645
,,2/2/2015,160.413,NA,118.075,113.981,136.052,,NA,102.754,125.84,NA,105.024,NA,113.677
,,2/3/2015,159.612,NA,117.474,114,135.967,,NA,102.75,125.827,NA,105.016,NA,113.672
,,2/4/2015,159.653,NA,117.649,113.979,135.908,,NA,102.726,125.981,NA,104.997,NA,113.655
,,2/5/2015,159.66,NA,117.498,114.023,135.903,,NA,102.691,125.934,NA,104.95,NA,113.632
,,2/6/2015,159.044,NA,117.257,114.031,135.921,,NA,102.66,125.899,NA,104.944,NA,113.622
,,2/9/2015,159.427,NA,117.273,113.913,135.966,,NA,102.702,125.901,NA,104.927,NA,113.607
,,2/10/2015,159.089,NA,117.42,113.967,135.947,,NA,102.66,126.141,NA,104.922,NA,113.643
,,2/11/2015,159.407,NA,117.435,113.985,135.992,,NA,102.65,126.115,NA,104.91,NA,113.669
,,2/12/2015,160.135,NA,117.587,113.938,136.163,,NA,102.594,126.219,NA,104.87,NA,113.633
,,2/13/2015,159.837,NA,117.411,113.943,135.987,,NA,102.583,125.974,NA,104.86,NA,113.669
,,2/16/2015,159.477,NA,117.808,113.881,135.924,,NA,102.56,126.26,NA,104.845,NA,113.598
,,2/17/2015,158.222,NA,117.2,113.87,135.705,,NA,102.592,126.038,NA,104.828,NA,113.45
,,2/18/2015,158.182,NA,117.101,113.91,135.806,,NA,102.532,126.245,NA,104.813,NA,113.486
,,2/19/2015,157.855,NA,117.239,113.797,135.951,,NA,102.52,126.212,NA,104.767,NA,113.559
,,2/20/2015,157.575,NA,117.163,113.79,135.875,,NA,102.53,126.175,NA,104.751,NA,113.571
,,2/23/2015,157.369,NA,117.527,113.758,135.85,,NA,102.48,126.22,NA,104.736,NA,113.548
,,2/24/2015,157.943,NA,117.536,113.74,135.845,,NA,102.441,126.29,NA,104.719,NA,113.531
,,2/25/2015,158.434,NA,117.761,113.735,135.96,,NA,102.45,126.236,NA,104.715,NA,113.544
,,2/26/2015,159.001,NA,118.051,113.6,135.96,,NA,102.431,126.237,NA,104.625,NA,113.406
,,2/27/2015,158.966,NA,117.885,113.769,135.85,,NA,102.413,126.233,NA,104.663,NA,113.513
,,3/2/2015,158.382,NA,117.555,113.762,135.507,,NA,102.354,126.178,NA,104.649,NA,113.495
,,3/3/2015,158.551,NA,117.346,113.636,135.562,,NA,102.382,126.138,NA,104.63,NA,113.487
,,3/4/2015,157.883,NA,117.282,113.532,135.481,,NA,102.35,126.048,NA,104.609,NA,113.343
,,3/5/2015,158.27,NA,117.642,113.515,135.605,,NA,102.37,126.132,NA,104.574,NA,113.23
,,3/6/2015,157.984,NA,117.015,113.645,135.54,,NA,102.3,126.091,NA,104.559,NA,113.324
,,3/9/2015,160.147,NA,117.676,113.57,135.7,,NA,102.273,126.283,NA,104.547,NA,113.368
,,3/10/2015,162.66,NA,118.13,113.53,135.825,,NA,102.271,126.309,NA,104.426,NA,113.396
,,3/11/2015,162.954,NA,118.327,113.467,135.78,,NA,102.27,126.183,NA,104.494,NA,113.375
,,3/12/2015,161.999,NA,117.769,113.441,135.57,,NA,102.21,126.023,NA,104.454,NA,113.27
,,3/13/2015,161.912,NA,117.71,113.413,135.43,,NA,102.23,126.064,NA,104.433,NA,113.161
,,3/16/2015,162.236,NA,117.345,113.348,134.87,,NA,102.183,125.982,NA,104.415,NA,113.2
,,3/17/2015,160.541,NA,116.755,113.263,134.597,,NA,102.141,125.816,NA,104.392,NA,113.12
,,3/18/2015,162.903,NA,117.338,113.334,134.789,,NA,102.133,126.063,NA,104.382,NA,113.116
,,3/19/2015,161.898,NA,117.22,113.205,134.687,,NA,102.03,125.933,NA,104.343,NA,113.14
,,3/20/2015,161.807,NA,117.186,113.185,134.713,,NA,102.03,125.84,NA,104.326,NA,113.129
,,3/23/2015,161.087,NA,116.924,113.248,134.478,,NA,102.03,125.612,NA,104.303,NA,113.015
,,3/24/2015,160.773,NA,116.838,113.264,134.409,,NA,102.03,125.581,NA,104.287,NA,113.062
,,3/25/2015,160.923,NA,117,113.275,134.402,,NA,102.001,125.7,NA,104.279,NA,113.077
,,3/26/2015,160.543,NA,117.17,113.256,134.55,,NA,101.96,125.698,NA,104.237,NA,113.031
,,3/27/2015,160.941,NA,117.105,113.243,134.47,,NA,101.95,125.654,NA,104.217,NA,112.979
,,3/30/2015,161.356,NA,117.065,113.15,134.42,,NA,101.932,125.638,NA,104.202,NA,112.89
,,3/31/2015,161.87,NA,117.103,113.12,134.47,,NA,101.93,125.775,NA,104.186,NA,112.983
,,4/1/2015,161.663,NA,117.199,112.988,134.57,,NA,101.9,125.64,NA,104.106,NA,112.924
,,4/2/2015,161.463,NA,117.098,113.036,134.519,,NA,101.89,125.588,NA,104.091,NA,112.891
,,4/3/2015,161.316,NA,117.024,113.036,134.602,,NA,102.128,125.571,NA,104.158,NA,112.887
,,4/6/2015,161.384,NA,117.089,113.036,134.617,,NA,102.128,125.592,NA,104.158,NA,112.893
,,4/7/2015,161.305,NA,117.113,113.03,134.629,,NA,101.89,125.682,NA,104.072,NA,112.975
,,4/8/2015,161.724,NA,117.559,113.008,135.144,,NA,101.842,125.832,NA,104.09,NA,112.99
,,4/9/2015,161.425,NA,117.128,112.968,134.679,,NA,101.873,125.675,NA,104.043,NA,112.919
,,4/10/2015,161.102,NA,117.026,112.981,134.672,,NA,101.84,125.602,NA,104.032,NA,112.891
,,4/13/2015,161.868,NA,117.238,112.961,134.681,,NA,101.83,125.697,NA,104.018,NA,112.875
,,4/14/2015,162.308,NA,117.334,112.955,134.653,,NA,101.84,125.607,NA,104.014,NA,112.87
,,4/15/2015,163.308,NA,117.455,112.922,134.728,,NA,101.79,125.647,NA,104.002,NA,112.83
,,4/16/2015,163.918,NA,117.393,112.893,134.67,,NA,101.72,125.616,NA,103.957,NA,112.791
