Bonds,,Date,XS0162513211,XS0419267595,XS0982019126,XS0148579153,XS0412842857,XS0170641426,XS0367884375,XS0385754733,XS0361244667,XS0361244402,XS0408095387,XS0410299357,XS0322977223
,,7/28/2016,151.058,NA,117.28,105.28,130.92,,NA,NA,121.678,NA,NA,NA,106.264
,,7/29/2016,151.443,NA,117.41,105.27,130.96,,NA,NA,121.693,NA,NA,NA,106.59
,,8/1/2016,151.056,NA,117.25,105.24,130.91,,NA,NA,121.66,NA,NA,NA,106.455
,,8/2/2016,149.823,NA,116.92,105.225,130.69,,NA,NA,121.63,NA,NA,NA,106.212
,,8/3/2016,150.021,NA,116.89,105.2,130.74,,NA,NA,121.571,NA,NA,NA,106.194
,,8/4/2016,150.983,NA,117.37,105.155,130.82,,NA,NA,121.569,NA,NA,NA,106.161
,,8/5/2016,150.089,NA,117.26,105.135,130.84,,NA,NA,121.477,NA,NA,NA,106.147
,,8/8/2016,149.569,NA,117.28,105.105,130.82,,NA,NA,121.624,NA,NA,NA,106.134
,,8/9/2016,150.466,NA,117.37,105.1,130.84,,NA,NA,121.669,NA,NA,NA,106.12
,,8/10/2016,150.871,NA,117.56,105.09,130.77,,NA,NA,121.59,NA,NA,NA,106.43
,,8/11/2016,150.551,NA,117.46,105.025,130.73,,NA,NA,121.377,NA,NA,NA,106.062
,,8/12/2016,150.317,NA,117.55,105.015,130.79,,NA,NA,121.372,NA,NA,NA,106.05
,,8/15/2016,150.154,NA,117.26,104.97,130.56,,NA,NA,121.263,NA,NA,NA,106.021
,,8/16/2016,149.208,NA,116.98,104.955,130.5,,NA,NA,121.22,NA,NA,NA,106.005
,,8/17/2016,149.563,NA,117.17,104.94,130.61,,NA,NA,121.251,NA,NA,NA,106.2
,,8/18/2016,150.288,NA,117.36,104.895,130.51,,NA,NA,121.209,NA,NA,NA,106.24
,,8/19/2016,149.396,NA,117.02,104.875,130.49,,NA,NA,121.129,NA,NA,NA,105.922
,,8/22/2016,150.36,NA,117.36,104.86,130.53,,NA,NA,121.141,NA,NA,NA,105.914
,,8/23/2016,150.201,NA,117.28,104.85,130.48,,NA,NA,121.119,NA,NA,NA,105.898
,,8/24/2016,149.979,NA,117.32,104.82,130.53,,NA,NA,121.123,NA,NA,NA,105.883
,,8/25/2016,149.867,NA,117.16,104.785,130.41,,NA,NA,121.038,NA,NA,NA,105.828
,,8/26/2016,149.577,NA,117.22,104.703,130.33,,NA,NA,120.986,NA,NA,NA,105.816
,,8/29/2016,149.912,NA,117.05,104.755,130.36,,NA,NA,121.106,NA,NA,NA,105.803
,,8/30/2016,150.217,NA,117.29,104.73,130.42,,NA,NA,121.086,NA,NA,NA,105.788
,,8/31/2016,149.621,NA,117.278,104.72,129.8,,NA,NA,121.055,NA,NA,NA,105.777
,,9/1/2016,149.045,NA,117.07,104.67,130.3,,NA,NA,121.015,NA,NA,NA,106.03
,,9/2/2016,148.84,NA,116.86,104.645,130.26,,NA,NA,121.018,NA,NA,NA,105.728
,,9/5/2016,148.766,NA,117.04,104.63,130.32,,NA,NA,121.01,NA,NA,NA,105.72
,,9/6/2016,150.054,NA,117.39,104.62,130.46,,NA,NA,121.158,NA,NA,NA,105.713
,,9/7/2016,150.298,NA,117.5,104.547,130.45,,NA,NA,121.128,NA,NA,NA,105.714
,,9/8/2016,148.872,NA,117.07,104.55,130.24,,NA,NA,120.95,NA,NA,NA,105.902
,,9/9/2016,147.329,NA,116.63,104.535,130.17,,NA,NA,120.863,NA,NA,NA,105.636
,,9/12/2016,147.229,NA,116.42,104.505,129.89,,NA,NA,120.846,NA,NA,NA,105.612
,,9/13/2016,146.565,NA,116.32,104.495,129.81,,NA,NA,120.788,NA,NA,NA,105.815
,,9/14/2016,146.971,NA,116.54,104.49,129.86,,NA,NA,120.938,NA,NA,NA,105.839
,,9/15/2016,146.854,NA,116.42,104.45,129.84,,NA,NA,120.895,NA,NA,NA,105.565
,,9/16/2016,147.087,NA,116.43,104.435,129.945,,NA,NA,120.877,NA,NA,NA,105.55
,,9/19/2016,146.935,NA,116.47,104.41,129.84,,NA,NA,120.862,NA,NA,NA,105.534
,,9/20/2016,147.619,NA,116.34,104.385,129.85,,NA,NA,120.929,NA,NA,NA,105.527
,,9/21/2016,147.749,NA,116.21,104.365,129.79,,NA,NA,120.919,NA,NA,NA,105.726
,,9/22/2016,148.873,NA,116.77,104.315,129.26,,NA,NA,120.872,NA,NA,NA,105.471
,,9/23/2016,149.098,NA,116.73,104.29,129.83,,NA,NA,120.88,NA,NA,NA,105.455
,,9/26/2016,149.682,NA,116.93,104.3,129.87,,NA,NA,120.914,NA,NA,NA,105.451
,,9/27/2016,150.043,NA,117.15,104.27,129.94,,NA,NA,120.985,NA,NA,NA,105.452
,,9/28/2016,149.864,NA,117.15,104.255,130.115,,NA,NA,120.927,NA,NA,NA,105.442
,,9/29/2016,149.724,NA,116.87,104.185,129.78,,NA,NA,120.903,NA,NA,NA,105.66
,,9/30/2016,149.762,NA,116.85,104.17,129.64,,NA,NA,120.85,NA,NA,NA,105.592
,,10/3/2016,148.975,NA,116.896,104.142,129.08,,NA,NA,120.796,NA,NA,NA,105.58
,,10/4/2016,148.579,NA,116.6,104.12,129.69,,NA,NA,120.787,NA,NA,NA,105.57
,,10/5/2016,147.691,NA,116.18,104.11,129.58,,NA,NA,120.771,NA,NA,NA,105.56
,,10/6/2016,147.431,NA,116.11,104.04,129.48,,NA,NA,120.709,NA,NA,NA,105.274
,,10/7/2016,147.016,NA,115.97,104.03,129.39,,NA,NA,120.666,NA,NA,NA,105.265
,,10/10/2016,145.988,NA,115.7,104.01,129.32,,NA,NA,120.67,NA,NA,NA,105.238
,,10/11/2016,146.523,NA,115.87,104.02,129.555,,NA,NA,120.686,NA,NA,NA,105.461
,,10/12/2016,145.661,NA,115.61,103.97,129.445,,NA,NA,120.609,NA,NA,NA,105.221
,,10/13/2016,146.592,NA,115.78,103.91,129.465,,NA,NA,120.543,NA,NA,NA,105.182
,,10/14/2016,145.438,NA,115.65,103.95,129.42,,NA,NA,120.474,NA,NA,NA,105.39
,,10/17/2016,145.906,NA,115.7,103.925,129.365,,NA,NA,120.549,NA,NA,NA,105.37
,,10/18/2016,146.111,NA,115.8,103.915,129.48,,NA,NA,120.633,NA,NA,NA,105.151
,,10/19/2016,146.449,NA,115.86,103.915,129.425,,NA,NA,120.51,NA,NA,NA,105.34
,,10/20/2016,146.572,NA,115.99,103.752,129.455,,NA,NA,120.501,NA,NA,NA,105.31
,,10/21/2016,146.775,NA,115.94,103.82,129.5,,NA,NA,120.518,NA,NA,NA,105.291
,,10/24/2016,146.599,NA,115.83,103.81,129.415,,NA,NA,120.409,NA,NA,NA,105.27
,,10/25/2016,146.31,NA,115.88,103.79,129.525,,NA,NA,120.424,NA,NA,NA,105.034
,,10/26/2016,145.09,NA,115.42,103.785,129.33,,NA,NA,120.433,NA,NA,NA,105.016
,,10/27/2016,143.47,NA,115.03,103.73,129.17,,NA,NA,120.348,NA,NA,NA,105.189
,,10/28/2016,143.95,NA,115.01,103.715,129.185,,NA,NA,120.261,NA,NA,NA,105.172
,,10/31/2016,143.99,NA,115.11,103.69,129.19,,NA,NA,120.31,NA,NA,NA,104.93
,,11/1/2016,143.92,NA,115.02,103.68,129.105,,NA,NA,120.339,NA,NA,NA,104.916
,,11/2/2016,145.04,NA,115.35,103.655,129.235,,NA,NA,120.358,NA,NA,NA,104.905
,,11/3/2016,144.49,NA,115.15,103.615,129.15,,NA,NA,120.248,NA,NA,NA,104.862
,,11/4/2016,144.88,NA,115.3,103.585,129.18,,NA,NA,120.23,NA,NA,NA,105.01
,,11/7/2016,144.85,NA,115.26,103.57,129.23,,NA,NA,120.27,NA,NA,NA,104.83
,,11/8/2016,143.499,NA,115.05,103.55,128.649,,NA,NA,120.243,NA,NA,NA,104.965
,,11/9/2016,143.84,NA,115.01,103.432,129.045,,NA,NA,120.082,NA,NA,NA,104.801
,,11/10/2016,141.88,NA,114.43,103.455,128.89,,NA,NA,120.108,NA,NA,NA,104.92
,,11/11/2016,141.36,NA,114.22,103.46,128.745,,NA,NA,120.088,NA,NA,NA,104.88
,,11/14/2016,140.36,NA,113.96,103.44,128.68,,NA,NA,120.092,NA,NA,NA,104.88
,,11/15/2016,140.81,NA,113.98,103.405,128.49,,NA,NA,120.028,NA,NA,NA,104.711
,,11/16/2016,139.5,NA,113.67,103.4,128.31,,NA,NA,120.049,NA,NA,NA,104.696
,,11/17/2016,140.413,NA,113.66,103.34,128.4,,NA,NA,119.968,NA,NA,NA,104.656
,,11/18/2016,140.102,NA,113.56,103.315,128.18,,NA,NA,119.863,NA,NA,NA,104.643
,,11/21/2016,139.552,NA,113.46,103.29,128.31,,NA,NA,119.875,NA,NA,NA,104.634
,,11/22/2016,140.053,NA,114.009,103.28,128.288,,NA,NA,119.948,NA,NA,NA,104.75
,,11/23/2016,139.32,NA,113.55,103.26,128.36,,NA,NA,119.933,NA,NA,NA,104.617
,,11/24/2016,139.24,NA,113.68,103.215,128.56,,NA,NA,119.96,NA,NA,NA,104.584
,,11/25/2016,139.65,NA,114.08,103.19,128.66,,NA,NA,119.975,NA,NA,NA,104.569
,,11/28/2016,140.36,NA,114.13,103.11,128.63,,NA,NA,120.053,NA,NA,NA,104.59
,,11/29/2016,139.43,NA,113.86,103.093,128.545,,NA,NA,119.994,NA,NA,NA,104.61
,,11/30/2016,138.52,NA,113.59,103.13,128.41,,NA,NA,119.865,NA,NA,NA,104.74
,,12/1/2016,137.64,NA,113.31,103.09,128.34,,NA,NA,119.768,NA,NA,NA,104.572
,,12/2/2016,138.78,NA,113.4,103.003,128.1,,NA,NA,119.835,NA,NA,NA,104.68
,,12/5/2016,138.23,NA,113.12,103.085,127.97,,NA,NA,119.657,NA,NA,NA,104.524
,,12/6/2016,138.11,NA,113.07,103.04,128.14,,NA,NA,119.559,NA,NA,NA,104.498
,,12/7/2016,138.67,NA,113.58,103.04,128,,NA,NA,119.565,NA,NA,NA,104.535
,,12/8/2016,137.22,NA,113.23,102.985,128.14,,NA,NA,119.606,NA,NA,NA,104.447
,,12/9/2016,137.51,NA,113.47,102.95,128.26,,NA,NA,119.53,NA,NA,NA,104.498
,,12/12/2016,136.63,NA,113.14,102.945,128.17,,NA,NA,119.549,NA,NA,NA,104.4
,,12/13/2016,137.44,NA,113.45,102.915,128.06,,NA,NA,119.582,NA,NA,NA,104.382
,,12/14/2016,138.192,NA,113.589,102.835,128.068,,NA,NA,119.406,NA,NA,NA,104.384
,,12/15/2016,137.67,NA,113.45,102.87,128.285,,NA,NA,119.564,NA,NA,NA,104.426
,,12/16/2016,138.32,NA,113.61,102.855,128.29,,NA,NA,119.521,NA,NA,NA,104.339
,,12/19/2016,139.67,NA,114,102.8,128.3,,NA,NA,119.698,NA,NA,NA,104.409
,,12/20/2016,139.54,NA,114.28,102.81,128.28,,NA,NA,119.58,NA,NA,NA,104.396
,,12/21/2016,139.84,NA,113.98,102.795,128.23,,NA,NA,119.53,NA,NA,NA,104.347
,,12/22/2016,139.68,NA,113.92,102.66,128.28,,NA,NA,119.455,NA,NA,NA,104.237
,,12/23/2016,140.65,NA,113.97,102.715,128.08,,NA,NA,119.446,NA,NA,NA,104.217
,,12/26/2016,140.532,NA,114.283,102.679,128.423,,NA,NA,119.466,NA,NA,NA,104.255
,,12/27/2016,141.05,NA,114.16,102.675,128.33,,NA,NA,119.463,NA,NA,NA,104.226
,,12/28/2016,140.68,NA,114.27,102.42,128.2,,NA,NA,119.544,NA,NA,NA,104.254
,,12/29/2016,141.13,NA,114.3,102.56,128.07,,NA,NA,119.298,NA,NA,NA,104.178
,,12/30/2016,140.4,NA,114.17,102.4,127.96,,NA,NA,119.168,NA,NA,NA,104.177
,,1/2/2017,140.55,NA,114.09,102.585,128.238,,NA,NA,119.066,NA,NA,NA,104.143
,,1/3/2017,139.32,NA,113.82,102.555,128.03,,NA,NA,119.107,NA,NA,NA,104.094
,,1/4/2017,139.41,NA,113.82,102.54,127.96,,NA,NA,119.142,NA,NA,NA,104.064
,,1/5/2017,140.33,NA,113.8,102.54,127.63,,NA,NA,119.003,NA,NA,NA,103.966
,,1/6/2017,141.28,NA,113.69,102.44,127.54,,NA,NA,118.861,NA,NA,NA,103.92
,,1/9/2017,141.35,NA,113.85,102.42,127.72,,NA,NA,118.896,NA,NA,NA,103.898
,,1/10/2017,141.5,NA,113.82,102.44,127.67,,NA,NA,118.901,NA,NA,NA,103.868
,,1/11/2017,142.54,NA,113.91,102.4,127.58,,NA,NA,118.792,NA,NA,NA,103.831
,,1/12/2017,142.51,NA,114.05,102.34,127.54,,NA,NA,118.711,NA,NA,NA,103.784
,,1/13/2017,141.78,NA,113.87,102.34,127.51,,NA,NA,118.716,NA,NA,NA,103.774
,,1/16/2017,141.92,NA,114.08,102.32,127.66,,NA,NA,118.837,NA,NA,NA,103.765
,,1/17/2017,141.48,NA,114.09,102.29,127.59,,NA,NA,118.778,NA,NA,NA,103.767
,,1/18/2017,141.28,NA,113.84,102.27,127.47,,NA,NA,118.668,NA,NA,NA,103.85
,,1/19/2017,140.64,NA,113.66,102.175,127.33,,NA,NA,118.616,NA,NA,NA,103.663
,,1/20/2017,140.25,NA,113.217,102.19,127.013,,NA,NA,118.436,NA,NA,NA,103.607
,,1/23/2017,141.748,NA,113.551,102.22,127.043,,NA,NA,118.459,NA,NA,NA,103.598
,,1/24/2017,141.668,NA,113.476,102.272,127.058,,NA,NA,118.372,NA,NA,NA,103.792
,,1/25/2017,140.47,NA,113.09,102.165,127.01,,NA,NA,118.346,NA,NA,NA,103.79
,,1/26/2017,140.34,NA,112.85,102.125,126.975,,NA,NA,118.327,NA,NA,NA,103.515
,,1/27/2017,141.15,NA,112.94,102.1,127,,NA,NA,118.326,NA,NA,NA,103.504
,,1/30/2017,141.44,NA,112.837,102.085,127.08,,NA,NA,118.386,NA,NA,NA,103.509
,,1/31/2017,141.53,NA,113.05,102.09,127.22,,NA,NA,118.406,NA,NA,NA,103.501
,,2/1/2017,140.66,NA,112.88,102.064,127.18,,NA,NA,118.399,NA,NA,NA,103.702
,,2/2/2017,141.49,NA,113.215,101.995,127.26,,NA,NA,118.446,NA,NA,NA,103.454
,,2/3/2017,141.42,NA,113.34,102.01,127.32,,NA,NA,118.4,NA,NA,NA,103.441
,,2/6/2017,142.08,NA,113.645,101.975,127.45,,NA,NA,118.67,NA,NA,NA,103.438
,,2/7/2017,142.25,NA,113.69,101.96,127.5,,NA,NA,118.665,NA,NA,NA,103.55
,,2/8/2017,143.12,NA,114.07,101.94,127.52,,NA,NA,118.739,NA,NA,NA,103.451
,,2/9/2017,143.32,NA,114.045,101.9,127.38,,NA,NA,118.645,NA,NA,NA,103.403
,,2/10/2017,142.91,NA,113.97,101.87,127.4,,NA,NA,118.619,NA,NA,NA,103.4
,,2/13/2017,142.44,NA,113.935,101.875,127.39,,NA,NA,118.578,NA,NA,NA,103.39
,,2/14/2017,142.35,NA,113.815,101.835,127.43,,NA,NA,118.592,NA,NA,NA,103.378
,,2/15/2017,142.17,NA,113.815,101.84,127.43,,NA,NA,118.577,NA,NA,NA,103.368
,,2/16/2017,142.95,NA,114.055,101.785,127.18,,NA,NA,118.509,NA,NA,NA,103.31
,,2/17/2017,143.75,NA,114.34,101.755,127.47,,NA,NA,118.577,NA,NA,NA,103.306
,,2/20/2017,143.71,NA,114.485,101.745,127.63,,NA,NA,118.598,NA,NA,NA,103.299
,,2/21/2017,143.49,NA,114.43,101.71,127.67,,NA,NA,118.617,NA,NA,NA,103.286
,,2/22/2017,143.83,NA,114.74,101.71,127.8,,NA,NA,118.669,NA,NA,NA,103.275
,,2/23/2017,144.83,NA,114.945,101.645,127.84,,NA,NA,118.712,NA,NA,NA,103.251
,,2/24/2017,145.7,NA,115.255,101.64,128.01,,NA,NA,118.826,NA,NA,NA,103.243
,,2/27/2017,145.13,NA,115.165,101.615,127.93,,NA,NA,118.646,NA,NA,NA,103.218
,,2/28/2017,145.13,NA,115.045,101.59,127.75,,NA,NA,118.577,NA,NA,NA,103.35
,,3/1/2017,143.95,NA,114.54,101.6,127.4,,NA,NA,118.496,NA,NA,NA,103.163
,,3/2/2017,143.38,NA,114.365,101.515,127.38,,NA,NA,118.391,NA,NA,NA,103.123
,,3/3/2017,143.22,NA,113.99,101.5,127.28,,NA,NA,118.318,NA,NA,NA,103.211
,,3/6/2017,143.44,NA,114.02,101.47,127.28,,NA,NA,118.342,NA,NA,NA,103.098
,,3/7/2017,143.72,NA,114.275,101.465,127.49,,NA,NA,118.487,NA,NA,NA,103.105
,,3/8/2017,143.15,NA,113.84,101.445,127.32,,NA,NA,118.444,NA,NA,NA,103.078
,,3/9/2017,142.47,NA,113.56,101.39,127.35,,NA,NA,118.366,NA,NA,NA,103.055
,,3/10/2017,142.04,NA,113.075,101.395,127.28,,NA,NA,118.371,NA,NA,NA,103.06
,,3/13/2017,142.39,NA,113.095,101.375,127.28,,NA,NA,118.329,NA,NA,NA,103.021
,,3/14/2017,144.49,NA,113.515,101.335,127.16,,NA,NA,118.3,NA,NA,NA,102.987
,,3/15/2017,145.13,NA,113.76,101.32,127.23,,NA,NA,118.31,NA,NA,NA,103.11
,,3/16/2017,144.72,NA,113.58,101.27,127.07,,NA,NA,117.981,NA,NA,NA,102.927
,,3/17/2017,144.93,NA,113.63,101.25,127,,NA,NA,118.073,NA,NA,NA,102.905
,,3/20/2017,145.02,NA,113.63,101.23,127.01,,NA,NA,118.028,NA,NA,NA,102.88
,,3/21/2017,145.28,NA,113.42,101.21,126.78,,NA,NA,117.907,NA,NA,NA,102.853
,,3/22/2017,146.354,NA,113.69,101.185,126.94,,NA,NA,117.946,NA,NA,NA,102.838
,,3/23/2017,145.42,NA,113.53,101.23,126.73,,NA,NA,117.843,NA,NA,NA,102.774
,,3/24/2017,145.82,NA,113.59,101.11,126.69,,NA,NA,117.746,NA,NA,NA,102.759
,,3/27/2017,146.506,NA,113.51,101.12,126.5,,NA,NA,117.679,NA,NA,NA,102.743
,,3/28/2017,146.09,NA,113.64,101.075,126.46,,NA,NA,117.498,NA,NA,NA,102.85
,,3/29/2017,147.26,NA,113.985,101.08,126.71,,NA,NA,117.568,NA,NA,NA,102.675
,,3/30/2017,147.35,NA,114.085,100.975,126.62,,NA,NA,117.46,NA,NA,NA,102.601
,,3/31/2017,147.27,NA,114.135,101.005,126.6,,NA,NA,117.36,NA,NA,NA,102.579
,,4/3/2017,147.95,NA,114.53,100.955,126.89,,NA,NA,117.517,NA,NA,NA,102.765
,,4/4/2017,147.77,NA,114.4,100.935,126.73,,NA,NA,117.532,NA,NA,NA,102.745
,,4/5/2017,147.83,NA,114.19,100.93,126.61,,NA,NA,117.488,NA,NA,NA,102.725
,,4/6/2017,148.14,NA,114.1,100.87,126.43,,NA,NA,117.445,NA,NA,NA,102.69
,,4/7/2017,148.65,NA,114.275,100.87,126.56,,NA,NA,117.396,NA,NA,NA,102.68
,,4/10/2017,148.91,NA,114.4,100.845,126.71,,NA,NA,117.504,NA,NA,NA,102.67
,,4/11/2017,149.17,NA,114.45,100.815,126.77,,NA,NA,117.553,NA,NA,NA,102.64
,,4/12/2017,149.5,NA,114.43,100.75,126.61,,NA,NA,117.529,NA,NA,NA,102.565
,,4/13/2017,150.375,NA,114.51,100.715,126.71,,NA,NA,117.572,NA,NA,NA,102.56
,,4/14/2017,150.59,NA,114.759,100.717,126.961,,NA,NA,117.574,NA,NA,NA,102.535
,,4/17/2017,150.59,NA,114.759,100.717,126.961,,NA,NA,117.562,NA,NA,NA,102.535
,,4/18/2017,150.21,NA,114.57,100.69,126.66,,NA,NA,117.554,NA,NA,NA,102.5
,,4/19/2017,149.85,NA,114.23,100.67,126.4,,NA,NA,117.466,NA,NA,NA,102.52
,,4/20/2017,149.03,NA,114.005,100.622,126.34,,NA,NA,117.289,NA,NA,NA,102.45
,,4/21/2017,148.99,NA,114,100.605,126.34,,NA,NA,117.274,NA,NA,NA,102.47
,,4/24/2017,148.167,NA,113.54,100.585,125.94,,NA,NA,117.048,NA,NA,NA,102.44
,,4/25/2017,147.46,NA,113.33,100.56,125.97,,NA,NA,116.986,NA,NA,NA,102.41
,,4/26/2017,148.12,NA,113.505,100.55,126.04,,NA,NA,117.066,NA,NA,NA,102.42
,,4/27/2017,148.76,NA,113.88,100.48,126.22,,NA,NA,117.113,NA,NA,NA,102.36
,,4/28/2017,148.52,NA,113.805,100.46,126.22,,NA,NA,117.016,NA,NA,NA,102.34
,,5/1/2017,149.248,NA,113.736,100.464,126.448,,NA,NA,117.052,NA,NA,NA,102.345
,,5/2/2017,148.91,NA,113.88,100.44,126.13,,NA,NA,117.056,NA,NA,NA,102.32
,,5/3/2017,148.86,NA,113.72,100.425,126.1,,NA,NA,116.99,NA,NA,NA,102.32
,,5/4/2017,147.95,NA,113.629,100.375,126.185,,NA,NA,116.929,NA,NA,NA,102.26
,,5/5/2017,147.38,NA,113.18,100.35,125.88,,NA,NA,116.864,NA,NA,NA,102.23
,,5/8/2017,147.31,NA,113.23,100.335,125.78,,NA,NA,116.953,NA,NA,NA,102.21
,,5/9/2017,147.93,NA,113.18,100.32,125.77,,NA,NA,116.925,NA,NA,NA,102.24
,,5/10/2017,147.403,NA,113.438,100.305,125.74,,NA,NA,116.953,NA,NA,NA,102.2
,,5/11/2017,147.18,NA,113.401,100.25,125.904,,NA,NA,116.869,NA,NA,NA,102.17
,,5/12/2017,147.66,NA,113.557,100.23,125.972,,NA,NA,116.832,NA,NA,NA,102.16
,,5/15/2017,147.237,NA,113.18,100.21,125.87,,NA,NA,116.614,NA,NA,NA,102.14
,,5/16/2017,147.48,NA,113.13,100.195,125.66,,NA,NA,116.636,NA,NA,NA,102.095
,,5/17/2017,147.18,NA,113.58,100.18,125.81,,NA,NA,116.608,NA,NA,NA,102.08
,,5/18/2017,147.435,NA,113.44,100.13,125.54,,NA,NA,116.504,NA,NA,NA,102.03
,,5/19/2017,147.78,NA,113.44,100.105,125.62,,NA,NA,116.483,NA,NA,NA,102.01
,,5/22/2017,147.695,NA,113.35,100.09,125.649,,NA,NA,116.472,NA,NA,NA,102
,,5/23/2017,147.5,NA,113.35,100.07,125.683,,NA,NA,116.425,NA,NA,NA,101.99
,,5/24/2017,147.47,NA,113.35,100.065,125.755,,NA,NA,116.509,NA,NA,NA,102.01
,,5/25/2017,148.13,NA,113.53,100.05,125.822,,NA,NA,116.411,NA,NA,NA,101.92
,,5/26/2017,149.036,NA,113.93,100.05,125.855,,NA,NA,116.451,NA,NA,NA,101.925
,,5/29/2017,149.02,NA,113.97,100.05,125.71,,NA,NA,116.448,NA,NA,NA,101.94
,,5/30/2017,149.34,NA,114.02,NA,125.74,,NA,NA,116.455,NA,NA,NA,101.92
,,5/31/2017,149.287,NA,113.95,NA,125.853,,NA,NA,116.468,NA,NA,NA,101.875
,,6/1/2017,149.13,NA,113.91,NA,125.807,,NA,NA,116.425,NA,NA,NA,101.84
,,6/2/2017,149.64,NA,114.08,NA,125.9,,NA,NA,116.415,NA,NA,NA,101.815
,,6/5/2017,149.64,NA,114.08,NA,125.777,,NA,NA,116.395,NA,NA,NA,101.809
,,6/6/2017,149.95,NA,114.39,NA,125.83,,NA,NA,116.383,NA,NA,NA,101.79
,,6/7/2017,150.06,NA,114.34,NA,125.82,,NA,NA,116.43,NA,NA,NA,101.775
,,6/8/2017,149.743,NA,114.27,NA,125.79,,NA,NA,116.389,NA,NA,NA,101.74
,,6/9/2017,149.66,NA,114.29,NA,125.77,,NA,NA,116.374,NA,NA,NA,101.73
,,6/12/2017,149.804,NA,114.44,NA,125.76,,NA,NA,116.327,NA,NA,NA,101.72
,,6/13/2017,149.95,NA,114.22,NA,125.7,,NA,NA,116.217,NA,NA,NA,101.68
,,6/14/2017,150.48,NA,114.41,NA,125.62,,NA,NA,116.263,NA,NA,NA,101.665
,,6/15/2017,149.485,NA,113.98,NA,125.445,,NA,NA,116.088,NA,NA,NA,101.615
,,6/16/2017,149.68,NA,114.185,NA,125.44,,NA,NA,116.112,NA,NA,NA,101.595
,,6/19/2017,149.82,NA,114.21,NA,125.46,,NA,NA,115.87,NA,NA,NA,101.59
,,6/20/2017,150.34,NA,114.085,NA,125.46,,NA,NA,116.051,NA,NA,NA,101.37
,,6/21/2017,150.41,NA,114.33,NA,125.4,,NA,NA,115.98,NA,NA,NA,101.56
,,6/22/2017,150.44,NA,114.208,NA,125.32,,NA,NA,115.96,NA,NA,NA,101.31
,,6/23/2017,150.45,NA,114.315,NA,125.29,,NA,NA,116.02,NA,NA,NA,101.5
,,6/26/2017,150.55,NA,114.305,NA,125.331,,NA,NA,116.07,NA,NA,NA,101.32
,,6/27/2017,148.72,NA,113.462,NA,125.14,,NA,NA,115.95,NA,NA,NA,101.48
,,6/28/2017,148.7,NA,113.65,NA,124.96,,NA,NA,116,NA,NA,NA,101.465
,,6/29/2017,147.18,NA,113.11,NA,124.982,,NA,NA,115.969,NA,NA,NA,101.42
,,6/30/2017,146.9,NA,113.033,NA,125.08,,NA,NA,116.02,NA,NA,NA,101.41
,,7/3/2017,146.78,NA,113.303,NA,125.11,,NA,NA,115.927,NA,NA,NA,101.39
,,7/4/2017,146.928,NA,113.355,NA,125.31,,NA,NA,116.05,NA,NA,NA,101.38
,,7/5/2017,147.2,NA,113.43,NA,125.32,,NA,NA,116.08,NA,NA,NA,101.355
,,7/6/2017,146.062,NA,112.941,NA,125.154,,NA,NA,115.8,NA,NA,NA,101.33
,,7/7/2017,145.66,NA,112.98,NA,125.304,,NA,NA,116.05,NA,NA,NA,101.305
,,7/10/2017,146.332,NA,113.113,NA,125.17,,NA,NA,115.82,NA,NA,NA,101.295
,,7/11/2017,146.15,NA,112.77,NA,125.325,,NA,NA,116.07,NA,NA,NA,101.27
,,7/12/2017,146.84,NA,113.312,NA,125.25,,NA,NA,115.87,NA,NA,NA,101.28
,,7/13/2017,146.78,NA,113.28,NA,125.34,,NA,NA,115.97,NA,NA,NA,101.23
,,7/14/2017,147.08,NA,113.325,NA,125.38,,NA,NA,116.07,NA,NA,NA,101.21
,,7/17/2017,147.28,NA,113.365,NA,125.42,,NA,NA,115.994,NA,NA,NA,101.195
,,7/18/2017,147.82,NA,113.657,NA,125.456,,NA,NA,116.074,NA,NA,NA,101.165
,,7/19/2017,147.95,NA,113.72,NA,125.41,,NA,NA,115.83,NA,NA,NA,101.15
,,7/20/2017,148.16,NA,113.825,NA,125.34,,NA,NA,115.92,NA,NA,NA,101.11
,,7/21/2017,148.6,NA,113.905,NA,125.35,,NA,NA,115.73,NA,NA,NA,101.095
,,7/24/2017,148.67,NA,113.99,NA,125.39,,NA,NA,115.71,NA,NA,NA,101.08
,,7/25/2017,147.5,NA,113.45,NA,125.12,,NA,NA,115.63,NA,NA,NA,101.065
,,7/26/2017,147.72,NA,113.52,NA,125.16,,NA,NA,115.9,NA,NA,NA,101.03
,,7/27/2017,148.38,NA,113.87,NA,125.33,,NA,NA,115.86,NA,NA,NA,100.98
,,7/28/2017,147.78,NA,113.64,NA,125.12,,NA,NA,115.61,NA,NA,NA,100.965
,,7/31/2017,148.33,NA,113.85,NA,125.32,,NA,NA,115.82,NA,NA,NA,100.955
,,8/1/2017,149.06,NA,114.01,NA,125.18,,NA,NA,115.803,NA,NA,NA,100.94
,,8/2/2017,149.16,NA,114.28,NA,125.34,,NA,NA,115.792,NA,NA,NA,100.93
,,8/3/2017,149.95,NA,114.345,NA,125.24,,NA,NA,115.77,NA,NA,NA,100.89
,,8/4/2017,149.47,NA,114.1,NA,125.04,,NA,NA,115.59,NA,NA,NA,100.88
,,8/7/2017,149.68,NA,114.37,NA,125.21,,NA,NA,115.74,NA,NA,NA,100.87
