Bonds,,Date,DE000A14J587,XS0214238239,DE000A1MA9H4,DE000A1R08U3
,,4/12/2012,NA,104.45,102.08,NA
,,4/13/2012,NA,104.4,102.26,NA
,,4/16/2012,NA,104.47,102.01,NA
,,4/17/2012,NA,104.49,101.97,NA
,,4/18/2012,NA,104.5,102.01,NA
,,4/19/2012,NA,104.52,101.99,NA
,,4/20/2012,NA,104.43,101.89,NA
,,4/23/2012,NA,104.53,101.96,NA
,,4/24/2012,NA,104.52,101.86,NA
,,4/25/2012,NA,104.49,101.82,NA
,,4/26/2012,NA,104.58,102.03,NA
,,4/27/2012,NA,104.63,102.12,NA
,,4/30/2012,NA,104.72,102.33,NA
,,5/1/2012,NA,104.51,102.18,NA
,,5/2/2012,NA,104.76,102.52,NA
,,5/3/2012,NA,104.81,102.63,NA
,,5/4/2012,NA,104.85,102.75,NA
,,5/7/2012,NA,104.92,103.01,NA
,,5/8/2012,NA,104.84,102.97,NA
,,5/9/2012,NA,104.83,103.09,NA
,,5/10/2012,NA,104.83,103.1,NA
,,5/11/2012,NA,104.82,103.08,NA
,,5/14/2012,NA,104.89,103.12,NA
,,5/15/2012,NA,104.9,103.07,NA
,,5/16/2012,NA,104.8,102.6,NA
,,5/17/2012,NA,104.79,102.51,NA
,,5/18/2012,NA,104.65,102.5,NA
,,5/21/2012,NA,104.52,102.52,NA
,,5/22/2012,NA,104.51,102.47,NA
,,5/23/2012,NA,104.64,102.49,NA
,,5/24/2012,NA,104.42,102.3,NA
,,5/25/2012,NA,104.29,102.13,NA
,,5/28/2012,NA,104.36,102.14,NA
,,5/29/2012,NA,104.39,102.23,NA
,,5/30/2012,NA,104.39,102.2,NA
,,5/31/2012,NA,104.41,102.1,NA
,,6/1/2012,NA,104.29,101.9,NA
,,6/4/2012,NA,104.12,101.78,NA
,,6/5/2012,NA,104.06,101.75,NA
,,6/6/2012,NA,103.97,101.26,NA
,,6/7/2012,NA,103.12,99.69,NA
,,6/8/2012,NA,102.18,98.46,NA
,,6/11/2012,NA,101.87,98.23,NA
,,6/12/2012,NA,101.08,96.65,NA
,,6/13/2012,NA,100.31,95.81,NA
,,6/14/2012,NA,99.91,95.8,NA
,,6/15/2012,NA,100.04,96.54,NA
,,6/18/2012,NA,100.68,98.77,NA
,,6/19/2012,NA,100.95,99.79,NA
,,6/20/2012,NA,101.13,100.67,NA
,,6/21/2012,NA,101.45,100.61,NA
,,6/22/2012,NA,101.89,100.42,NA
,,6/25/2012,NA,102.02,100.66,NA
,,6/26/2012,NA,102,100.61,NA
,,6/27/2012,NA,102.07,100.36,NA
,,6/28/2012,NA,102.19,100.26,NA
,,6/29/2012,NA,102.47,100.44,NA
,,7/2/2012,NA,102.84,100.85,NA
,,7/3/2012,NA,103.03,101.33,NA
,,7/4/2012,NA,103.22,101.56,NA
,,7/5/2012,NA,103.2,101.55,NA
,,7/6/2012,NA,103.39,101.75,NA
,,7/9/2012,NA,103.55,101.76,NA
,,7/10/2012,NA,103.51,101.94,NA
,,7/11/2012,NA,103.6,101.87,NA
,,7/12/2012,NA,103.85,102.1,NA
,,7/13/2012,NA,104.02,102.18,NA
,,7/16/2012,NA,103.99,102.3,NA
,,7/17/2012,NA,103.98,102.42,NA
,,7/18/2012,NA,104.21,102.76,NA
,,7/19/2012,NA,104.28,102.93,NA
,,7/20/2012,NA,104.4,103.13,NA
,,7/23/2012,NA,104.33,103.02,NA
,,7/24/2012,NA,104.44,102.78,NA
,,7/25/2012,NA,104.55,102.79,NA
,,7/26/2012,NA,104.69,102.86,NA
,,7/27/2012,NA,104.57,102.9,NA
,,7/30/2012,NA,104.7,103.13,NA
,,7/31/2012,NA,104.82,103.48,NA
,,8/1/2012,NA,104.85,103.5,NA
,,8/2/2012,NA,104.88,103.61,NA
,,8/3/2012,NA,104.83,102.76,NA
,,8/6/2012,NA,105.04,103.01,NA
,,8/7/2012,NA,105.1,103.2,NA
,,8/8/2012,NA,105.15,103.22,NA
,,8/9/2012,NA,105.1,103.4,NA
,,8/10/2012,NA,105.12,103.66,NA
,,8/13/2012,NA,105.18,103.68,NA
,,8/14/2012,NA,105.17,103.7,NA
,,8/15/2012,NA,105.12,103.68,NA
,,8/16/2012,NA,105.28,103.67,NA
,,8/17/2012,NA,105.6,103.81,NA
,,8/20/2012,NA,105.69,103.94,NA
,,8/21/2012,NA,105.75,104.24,NA
,,8/22/2012,NA,105.62,104.2,NA
,,8/23/2012,NA,105.54,104.13,NA
,,8/24/2012,NA,105.53,103.95,NA
,,8/27/2012,NA,105.46,104.03,NA
,,8/28/2012,NA,105.43,103.97,NA
,,8/29/2012,NA,105.47,103.87,NA
,,8/30/2012,NA,105.44,103.64,NA
,,8/31/2012,NA,105.39,103.3,NA
,,9/3/2012,NA,105.38,103.18,NA
,,9/4/2012,NA,105.27,103.2,NA
,,9/5/2012,NA,105.22,103.05,NA
,,9/6/2012,NA,105.15,102.86,NA
,,9/7/2012,NA,105.04,102.89,NA
,,9/10/2012,NA,105.13,102.92,NA
,,9/11/2012,NA,105.1,102.8,NA
,,9/12/2012,NA,104.99,102.68,NA
,,9/13/2012,NA,104.98,102.76,NA
,,9/14/2012,NA,104.97,102.85,NA
,,9/17/2012,NA,105.03,102.87,NA
,,9/18/2012,NA,105.2,102.94,NA
,,9/19/2012,NA,105.22,102.94,NA
,,9/20/2012,NA,105.28,103.08,NA
,,9/21/2012,NA,105.22,102.89,NA
,,9/24/2012,NA,105.17,102.86,NA
,,9/25/2012,NA,105.12,102.71,NA
,,9/26/2012,NA,104.94,102.38,NA
,,9/27/2012,NA,104.87,102.11,NA
,,9/28/2012,NA,104.98,102.08,NA
,,10/1/2012,NA,104.95,102.18,NA
,,10/2/2012,NA,104.98,102.41,NA
,,10/3/2012,NA,105.03,102.77,NA
,,10/4/2012,NA,105.18,103.41,NA
,,10/5/2012,NA,105.18,103.87,NA
,,10/8/2012,NA,105.34,103.99,NA
,,10/9/2012,NA,105.44,104.39,NA
,,10/10/2012,NA,105.53,104.31,NA
,,10/11/2012,NA,105.85,104.72,NA
,,10/12/2012,NA,106.08,105.21,NA
,,10/15/2012,NA,106.23,105.34,NA
,,10/16/2012,NA,106.16,105.45,NA
,,10/17/2012,NA,106.3,105.73,NA
,,10/18/2012,NA,106.3,106.04,NA
,,10/19/2012,NA,106.41,106.09,NA
,,10/22/2012,NA,106.34,106.02,NA
,,10/23/2012,NA,106.29,106.08,NA
,,10/24/2012,NA,106.25,106.06,NA
,,10/25/2012,NA,106.18,106.11,NA
,,10/26/2012,NA,106.1,106.14,NA
,,10/29/2012,NA,106.09,106.03,NA
,,10/30/2012,NA,106.05,105.94,NA
,,10/31/2012,NA,106.13,106.03,NA
,,11/1/2012,NA,106.16,105.89,NA
,,11/2/2012,NA,106.17,106.07,NA
,,11/5/2012,NA,106.19,106.15,NA
,,11/6/2012,NA,106.2,106.14,NA
,,11/7/2012,NA,106.28,106.26,NA
,,11/8/2012,NA,106.28,106.27,NA
,,11/9/2012,NA,106.29,106.26,NA
,,11/12/2012,NA,106.26,106.2,NA
,,11/13/2012,NA,106.18,106.13,NA
,,11/14/2012,NA,106.11,106.13,NA
,,11/15/2012,NA,106.1,106.09,NA
,,11/16/2012,NA,106.01,106.07,NA
,,11/19/2012,NA,105.98,106.08,NA
,,11/20/2012,NA,105.78,106.01,NA
,,11/21/2012,NA,105.86,106.02,NA
,,11/22/2012,NA,105.79,106,NA
,,11/23/2012,NA,105.78,105.99,NA
,,11/26/2012,NA,105.68,105.95,NA
,,11/27/2012,NA,105.63,105.87,NA
,,11/28/2012,NA,105.57,105.82,NA
,,11/29/2012,NA,105.39,105.8,NA
,,11/30/2012,NA,105.35,105.69,NA
,,12/3/2012,NA,105.36,105.65,NA
,,12/4/2012,NA,105.3,105.46,NA
,,12/5/2012,NA,105.29,105.47,NA
,,12/6/2012,NA,105.29,105.33,NA
,,12/7/2012,NA,105.28,105.33,NA
,,12/10/2012,NA,104.88,104.69,NA
,,12/11/2012,NA,104.32,103.87,NA
,,12/12/2012,NA,104.4,103.91,NA
,,12/13/2012,NA,104.43,103.89,NA
,,12/14/2012,NA,104.4,103.78,NA
,,12/17/2012,NA,104.39,103.8,NA
,,12/18/2012,NA,104.36,103.77,NA
,,12/19/2012,NA,104.35,103.89,NA
,,12/20/2012,NA,104.39,104.06,NA
,,12/21/2012,NA,104.38,104.01,NA
,,12/24/2012,NA,104.73,104.13,NA
,,12/25/2012,NA,104.73,104.13,NA
,,12/26/2012,NA,104.38,104.13,NA
,,12/27/2012,NA,104.36,104.04,NA
,,12/28/2012,NA,104.28,104.04,NA
,,12/31/2012,NA,104.58,103.98,NA
,,1/1/2013,NA,104.58,103.98,NA
,,1/2/2013,NA,104.34,104,NA
,,1/3/2013,NA,104.42,104.16,NA
,,1/4/2013,NA,104.55,104.6,NA
,,1/7/2013,NA,104.48,104.7,NA
,,1/8/2013,NA,104.43,104.73,NA
,,1/9/2013,NA,104.5,104.9,NA
,,1/10/2013,NA,104.54,105.21,NA
,,1/11/2013,NA,104.54,105.66,NA
,,1/14/2013,NA,104.51,105.63,NA
,,1/15/2013,NA,104.54,105.57,NA
,,1/16/2013,NA,104.56,105.44,NA
,,1/17/2013,NA,104.59,105.52,NA
,,1/18/2013,NA,104.49,105.5,NA
,,1/21/2013,NA,104.5,105.37,NA
,,1/22/2013,NA,104.49,105.48,NA
,,1/23/2013,NA,104.51,105.51,NA
,,1/24/2013,NA,104.45,105.37,NA
,,1/25/2013,NA,104.27,104.95,NA
,,1/28/2013,NA,104.26,104.85,NA
,,1/29/2013,NA,104.22,104.56,NA
,,1/30/2013,NA,104.16,104.27,NA
,,1/31/2013,NA,103.86,103.72,NA
,,2/1/2013,NA,103.69,103.75,NA
,,2/4/2013,NA,103.74,103.84,NA
,,2/5/2013,NA,103.67,103.77,NA
,,2/6/2013,NA,103.72,103.9,NA
,,2/7/2013,NA,103.79,103.93,NA
,,2/8/2013,NA,103.87,104.02,NA
,,2/11/2013,NA,103.86,104.09,NA
,,2/12/2013,NA,103.88,104.03,NA
,,2/13/2013,NA,104.04,104.35,NA
,,2/14/2013,NA,104.09,104.66,NA
,,2/15/2013,NA,104.1,104.77,NA
,,2/18/2013,NA,104.02,104.06,NA
,,2/19/2013,NA,104,103.98,100.57
,,2/20/2013,NA,103.96,104.13,100.88
,,2/21/2013,NA,104.08,104.11,100.66
,,2/22/2013,NA,104.08,104.2,100.89
,,2/25/2013,NA,104.12,104.4,101.1
,,2/26/2013,NA,104.18,104.45,100.93
,,2/27/2013,NA,104.19,104.52,100.88
,,2/28/2013,NA,104.19,104.57,101.2
,,3/1/2013,NA,104.33,104.83,101.53
,,3/4/2013,NA,104.34,104.87,101.76
,,3/5/2013,NA,104.48,104.85,101.23
,,3/6/2013,NA,104.52,104.91,101.15
,,3/7/2013,NA,104.49,104.91,101.22
,,3/8/2013,NA,104.51,104.88,101.27
,,3/11/2013,NA,104.51,104.98,101.4
,,3/12/2013,NA,104.54,105.04,101.55
,,3/13/2013,NA,104.46,105.09,101.58
,,3/14/2013,NA,104.45,105.15,101.64
,,3/15/2013,NA,104.51,105.12,101.76
,,3/18/2013,NA,104.53,105.15,101.58
,,3/19/2013,NA,104.6,105.43,101.91
,,3/20/2013,NA,104.49,105.5,101.84
,,3/21/2013,NA,104.55,105.45,101.83
,,3/22/2013,NA,104.56,105.5,101.81
,,3/25/2013,NA,104.62,105.5,101.87
,,3/26/2013,NA,104.52,105.46,101.88
,,3/27/2013,NA,104.57,105.52,101.95
,,3/28/2013,NA,104.57,105.45,101.89
,,3/29/2013,NA,104.57,105.45,101.89
,,4/1/2013,NA,104.57,105.45,101.89
,,4/2/2013,NA,104.63,105.39,101.92
,,4/3/2013,NA,104.63,105.42,101.95
,,4/4/2013,NA,104.66,105.44,102
,,4/5/2013,NA,104.63,105.42,102.05
,,4/8/2013,NA,104.62,105.48,102.1
,,4/9/2013,NA,104.6,105.46,102.26
,,4/10/2013,NA,104.57,105.35,102.27
,,4/11/2013,NA,104.57,105.39,102.43
,,4/12/2013,NA,104.62,105.41,102.46
,,4/15/2013,NA,104.64,105.41,102.6
,,4/16/2013,NA,104.64,105.34,102.65
,,4/17/2013,NA,104.63,105.27,102.68
,,4/18/2013,NA,104.64,105.31,102.72
,,4/19/2013,NA,104.59,105.36,102.72
,,4/22/2013,NA,104.55,105.35,102.74
,,4/23/2013,NA,104.62,105.45,102.78
,,4/24/2013,NA,104.64,105.51,102.77
,,4/25/2013,NA,104.62,105.49,102.85
,,4/26/2013,NA,104.68,105.49,102.9
,,4/29/2013,NA,104.7,105.56,103.02
,,4/30/2013,NA,104.74,105.62,103.25
,,5/1/2013,NA,104.74,105.25,103.25
,,5/2/2013,NA,104.73,105.54,103.1
,,5/3/2013,NA,104.78,105.54,103.18
,,5/6/2013,NA,104.86,105.64,103.39
,,5/7/2013,NA,104.93,105.63,103.55
,,5/8/2013,NA,104.88,105.64,103.61
,,5/9/2013,NA,104.92,105.66,103.67
,,5/10/2013,NA,104.94,105.82,103.85
,,5/13/2013,NA,104.93,105.88,103.9
,,5/14/2013,NA,104.94,105.9,103.83
,,5/15/2013,NA,104.91,105.91,103.75
,,5/16/2013,NA,104.88,106.11,103.95
,,5/17/2013,NA,104.86,106.21,104.01
,,5/20/2013,NA,104.77,106.11,103.86
,,5/21/2013,NA,104.87,106.14,103.97
,,5/22/2013,NA,104.89,106.18,104.07
,,5/23/2013,NA,104.98,106.26,103.98
,,5/24/2013,NA,104.93,106.17,104.03
,,5/27/2013,NA,104.97,106.1,104.08
,,5/28/2013,NA,104.98,106.27,104.16
,,5/29/2013,NA,104.95,106.08,104.01
,,5/30/2013,NA,104.95,105.99,103.95
,,5/31/2013,NA,104.87,106.05,104.01
,,6/3/2013,NA,104.85,105.89,103.81
,,6/4/2013,NA,104.94,105.74,103.82
,,6/5/2013,NA,104.84,105.64,103.78
,,6/6/2013,NA,104.68,105.31,103.53
,,6/7/2013,NA,104.58,104.97,103.21
,,6/10/2013,NA,104.53,104.98,103.02
,,6/11/2013,NA,104.27,104.15,102.26
,,6/12/2013,NA,104.19,103.95,102.01
,,6/13/2013,NA,104.09,103.28,101.83
,,6/14/2013,NA,104.11,103.76,101.95
,,6/17/2013,NA,104.03,103.93,102.11
,,6/18/2013,NA,104.09,103.91,102.16
,,6/19/2013,NA,104.01,103.63,102.05
,,6/20/2013,NA,103.84,102.74,101.01
,,6/21/2013,NA,103.56,102,100.51
,,6/24/2013,NA,103.26,101.39,98.93
,,6/25/2013,NA,103.14,101.64,99.53
,,6/26/2013,NA,103.19,102.05,100.57
,,6/27/2013,NA,103.3,102.93,101.67
,,6/28/2013,NA,103.51,103.16,101.76
,,7/1/2013,NA,103.64,103.46,101.93
,,7/2/2013,NA,103.76,103.67,102.09
,,7/3/2013,NA,103.73,103.58,102.01
,,7/4/2013,NA,103.72,103.61,102.12
,,7/5/2013,NA,103.85,103.78,102.25
,,7/8/2013,NA,103.87,103.88,102.26
,,7/9/2013,NA,103.92,103.92,102.18
,,7/10/2013,NA,103.9,103.81,102.18
,,7/11/2013,NA,103.91,104,102.27
,,7/12/2013,NA,103.98,104.09,102.36
,,7/15/2013,NA,103.91,104.1,102.35
,,7/16/2013,NA,103.9,104.15,102.49
,,7/17/2013,NA,103.94,104.39,102.45
,,7/18/2013,NA,103.94,104.48,102.36
,,7/19/2013,NA,103.98,104.34,102.37
,,7/22/2013,NA,103.9,104.43,102.4
,,7/23/2013,NA,103.89,104.48,102.43
,,7/24/2013,NA,103.83,104.48,102.36
,,7/25/2013,NA,103.86,104.54,102.37
,,7/26/2013,NA,103.89,104.4,102.29
,,7/29/2013,NA,103.86,104.38,102.37
,,7/30/2013,NA,103.89,104.38,102.39
,,7/31/2013,NA,103.89,104.4,102.16
,,8/1/2013,NA,103.9,104.44,102.32
,,8/2/2013,NA,103.87,104.41,102.38
,,8/5/2013,NA,103.86,104.42,102.41
,,8/6/2013,NA,103.88,104.45,102.38
,,8/7/2013,NA,103.9,104.37,102.41
,,8/8/2013,NA,103.91,104.43,102.44
,,8/9/2013,NA,103.92,104.4,102.49
,,8/12/2013,NA,103.92,104.45,102.53
,,8/13/2013,NA,103.92,104.48,102.59
,,8/14/2013,NA,103.85,104.29,102.28
,,8/15/2013,NA,103.8,104.16,102.05
,,8/16/2013,NA,103.8,104.14,101.92
,,8/19/2013,NA,103.8,104.02,101.85
,,8/20/2013,NA,103.79,103.78,101.61
,,8/21/2013,NA,103.71,103.26,101.31
,,8/22/2013,NA,103.62,102.97,100.85
,,8/23/2013,NA,103.58,102.95,100.9
,,8/26/2013,NA,103.56,103.1,101.08
,,8/27/2013,NA,103.61,103.04,100.98
,,8/28/2013,NA,103.59,102.85,101.04
,,8/29/2013,NA,103.57,102.9,100.99
,,8/30/2013,NA,103.59,102.84,101.03
,,9/2/2013,NA,103.61,102.8,100.9
,,9/3/2013,NA,103.53,102.63,100.85
,,9/4/2013,NA,103.53,102.66,100.82
,,9/5/2013,NA,103.47,102.55,100.8
,,9/6/2013,NA,103.45,102.55,100.56
,,9/9/2013,NA,103.47,102.6,100.67
,,9/10/2013,NA,103.48,102.57,100.67
,,9/11/2013,NA,103.47,102.65,100.81
,,9/12/2013,NA,103.5,102.81,100.98
,,9/13/2013,NA,103.49,102.94,100.89
,,9/16/2013,NA,103.54,103.07,101.17
,,9/17/2013,NA,103.48,103.1,101.2
,,9/18/2013,NA,103.48,103.07,101.25
,,9/19/2013,NA,103.54,103.37,101.62
,,9/20/2013,NA,103.54,103.31,101.63
,,9/23/2013,NA,103.52,103.3,101.5
,,9/24/2013,NA,103.51,103.19,101.46
,,9/25/2013,NA,103.47,103.29,101.62
,,9/26/2013,NA,103.33,103.26,101.63
,,9/27/2013,NA,103.4,103.37,101.66
,,9/30/2013,NA,103.39,103.37,101.69
,,10/1/2013,NA,103.41,103.33,101.63
,,10/2/2013,NA,103.45,103.47,101.92
,,10/3/2013,NA,103.44,103.54,101.87
,,10/4/2013,NA,103.43,103.6,102.08
,,10/7/2013,NA,103.43,103.7,102.31
,,10/8/2013,NA,103.43,104.02,102.49
,,10/9/2013,NA,103.45,104.08,102.52
,,10/10/2013,NA,103.44,104.19,102.78
,,10/11/2013,NA,103.39,104.33,102.8
,,10/14/2013,NA,103.4,104.43,102.93
,,10/15/2013,NA,103.4,104.51,103.02
,,10/16/2013,NA,103.42,104.63,103
,,10/17/2013,NA,103.43,104.77,103.2
,,10/18/2013,NA,103.4,105,103.47
,,10/21/2013,NA,103.41,105.08,103.72
,,10/22/2013,NA,103.45,105.18,103.93
,,10/23/2013,NA,103.39,105.35,104.05
,,10/24/2013,NA,103.38,105.37,104.07
,,10/25/2013,NA,103.4,105.42,103.99
,,10/28/2013,NA,103.132,105.2,103.78
,,10/29/2013,NA,103.21,105.25,103.915
,,10/30/2013,NA,103.14,105.41,104.18
,,10/31/2013,NA,103.17,105.61,104.18
,,11/1/2013,NA,103.16,105.58,104.43
,,11/4/2013,NA,103.55,105.59,104.53
,,11/5/2013,NA,103.133,105.58,104.36
,,11/6/2013,NA,103.13,105.63,104.53
,,11/7/2013,NA,103.14,105.9,104.93
,,11/8/2013,NA,103.132,105.75,104.505
,,11/11/2013,NA,103.137,105.68,104.66
,,11/12/2013,NA,103.26,105.77,104.78
,,11/13/2013,NA,103.34,105.75,104.795
,,11/14/2013,NA,103.117,106,104.93
,,11/15/2013,NA,103.18,105.71,104.805
,,11/18/2013,NA,103.12,105.725,105.03
,,11/19/2013,NA,103.13,105.7,104.81
,,11/20/2013,NA,103.218,105.885,104.93
,,11/21/2013,NA,103.193,105.755,104.7
,,11/22/2013,NA,103.18,105.7,104.645
,,11/25/2013,NA,103.138,105.85,104.78
,,11/26/2013,NA,103.081,105.85,104.75
,,11/27/2013,NA,103.23,105.85,104.75
,,11/28/2013,NA,103.23,105.74,104.75
,,11/29/2013,NA,103.23,105.79,104.675
,,12/2/2013,NA,103.29,105.73,104.73
,,12/3/2013,NA,103.024,105.31,104.13
,,12/4/2013,NA,102.882,104.715,103.42
,,12/5/2013,NA,102.89,103.89,102.63
,,12/6/2013,NA,102.662,103.58,102.15
,,12/9/2013,NA,102.83,103.9,102.53
,,12/10/2013,NA,102.833,104,102.77
,,12/11/2013,NA,102.735,104.04,103.03
,,12/12/2013,NA,102.711,104.34,103.205
,,12/13/2013,NA,102.71,104.23,103.38
,,12/16/2013,NA,103.046,104.4,103.63
,,12/17/2013,NA,103.042,104.385,103.78
,,12/18/2013,NA,102.79,104.65,103.88
,,12/19/2013,NA,103.052,105.06,103.9
,,12/20/2013,NA,102.854,105.25,104.33
,,12/23/2013,NA,102.848,105.2,104.68
,,12/24/2013,NA,103.052,104.738,104.342
,,12/25/2013,NA,103.053,104.785,104.343
,,12/26/2013,NA,103.053,104.785,104.343
,,12/27/2013,NA,102.88,104.785,104.343
,,12/30/2013,NA,103.043,105.355,104.39
,,12/31/2013,NA,103.021,104.866,104.535
,,1/1/2014,NA,103.021,104.891,104.52
,,1/2/2014,NA,102.906,105.27,104.575
,,1/3/2014,NA,102.927,105.72,104.715
,,1/6/2014,NA,102.934,105.785,104.89
,,1/7/2014,NA,103,106.04,105.11
,,1/8/2014,NA,103.143,106.075,105.13
,,1/9/2014,NA,102.997,106.09,105.28
,,1/10/2014,NA,103.196,106.305,105.37
,,1/13/2014,NA,103.013,106.085,105.15
,,1/14/2014,NA,103.23,106.005,104.98
,,1/15/2014,NA,103.032,105.825,105.08
,,1/16/2014,NA,103.18,105.92,105.21
,,1/17/2014,NA,103.053,105.96,105.16
,,1/20/2014,NA,103.234,105.89,105.08
,,1/21/2014,NA,103.073,105.93,105.04
,,1/22/2014,NA,103.047,105.9,105.03
,,1/23/2014,NA,103.051,105.81,104.88
,,1/24/2014,NA,103.038,105.535,104.486
,,1/27/2014,NA,102.912,105.3,104.28
,,1/28/2014,NA,103.02,105.21,104.59
,,1/29/2014,NA,103.168,105.2,104.59
,,1/30/2014,NA,103.008,105.35,104.28
,,1/31/2014,NA,103.208,105.445,104.588
,,2/3/2014,NA,102.86,104.89,104.45
,,2/4/2014,NA,102.85,105.17,104.4
,,2/5/2014,NA,102.974,104.96,104.45
,,2/6/2014,NA,102.939,105,104.33
,,2/7/2014,NA,103.23,105.38,104.89
,,2/10/2014,NA,103.252,105.26,104.63
,,2/11/2014,NA,103.001,105.38,104.781
,,2/12/2014,NA,102.932,105.46,105.04
,,2/13/2014,NA,102.938,105.56,105.13
,,2/14/2014,NA,102.968,105.59,105.18
,,2/17/2014,NA,102.89,105.63,105.181
,,2/18/2014,NA,103.195,105.97,105.33
,,2/19/2014,NA,102.952,105.56,104.78
,,2/20/2014,NA,102.947,105.31,104.39
,,2/21/2014,NA,102.81,105.36,104.336
,,2/24/2014,NA,102.81,105.42,104.53
,,2/25/2014,NA,102.8,105.48,104.39
,,2/26/2014,NA,102.8,105.45,104.43
,,2/27/2014,NA,102.78,105.5,104.51
,,2/28/2014,NA,102.839,105.58,104.891
,,3/3/2014,NA,102.878,105.56,104.91
,,3/4/2014,NA,102.87,105.615,104.905
,,3/5/2014,NA,102.73,105.8,104.86
,,3/6/2014,NA,102.71,105.73,104.881
,,3/7/2014,NA,102.901,105.792,104.9
,,3/10/2014,NA,102.88,105.76,104.83
,,3/11/2014,NA,102.93,105.85,104.83
,,3/12/2014,NA,102.93,105.8,104.69
,,3/13/2014,NA,102.682,105.76,104.74
,,3/14/2014,NA,102.64,105.51,104.53
,,3/17/2014,NA,102.63,105.61,104.55
,,3/18/2014,NA,102.62,105.7,104.71
,,3/19/2014,NA,102.63,105.7,104.581
,,3/20/2014,NA,102.575,105.44,104.514
,,3/21/2014,NA,102.692,105.465,104.59
,,3/24/2014,NA,102.693,105.51,104.58
,,3/25/2014,NA,102.654,105.5,104.7
,,3/26/2014,NA,102.57,105.46,104.51
,,3/27/2014,NA,102.633,105.51,104.565
,,3/28/2014,NA,102.554,105.45,104.53
,,3/31/2014,NA,102.543,105.5,104.41
,,4/1/2014,NA,102.528,105.45,104.41
,,4/2/2014,NA,102.555,105.51,104.53
,,4/3/2014,NA,102.526,105.51,104.565
,,4/4/2014,NA,102.528,105.535,104.655
,,4/7/2014,NA,102.477,105.61,104.61
,,4/8/2014,NA,102.526,105.61,104.68
,,4/9/2014,NA,102.469,105.61,104.68
,,4/10/2014,NA,102.526,105.75,104.78
,,4/11/2014,NA,102.481,105.675,104.68
,,4/14/2014,NA,102.58,105.56,104.78
,,4/15/2014,NA,102.509,105.565,104.82
,,4/16/2014,NA,102.58,105.65,104.89
,,4/17/2014,NA,102.652,105.7,104.89
,,4/18/2014,NA,102.652,105.7,104.8
,,4/21/2014,NA,102.652,105.7,104.756
,,4/22/2014,NA,102.465,105.66,104.78
,,4/23/2014,NA,102.63,105.61,104.89
,,4/24/2014,NA,102.46,105.56,104.84
,,4/25/2014,NA,102.471,105.65,104.84
,,4/28/2014,NA,102.445,105.61,104.785
,,4/29/2014,NA,102.424,105.61,104.915
,,4/30/2014,NA,102.422,105.72,104.9
,,5/1/2014,NA,102.557,105.331,104.938
,,5/2/2014,NA,102.412,105.61,104.98
,,5/5/2014,NA,102.417,105.57,104.98
,,5/6/2014,NA,102.405,105.71,105.05
,,5/7/2014,NA,102.486,106,105.23
,,5/8/2014,NA,102.38,105.76,105.59
,,5/9/2014,NA,102.39,106.21,105.93
,,5/12/2014,NA,102.372,106.26,106.39
,,5/13/2014,NA,102.44,106.41,106.73
,,5/14/2014,NA,102.7,106.41,106.681
,,5/15/2014,NA,102.393,106.15,106.77
,,5/16/2014,NA,102.38,106.089,106.551
,,5/19/2014,NA,102.33,106.21,106.531
,,5/20/2014,NA,102.289,106.16,106.78
,,5/21/2014,NA,102.251,106.16,106.504
,,5/22/2014,NA,102.38,106.145,106.65
,,5/23/2014,NA,102.406,106.2,106.57
,,5/26/2014,NA,102.261,105.885,106.75
,,5/27/2014,NA,102.246,106.135,106.36
,,5/28/2014,NA,102.241,106.16,106.89
,,5/29/2014,NA,102.231,106.16,106.72
,,5/30/2014,NA,102.223,106.16,106.72
,,6/2/2014,NA,102.347,106.3,106.891
,,6/3/2014,NA,102.208,106.115,106.891
,,6/4/2014,NA,102.21,106.11,106.781
,,6/5/2014,NA,102.198,106.12,106.791
,,6/6/2014,NA,102.198,106.12,106.791
,,6/9/2014,NA,102.346,106.235,106.83
,,6/10/2014,NA,102.29,106.26,107
,,6/11/2014,NA,102.327,106.26,106.94
,,6/12/2014,NA,102.327,106.275,106.89
,,6/13/2014,NA,102.302,106.275,106.89
,,6/16/2014,NA,102.319,106.22,106.79
,,6/17/2014,NA,102.28,106.13,106.94
,,6/18/2014,NA,102.28,106.22,107.041
,,6/19/2014,NA,102.37,106.404,107.382
,,6/20/2014,NA,102.07,106.41,107.382
,,6/23/2014,NA,102.198,106.47,107.54
,,6/24/2014,NA,102.341,106.47,107.531
,,6/25/2014,NA,102.316,106.47,107.66
,,6/26/2014,NA,102.308,106.48,107.61
,,6/27/2014,NA,102.138,106.41,107.691
,,6/30/2014,NA,102.294,106.335,107.485
,,7/1/2014,NA,102.286,106.32,107.492
,,7/2/2014,NA,102.098,106.31,107.492
,,7/3/2014,NA,102.083,106.285,107.385
,,7/4/2014,NA,102.088,106.305,107.405
,,7/7/2014,NA,102.391,106.26,107.36
,,7/8/2014,NA,102.384,106.31,107.38
,,7/9/2014,NA,102.059,106.32,107.344
,,7/10/2014,NA,102.041,106.26,107.28
,,7/11/2014,NA,102.027,106.26,107.11
,,7/14/2014,NA,102.023,106.2,107.28
,,7/15/2014,NA,102.209,106.398,107.205
,,7/16/2014,NA,102.227,106.17,107.106
,,7/17/2014,NA,101.956,106.21,107.28
,,7/18/2014,NA,102.137,106.4,107.28
