Names,,Date,FR0010261396,FR0010033381,FR0011224963,FR0011048966,FR0010750489,FR0000474983,FR0010913780,FR0010745976,FR0010918490,FR0010206276,FR0010261388,FR0010474239,FR0000474975,FR0010397927,FR0010750497,FR0010745984
FR0010261396,,10/12/2011,99.83,106.32,NA,99.93,115.68,107.55,101.28,116.75,97.75,101.17,102.89,103.27,103.54,103.41,105.91,105.89
FR0010033381,,10/13/2011,99.94,106.43,NA,100.38,116.07,107.53,101.91,116.94,97.84,101.17,102.92,103.3,103.46,103.45,106.01,105.9
FR0011224963,,10/14/2011,99.87,106.08,NA,100.09,115.86,107.44,101.26,116.87,98.02,97.96,102.93,103.53,103.68,103.49,106.07,105.91
FR0011048966,,10/17/2011,100.01,106.36,NA,100.74,116.2,107.76,101.97,116.99,98,97.96,103.23,103.83,103.59,103.88,106.16,106.08
FR0010750489,,10/18/2011,101.04,107.72,NA,101.81,117.15,108.48,103.08,117.99,99.07,97.96,103.55,105.11,103.64,104.33,106.29,106.15
FR0000474983,,10/19/2011,100.86,106.87,NA,101.33,116.78,108.36,102.37,117.71,98.72,97.96,103.45,104.57,103.54,104.27,106.15,106.09
FR0010913780,,10/20/2011,100.87,107.15,NA,101.64,117.18,108.46,102.76,117.73,98.95,97.96,103.5,104.81,103.59,104.48,106.18,106.12
FR0010745976,,10/21/2011,100.92,106.92,NA,101.39,116.97,108.49,102.36,117.6,98.95,97.96,103.49,104.56,103.55,104.42,106.1,106.06
FR0010918490,,10/24/2011,101.23,106.63,NA,101.29,117,108.48,102.43,117.56,98.94,97.96,103.49,104.91,103.56,104.67,106.16,106.04
FR0010206276,,10/25/2011,101.37,107.17,NA,101.39,117.39,108.76,102.32,117.63,99.23,97.96,103.73,105.04,103.64,104.67,106.35,106.19
FR0010261388,,10/26/2011,102.12,107.69,NA,101.78,117.88,109.26,102.77,117.85,99.54,97.96,104.08,105.56,103.67,105.24,106.47,106.21
FR0010474239,,10/27/2011,101.73,106.22,NA,101.05,117.37,108.99,102.06,117.32,98.96,97.96,104,104.99,103.67,105.11,106.34,106.21
FR0000474975,,10/28/2011,101.89,106.03,NA,101.07,117.28,108.95,101.86,117.34,98.9,97.96,103.98,104.77,103.69,104.87,106.43,106.16
FR0010397927,,10/31/2011,102.47,107.56,NA,102.13,118.15,109.66,103.04,118.05,100.01,97.96,104.36,105.8,103.81,105.39,106.64,106.45
FR0010750497,,11/1/2011,103.45,109.4,NA,103.86,119.59,110.81,105.08,119.6,101.8,97.96,104.95,107.22,103.87,106.37,106.94,106.65
FR0010745984,,11/2/2011,103.44,109.07,NA,103.38,119.67,110.96,105.17,119.56,101.72,97.96,104.95,107.38,103.83,106.42,106.89,106.7
,,11/3/2011,103.46,108.49,NA,103.11,119.45,110.92,104.67,119.21,101.18,97.96,104.96,107.08,103.8,106.41,106.92,106.63
,,11/4/2011,103.65,108.67,NA,103.73,119.73,110.96,104.77,119.49,101.32,97.96,105.02,107.38,103.9,106.53,107.05,106.67
,,11/7/2011,104.03,109.85,NA,104.08,120.66,111.54,105.45,119.96,102.21,97.96,105.24,108.14,103.91,106.98,107.12,106.71
,,11/8/2011,104,110.19,NA,103.95,120.52,111.47,105.42,119.83,102.08,97.96,105.15,107.95,103.89,106.93,107.04,106.69
,,11/9/2011,103.97,111.11,NA,104.27,120.32,111.5,106.47,120.17,102.5,97.96,105.21,108.13,103.91,106.92,107.07,106.77
,,11/10/2011,103.29,110.37,NA,103.95,119.58,110.81,105.94,119.9,101.74,96.58,104.95,107.02,104.01,106.42,106.97,106.77
,,11/11/2011,102.52,108.38,NA,103.39,118.59,110.28,105.28,119.32,100.81,96.58,104.39,105.83,103.99,105.76,106.83,106.69
,,11/14/2011,102.07,108.77,NA,103.68,118.15,110,105.82,119.65,100.7,96.58,104.4,105.7,104.02,105.77,106.87,106.83
,,11/15/2011,102.08,108.88,NA,103.93,118.14,110.15,106.05,119.79,100.76,96.58,104.45,105.72,104.11,105.94,106.88,106.83
,,11/16/2011,101.71,108.47,NA,103.16,117.54,109.72,105.18,119.19,100.16,96.58,104.1,105.18,104.04,105.5,106.59,106.59
,,11/17/2011,100.97,106.93,NA,102.66,117.14,109.22,104.58,118.79,99.48,96.58,103.72,104.46,103.99,104.93,106.41,106.61
,,11/18/2011,100.21,105.46,NA,102,116.37,108.56,103.44,117.93,98.63,96.58,103.39,103.38,103.82,104.25,106.24,106.41
,,11/21/2011,99.83,105.25,NA,102.13,115.68,108.09,103.98,118.26,98.24,96.58,103.16,102.87,103.9,104.04,106.17,106.53
,,11/22/2011,99.09,104.32,NA,101.94,114.96,107.58,103.65,118.01,97.66,96.58,102.95,101.97,103.88,103.64,105.85,106.52
,,11/23/2011,98.19,102.23,NA,100.88,113.85,106.95,101.82,116.84,96.43,96.58,102.57,100.54,103.98,103.18,105.46,106.5
,,11/24/2011,96.48,100.3,NA,99.65,112.34,104.87,100.77,115.98,94.7,96.58,101.77,98.61,103.91,101.96,105.07,106.34
,,11/25/2011,96.21,99.89,NA,99.11,111.86,104.46,100.04,115.59,94.42,96.58,101.63,98.04,103.88,101.67,104.99,106.26
,,11/28/2011,95.86,99.55,NA,98.61,111.36,104.07,99.65,115.28,93.83,96.58,101.52,97.93,103.96,101.43,104.95,106.28
,,11/29/2011,95.62,98.59,NA,98.41,111.01,103.95,99.47,114.86,93.38,96.58,101.32,97.47,104.05,101.31,104.96,106.2
,,11/30/2011,96.04,98.54,NA,98.7,111.34,104.27,99.75,115.2,93.5,92.58,101.63,97.65,104.17,101.73,105.15,106.42
,,12/1/2011,96.76,99.56,NA,99.29,111.98,104.8,100.23,115.93,94.18,92.58,102.07,99.13,104.19,102.16,105.3,106.54
,,12/2/2011,97.01,100.67,NA,100.17,112.61,105.15,100.71,116.59,95.42,94.94,102.32,99.15,104.35,102.64,105.44,106.62
,,12/5/2011,96.97,101.14,NA,99.82,112.54,105.19,100.33,116.28,95.22,94.94,102.35,99.09,104.33,102.64,105.39,106.47
,,12/6/2011,97.11,100.98,NA,99.87,113.02,105.28,100.35,116.07,95.48,95.46,102.29,99.59,104.34,102.72,105.38,106.46
,,12/7/2011,97.88,102.68,NA,100.67,113.94,106.04,101.1,116.58,96.75,95.46,102.66,100.57,104.35,103.09,105.54,106.52
,,12/8/2011,98.49,103.21,NA,101.15,115.01,106.62,101.67,117.38,97.83,95.46,103.01,101.52,104.29,103.45,105.57,106.65
,,12/9/2011,98.73,102.74,NA,100.76,114.55,106.72,101.16,116.88,97.87,95.46,102.95,101.56,104.29,103.49,105.5,106.55
,,12/12/2011,98.93,103.26,NA,101.06,115.07,106.8,101.6,117.19,98.22,95.46,103.02,101.96,104.28,103.59,105.62,106.58
,,12/13/2011,99.03,103.52,NA,101.04,115.1,106.93,102.03,117.16,98.15,95.46,103.04,102.24,104.26,103.68,105.63,106.57
,,12/14/2011,99.15,105.08,NA,101.69,115.34,107.11,102.61,118.02,98.55,95.46,103.03,102.42,104.24,103.79,105.65,106.68
,,12/15/2011,99.33,105.34,NA,101.86,115.44,107.3,102.69,117.96,98.59,95.46,103.08,102.44,104.26,103.95,105.79,106.5
,,12/16/2011,99.65,105.34,NA,102.35,115.83,107.42,103.06,118.34,98.98,95.46,103.22,102.64,104.33,103.95,105.84,106.65
,,12/19/2011,99.88,105.35,NA,102.41,115.88,107.65,103.05,118.38,99.12,95.46,103.2,102.51,104.33,104.01,105.83,106.6
,,12/20/2011,99.6,105.06,NA,101.96,115.73,107.48,102.75,118,98.73,95.46,103.15,102.55,104.3,103.87,105.83,106.69
,,12/21/2011,99.41,104.38,NA,102.01,115.86,107.2,102.69,117.94,98.71,95.46,103.15,102.35,104.31,103.76,105.81,106.62
,,12/22/2011,99.53,104.99,NA,102.05,115.97,107.19,103.05,117.97,98.8,95.46,103.13,102.45,104.27,103.75,105.81,106.67
,,12/23/2011,99.59,104.85,NA,102.19,115.91,107.33,103.22,117.93,98.83,95.46,103.1,102.66,104.18,103.76,105.83,106.56
,,12/26/2011,99.59,104.85,NA,102.19,115.91,107.33,103.22,117.93,98.83,95.46,103.1,102.66,104.18,103.76,105.83,106.56
,,12/27/2011,99.77,105.01,NA,102.09,116.13,107.29,103.42,117.93,98.99,95.46,103.19,102.39,104.28,103.88,105.97,106.73
,,12/28/2011,99.86,105.55,NA,102.23,116.2,107.41,103.55,118.24,99.04,95.46,103.2,102.66,104.34,103.94,105.88,106.81
,,12/29/2011,100.26,106.23,NA,102.28,116.39,107.75,103.78,118.43,99.37,95.46,103.32,102.94,104.39,104.05,105.92,106.79
,,12/30/2011,100.42,105.89,NA,102.46,116.57,107.96,104.06,118.82,99.63,95.46,103.34,103.24,104.36,104.23,105.91,106.79
,,1/2/2012,100.28,105.57,NA,102.21,116.54,107.98,103.79,118.69,99.41,95.46,103.16,102.81,104.23,104.11,105.77,106.64
,,1/3/2012,100.23,105.81,NA,102.39,116.48,107.94,103.68,118.66,99.23,95.46,103.23,102.92,104.36,104.06,105.89,106.65
,,1/4/2012,100.42,105.61,NA,102.4,116.43,108.12,103.35,118.7,99.33,95.46,103.29,103.43,104.37,104.05,105.92,106.7
,,1/5/2012,100.81,105.9,NA,102.28,116.86,108.09,103.75,119.05,99.52,95.46,103.4,103.93,104.37,104.19,105.99,106.74
,,1/6/2012,100.92,106.25,NA,103.23,116.96,108.29,103.92,119.08,99.69,95.46,103.42,104.01,104.36,104.24,105.95,106.74
,,1/9/2012,100.96,106.18,NA,102.91,116.94,108.15,104.09,119.15,99.92,96.87,103.42,103.87,104.42,104.25,105.97,106.77
,,1/10/2012,100.79,105.96,NA,102.9,116.75,108.14,103.94,119.05,99.67,96.87,103.4,103.56,104.4,104.04,105.95,106.74
,,1/11/2012,100.98,106.43,NA,103.13,116.98,108.09,104.11,119.3,99.81,96.87,103.38,103.73,104.35,104.04,105.93,106.74
,,1/12/2012,100.97,106.45,NA,103.16,116.94,108.35,104.26,119.36,99.91,96.87,103.39,104.08,104.26,104.13,105.9,106.72
,,1/13/2012,101.13,106.6,NA,103.38,117.14,108.33,104.89,119.63,100.15,96.87,103.52,104.41,104.25,104.22,105.81,106.69
,,1/16/2012,101.34,107.3,NA,103.57,117.29,108.67,105.03,119.98,100.44,96.87,103.53,104.46,104.36,104.3,105.89,106.71
,,1/17/2012,101.16,107.03,NA,103.5,117.31,108.5,104.51,119.66,100.53,96.87,103.45,104.51,104.38,104.22,105.84,106.65
,,1/18/2012,101.21,106.75,NA,103.66,117.35,108.56,104.68,119.96,100.75,96.87,103.52,104.64,104.38,104.25,105.92,106.61
,,1/19/2012,101.07,106.58,NA,103.29,117.31,108.58,104.35,119.68,100.64,96.87,103.48,104.54,104.37,104.16,105.92,106.51
,,1/20/2012,101.03,106.11,NA,102.97,117.39,108.59,103.99,119.31,100.42,96.87,103.6,104.42,104.4,104.17,106.07,106.48
,,1/23/2012,101.24,106.1,NA,102.57,117.44,108.61,103.74,118.96,100.3,96.87,103.67,104.51,104.44,104.22,106.13,106.53
,,1/24/2012,101.45,105.99,NA,102.75,117.62,108.75,103.49,118.9,100.37,96.87,103.94,104.75,104.33,104.63,106.12,106.51
,,1/25/2012,101.9,106.21,NA,103.08,117.91,109.17,104.07,119.1,100.93,96.87,104.15,105.26,104.27,104.89,106.25,106.51
,,1/26/2012,102.67,107.22,NA,103.57,118.75,109.8,104.78,119.6,101.75,96.87,104.32,106.34,104.3,105.35,106.29,106.58
,,1/27/2012,103.04,107.81,NA,103.99,119.01,110.27,105.21,120.12,102.28,96.87,104.54,107,104.32,105.69,106.34,106.59
,,1/30/2012,103.43,108.73,NA,104.64,119.32,110.47,105.77,120.52,102.63,96.87,104.6,107.37,104.31,105.8,106.39,106.6
,,1/31/2012,103.55,108.98,NA,104.72,119.48,110.58,105.84,120.67,102.78,96.87,104.68,107.9,104.32,105.92,106.42,106.61
,,2/1/2012,103.65,109.42,NA,104.69,119.54,110.77,105.84,120.7,102.83,96.87,104.72,108.06,104.3,106.06,106.47,106.66
,,2/2/2012,103.7,109.78,NA,104.69,119.67,110.85,105.82,120.74,102.87,96.87,104.91,108.16,104.31,106.15,106.49,106.6
,,2/3/2012,103.72,109.58,NA,104.19,119.65,110.77,105.27,120.24,102.94,96.87,104.94,108.17,104.35,106,106.56,106.58
,,2/6/2012,104.05,110.47,NA,104.56,119.95,111,105.74,120.46,103.1,96.87,105.14,108.59,104.41,106.21,106.67,106.59
,,2/7/2012,103.99,110.22,NA,104.33,119.83,110.58,105.26,120.22,102.95,99.31,105.21,108.48,104.45,106.19,106.65,106.53
,,2/8/2012,103.74,109.61,NA,104.11,119.56,110.75,104.84,119.94,102.95,99.31,105.06,108.2,104.44,105.81,106.6,106.56
,,2/9/2012,103.46,108.93,NA,103.98,119.32,110.65,104.48,119.69,102.98,99.31,104.99,107.87,104.36,105.85,106.56,106.4
,,2/10/2012,103.82,109.96,NA,104.32,119.7,110.77,105.03,120.21,103.17,99.31,105.16,108.44,104.38,106.05,106.62,106.6
,,2/13/2012,103.9,110.13,NA,104.48,119.64,110.86,104.95,120.28,103.24,99.31,105.31,108.34,104.31,106.16,106.6,106.48
,,2/14/2012,103.97,110.57,NA,104.73,119.68,111,105.16,120.57,103.41,99.31,105.35,108.45,104.31,106.23,106.61,106.49
,,2/15/2012,104.19,110.94,NA,104.97,119.86,110.99,105.56,121.01,103.55,99.31,105.36,108.63,104.27,106.36,106.69,106.49
,,2/16/2012,104.15,110.96,NA,105.19,119.85,111.13,105.67,120.97,103.78,99.31,105.33,108.54,104.26,106.43,106.65,106.46
,,2/17/2012,103.88,110.43,NA,104.84,119.59,110.87,105.11,120.63,103.4,99.31,105.3,108.2,104.25,106.26,106.64,106.42
,,2/20/2012,103.75,110.34,NA,104.6,119.36,110.74,104.97,120.55,103.31,98.62,105.25,108.21,104.34,106.15,106.68,106.53
,,2/21/2012,103.73,109.93,NA,104.57,119.28,110.8,105.09,120.58,102.97,98.62,105.29,108.32,104.26,106.14,106.62,106.37
,,2/22/2012,104.09,110.58,NA,104.93,119.7,110.94,105.59,121.04,103.24,98.62,105.41,108.66,104.25,106.36,106.67,106.37
,,2/23/2012,104.23,111.06,NA,105.24,120.03,111.04,105.78,121.14,103.68,98.62,105.48,108.85,104.28,106.46,106.68,106.34
,,2/24/2012,104.39,111.5,NA,105.43,120.24,111.26,106,121.36,103.77,98.62,105.57,108.97,104.3,106.57,106.64,106.48
,,2/27/2012,104.77,112.06,NA,105.83,120.5,111.53,106.48,121.71,104.14,98.62,105.74,109.18,104.32,106.76,106.72,106.47
,,2/28/2012,104.96,112.4,NA,106.16,120.96,111.83,106.67,121.78,104.59,98.62,105.93,109.51,104.32,106.97,106.83,106.45
,,2/29/2012,105.17,112.7,NA,106.19,121.01,112.03,106.45,121.7,104.68,98.62,106.03,109.58,104.33,107.05,106.88,106.49
,,3/1/2012,105.04,112.46,NA,105.98,121.02,111.78,106.31,121.62,104.55,100.28,106,109.4,104.36,107.2,106.94,106.45
,,3/2/2012,105.39,112.98,NA,106.37,121.42,112.12,106.61,122.02,104.88,100.28,106.19,110.15,104.37,107.41,107.14,106.64
,,3/5/2012,105.49,113.13,NA,106.46,121.53,112.45,107.04,121.97,105.03,100.28,106.2,110,104.37,107.49,107.19,106.62
,,3/6/2012,105.6,113.18,NA,106.63,121.64,112.5,107.34,122.09,105.15,100.28,106.29,110.28,104.36,107.58,107.26,106.65
,,3/7/2012,105.51,113.1,NA,106.7,121.63,112.47,107.32,122.12,105.15,100.28,106.26,110.2,104.32,107.59,107.26,106.63
,,3/8/2012,105.59,112.98,NA,106.62,121.61,112.49,107.18,122.35,105.13,100.28,106.3,110.32,104.32,107.63,107.32,106.66
,,3/9/2012,105.64,113.08,NA,106.71,121.68,112.59,107.31,122.4,105.14,100.28,106.34,110.25,104.34,107.68,107.36,106.65
,,3/12/2012,105.8,113.19,NA,106.89,121.93,112.82,107.63,122.7,105.39,100.28,106.37,110.71,104.34,107.79,107.42,106.67
,,3/13/2012,106,112.77,NA,106.93,121.72,112.49,107.31,122.34,105.29,100.67,106.44,110.43,104.36,107.72,107.38,106.64
,,3/14/2012,105.17,111.23,NA,105.98,120.91,112.15,106.05,121.55,104.52,100.67,106.18,109.34,104.28,107.26,107.25,106.52
,,3/15/2012,104.89,110.89,NA,106.06,120.67,111.83,105.85,121.25,104.24,100.67,106.02,108.83,104.28,107.07,107.17,106.51
,,3/16/2012,104.66,110.5,NA,105.6,120.36,111.66,105.57,120.78,103.94,100.67,105.94,108.52,104.29,106.85,107.14,106.44
,,3/19/2012,104.75,111.71,NA,105.52,120.42,112.1,105.72,120.71,104,100.81,105.96,108.36,104.51,107.29,107.13,106.37
,,3/20/2012,104.69,111.84,98.73,105.63,120.37,112.29,105.73,120.96,103.85,100.81,105.97,108.22,104.52,107.48,107.45,106.38
,,3/21/2012,104.83,112.28,98.26,105.87,120.45,112.3,106.07,121.31,103.86,100.81,106.07,108.41,104.49,107.6,107.5,106.41
,,3/22/2012,105.36,113.01,98.25,106.49,120.97,112.79,106.69,121.73,104.44,100.81,106.19,109,104.4,107.91,107.33,106.5
,,3/23/2012,105.52,113.46,98.4,106.77,121.13,112.92,107.04,122.03,104.54,100.81,106.29,109.14,104.4,108.07,107.38,106.53
,,3/26/2012,105.28,113.14,98.32,106.47,121.1,112.9,106.62,121.87,104.32,100.81,106.37,108.81,104.41,107.97,107.4,106.49
,,3/27/2012,105.44,113.47,98.57,106.66,121.26,112.87,106.94,122.07,104.39,100.81,106.45,108.99,104.4,108.05,107.41,106.53
,,3/28/2012,105.76,113.89,99.15,106.99,121.46,113.28,107.37,122.5,104.66,100.81,106.56,109.56,104.41,108.22,107.44,106.55
,,3/29/2012,106.07,114.24,99.53,107.27,121.76,113.51,107.76,122.76,104.94,100.81,106.69,109.59,104.47,108.38,107.49,106.53
,,3/30/2012,106.08,114.43,99.36,107.37,121.78,113.5,107.75,122.78,104.94,100.81,106.73,109.45,104.45,108.34,107.43,106.55
,,4/2/2012,106.05,114.39,99.36,107.43,121.69,113.42,107.73,122.71,104.81,100.81,106.68,109.42,104.45,108.38,107.45,106.49
,,4/3/2012,106.1,114.45,99.96,107.55,121.76,113.39,107.91,122.73,104.89,100.81,106.75,109.5,104.41,108.37,107.42,106.51
,,4/4/2012,106.07,114.29,99.87,107.56,121.77,113.28,107.85,122.83,104.73,100.81,106.81,109.54,104.43,108.33,107.56,106.51
,,4/5/2012,106.4,114.53,100.04,107.94,122.04,113.59,108.5,123.34,105.08,100.81,106.94,109.92,104.41,108.55,107.61,106.55
,,4/6/2012,106.4,114.53,100.04,107.94,122.04,113.59,108.5,123.34,105.08,100.81,106.94,109.92,104.41,108.55,107.61,106.55
,,4/9/2012,106.4,114.53,100.04,107.94,122.04,113.59,108.5,123.34,105.08,100.81,106.94,109.92,104.41,108.55,107.61,106.55
,,4/10/2012,106.85,114.96,100.1,108.45,122.38,113.8,109.15,123.75,105.37,100.81,107.2,110.22,104.32,108.72,107.57,106.66
,,4/11/2012,106.52,114.37,99.27,108.21,122.14,113.63,108.8,123.56,105.22,100.81,106.99,109.85,104.22,108.54,107.49,106.6
,,4/12/2012,106.39,114.02,99.35,108.19,122.06,113.46,108.88,123.54,105.14,100.81,106.94,109.61,104.21,108.44,107.47,106.55
,,4/13/2012,106.73,114.71,99.93,108.58,122.26,113.66,109.36,123.95,105.37,100.81,107.06,109.73,104.2,108.63,107.5,106.64
,,4/16/2012,106.73,114.71,100.06,108.67,122.24,113.64,109.16,123.84,105.42,100.81,107.03,109.72,104.14,108.62,107.48,106.61
,,4/17/2012,106.46,114.26,99.69,108.54,122.01,113.47,109.01,123.66,105.21,100.81,106.96,109.62,104.15,108.44,107.43,106.59
,,4/18/2012,106.42,114.33,99.74,108.72,121.9,113.47,109.22,123.78,105.22,100.81,106.98,109.62,104.1,108.46,107.43,106.6
,,4/19/2012,106.33,114.26,99.65,108.79,121.81,113.36,109.36,123.98,105.05,100.81,107.01,109.57,104.12,108.43,107.42,106.59
,,4/20/2012,106.3,113.95,99.53,108.43,121.75,113.3,109.09,123.82,104.89,100.81,106.89,109.39,104.08,108.35,107.36,106.56
,,4/23/2012,106.34,114.06,99.93,109.24,121.82,113.46,109.63,124.16,105.07,100.81,106.99,109.56,104.08,108.3,107.4,106.59
,,4/24/2012,106.23,113.5,99.64,108.89,121.56,113.18,109.34,124.06,104.84,100.81,106.88,109.5,104.04,108.11,107.37,106.59
,,4/25/2012,105.89,112.77,99.14,108.74,121.31,112.94,108.81,123.71,104.52,100.81,106.77,109.29,104.02,107.98,107.34,106.53
,,4/26/2012,106.47,113,99.65,109.11,121.67,113.16,109.58,124.22,104.83,100.81,106.88,109.46,104.02,108.3,107.39,106.6
,,4/27/2012,106.51,113.11,99.75,109.27,121.79,113.31,109.48,124.23,105.14,100.81,106.96,109.83,104.01,108.34,107.46,106.54
,,4/30/2012,106.65,113.68,99.97,109.69,121.94,113.48,109.55,124.61,105.21,100.81,107.03,110.13,104.02,108.46,107.5,106.63
,,5/1/2012,106.75,113.89,99.97,109.69,121.88,113.53,109.77,124.01,105.21,100.81,107.28,110.59,104,108.51,107.38,106.6
,,5/2/2012,106.93,113.88,100.58,109.9,122.14,113.62,110.18,124.67,105.51,100.81,107.19,110.45,103.99,108.6,107.53,106.58
,,5/3/2012,107.09,114.2,101.21,110.02,122.21,113.77,110.32,124.69,105.74,100.81,107.42,110.4,103.9,108.66,107.5,106.58
,,5/4/2012,107.17,114.56,101.47,110.18,122.36,113.8,110.42,125.05,105.92,101.65,107.64,110.7,103.96,108.75,107.51,106.57
,,5/7/2012,107.15,115.48,101.76,110.16,122.55,113.99,110.33,124.97,106.19,101.72,107.65,110.94,104.03,108.78,107.54,106.53
,,5/8/2012,107.35,115.56,102.37,110.71,122.78,114.2,110.83,125.31,106.4,101.72,107.69,110.98,103.92,108.85,107.48,106.58
,,5/9/2012,107.45,116.06,102.63,110.87,122.76,114.42,110.83,125.31,106.58,101.72,107.7,111.44,103.92,108.95,107.44,106.57
,,5/10/2012,107.38,116.18,102.63,110.83,122.78,114.31,110.84,125.44,106.55,100.96,107.7,111.39,103.87,108.81,107.43,106.56
,,5/11/2012,107.48,116.61,102.69,110.86,122.73,114.27,110.87,125.39,106.59,101.19,107.64,111.44,103.93,108.82,107.4,106.53
,,5/14/2012,107.78,117.44,103.42,111.33,123.02,114.53,111.35,125.86,106.88,101.19,107.73,111.63,103.93,109.01,107.4,106.58
,,5/15/2012,107.78,116.94,103.28,111.32,122.89,114.36,111.21,125.58,106.79,101.19,107.68,111.56,103.91,109,107.36,106.52
,,5/16/2012,107.73,116.66,102.72,111.09,122.69,114.3,111.03,125.48,106.7,101.19,107.61,111.44,103.81,108.91,107.32,106.48
,,5/17/2012,107.81,117.04,102.97,111.25,122.76,114.29,111.19,125.51,106.66,101.19,107.64,111.61,103.79,108.99,107.2,106.4
,,5/18/2012,107.78,116.87,103,111.21,122.69,114.31,111.19,125.45,106.68,101.19,107.63,111.36,103.77,108.92,107.21,106.43
,,5/21/2012,107.7,116.64,102.8,111.04,122.53,114.16,111.02,125.3,106.5,101.19,107.55,111.45,103.75,108.85,107.28,106.44
,,5/22/2012,107.54,116.4,102.68,110.66,122.38,114,110.83,125.07,106.37,100.44,107.45,111.37,103.77,108.78,107.27,106.42
,,5/23/2012,107.74,117.49,103.1,111.26,122.64,114.23,111.33,125.63,106.69,100.44,107.61,111.74,103.72,108.85,107.34,106.47
,,5/24/2012,107.71,117.79,103.25,111.34,122.66,114.29,111.41,125.46,106.89,100.44,107.6,111.72,103.71,108.95,107.35,106.44
,,5/25/2012,107.62,117.7,103.25,111.32,122.56,114.23,111.46,125.77,106.74,100.43,107.61,111.66,103.74,108.89,107.34,106.48
,,5/28/2012,107.75,117.51,103.41,111.44,122.57,114.29,111.46,125.8,106.85,100.43,107.66,111.78,103.68,109.02,107.26,106.46
,,5/29/2012,107.77,117.88,103.37,111.57,122.64,114.33,111.64,125.72,106.89,100.43,107.66,111.8,103.66,109.04,107.33,106.47
,,5/30/2012,107.95,118.97,104.05,112.15,122.87,114.43,112.25,126.14,107.16,100.43,107.74,112.22,103.64,109.2,107.28,106.47
,,5/31/2012,108.09,119.44,104.39,112.49,123.06,114.65,112.59,126.43,107.52,100.43,107.8,112.23,103.62,109.3,107.22,106.45
,,6/1/2012,108.2,120.39,104.9,112.9,123.22,114.88,112.63,126.62,107.7,100.39,107.68,112.55,103.63,109.28,107.17,106.46
,,6/4/2012,107.98,120.08,104.36,112.82,123.13,114.67,112.54,126.03,107.55,100.29,107.67,112.24,103.64,109.2,107.06,106.29
,,6/5/2012,107.93,120.19,104.32,112.78,123.05,114.77,112.55,126.29,107.61,100.29,107.66,112.04,103.57,109.21,107.18,106.39
,,6/6/2012,107.38,118.76,103.8,111.81,122.51,114.29,111.65,125.49,106.96,100.29,107.46,111.58,103.51,108.92,107.17,106.31
,,6/7/2012,106.88,116.9,103.05,111.32,122.11,113.91,111.05,125.23,106.4,100.29,107.33,111.18,103.48,108.74,107.11,106.25
,,6/8/2012,107.02,117.49,103.31,111.62,122.23,114.04,111.38,125.49,106.61,100.29,107.39,111.39,103.47,108.86,107.11,106.28
,,6/11/2012,107.23,117.48,103.67,111.84,122.36,114.11,111.71,125.6,106.66,100.29,107.44,111.57,103.53,108.92,107.12,106.31
,,6/12/2012,106.83,116.15,103.07,111.09,121.93,113.92,110.39,125.03,106.27,100.29,107.29,111.15,103.53,108.72,107.08,106.3
,,6/13/2012,106.17,114.37,101.95,110.49,121.37,113.28,109.63,124.45,105.57,100.29,107.17,110.53,103.49,108.38,106.83,106.26
,,6/14/2012,106.19,114.13,102.03,110.67,121.41,113.32,109.74,124.55,105.57,100.29,107.24,110.69,103.49,108.48,106.9,106.27
,,6/15/2012,106.29,115.45,102.36,110.79,121.62,113.47,110.02,124.86,105.77,100.44,107.34,110.98,103.58,108.62,106.93,106.35
,,6/18/2012,106.53,115.89,102.7,111.12,121.89,113.68,110.41,125.17,106.06,100.71,107.42,111.28,103.57,108.9,107.03,106.4
,,6/19/2012,106.25,114.78,102.28,110.34,121.47,113.58,109.66,124.59,105.67,100.71,107.3,110.89,103.5,108.73,106.94,106.31
,,6/20/2012,105.56,113.41,100.97,109.68,120.82,112.92,108.72,123.92,104.95,100.71,107.02,110.06,103.49,108.26,106.82,106.2
,,6/21/2012,105.82,114.46,101.45,109.95,121.08,112.96,109.1,124.08,105.04,100.71,107,110.23,103.46,108.41,106.8,106.2
,,6/22/2012,106.01,114.55,101.67,109.96,121.16,113.13,109.14,124.17,105.23,100.71,107.12,110.56,103.53,108.46,106.84,106.21
,,6/25/2012,106.4,115.18,102.45,110.48,121.53,113.41,109.92,124.77,105.58,100.71,107.22,110.81,103.51,108.6,106.87,106.25
,,6/26/2012,106.57,114.54,102.07,110.4,121.59,113.41,109.76,124.57,105.47,100.71,107.18,110.8,103.52,108.65,106.86,106.23
,,6/27/2012,106.35,113.87,101.94,110.05,121.32,113.23,109.43,124.22,105.18,100.71,107.07,110.5,103.5,108.39,106.87,106.17
,,6/28/2012,106.74,114.41,102.84,110.48,121.6,113.5,109.93,124.59,105.78,100.71,107.23,110.92,103.44,108.61,106.93,106.19
,,6/29/2012,106.58,113.63,102.15,110.05,121.39,113.31,109.41,124.2,105.31,99.79,107.26,110.64,103.43,108.62,106.89,106.13
,,7/2/2012,107.26,114.79,103.51,110.48,122.06,113.83,110.04,124.68,106.09,99.79,107.66,111.34,103.35,109.01,106.98,106.16
,,7/3/2012,107.72,114.89,104.16,110.78,122.39,114.06,110.18,124.69,106.41,99.79,108.01,111.98,103.37,109.16,107.07,106.17
,,7/4/2012,108.46,115.82,105.04,111.37,122.84,114.5,110.75,125.18,106.97,99.79,108.24,112.57,103.36,109.5,107.1,106.26
