Names,,Date,FR0010261396,FR0010033381,FR0011224963,FR0011048966,FR0010750489,FR0000474983,FR0010913780,FR0010745976,FR0010918490,FR0010206276,FR0010261388,FR0010474239,FR0000474975,FR0010397927,FR0010750497,FR0010745984
,,3/17/2016,118.61,156.28,131.903,117.94,119.795,111.27,120.367,118.15,117.82,NA,NA,126.07,NA,103.505,NA,NA
,,3/18/2016,118.697,156.634,131.938,117.804,119.78,111.28,120.414,118.11,117.913,NA,NA,126.42,NA,103.49,NA,NA
,,3/21/2016,118.707,156.645,132.109,118.03,119.944,111.28,120.566,118.11,117.938,NA,NA,126.41,NA,103.5,NA,NA
,,3/22/2016,118.724,157.117,131.436,118.05,119.913,111.32,120.69,118.11,117.93,NA,NA,126.53,NA,103.452,NA,NA
,,3/23/2016,118.73,157.652,132.554,118.03,119.843,111.25,120.807,118.05,117.943,NA,NA,126.51,NA,103.397,NA,NA
,,3/24/2016,118.829,158.006,132.774,117.843,119.833,111.23,120.77,118.03,117.89,NA,NA,126.47,NA,103.377,NA,NA
,,3/25/2016,118.829,158.107,132.774,117.843,119.836,111.423,120.77,118.263,117.89,NA,NA,126.788,NA,103.377,NA,NA
,,3/28/2016,118.829,157.951,132.774,117.843,119.16,111.438,120.77,118.295,117.89,NA,NA,126.753,NA,103.377,NA,NA
,,3/29/2016,118.953,159.128,133.24,117.989,119.89,111.43,121.086,118.27,118.173,NA,NA,126.82,NA,103.372,NA,NA
,,3/30/2016,118.87,159.139,133.054,118.26,119.695,111.24,121.04,118.06,118.05,NA,NA,126.75,NA,103.367,NA,NA
,,3/31/2016,118.87,159.227,133.29,118.17,119.61,111.2,121,118,118.04,NA,NA,126.79,NA,103.365,NA,NA
,,4/1/2016,118.95,160.385,133.793,118.56,119.605,111.2,121.34,118.02,118.12,NA,NA,126.83,NA,103.383,NA,NA
,,4/4/2016,118.919,160.331,133.804,118.28,119.57,111.18,121.213,117.99,118.09,NA,NA,126.96,NA,103.313,NA,NA
,,4/5/2016,119.11,161.79,134.489,118.55,119.605,111.18,121.421,118.11,118.19,NA,NA,127.23,NA,103.309,NA,NA
,,4/6/2016,119.055,161.603,134.41,118.57,119.595,111.18,121.477,118.12,118.32,NA,NA,127.14,NA,103.33,NA,NA
,,4/7/2016,119.091,162.274,134.834,118.152,119.61,111.18,121.608,118.05,118.271,NA,NA,127.4,NA,103.276,NA,NA
,,4/8/2016,119.19,162.275,134.815,118.79,119.595,111.16,121.54,118.02,118.42,NA,NA,127.47,NA,103.27,NA,NA
,,4/11/2016,119.138,161.531,134.425,118.68,119.58,111.16,121.63,118.14,118.36,NA,NA,127.15,NA,103.251,NA,NA
,,4/12/2016,119.067,160.824,134.337,118.69,119.535,111.14,121.583,118.09,118.33,NA,NA,127.11,NA,103.255,NA,NA
,,4/13/2016,119.061,162.023,134.503,118.032,119.49,111.14,121.571,117.97,118.31,NA,NA,127.13,NA,103.297,NA,NA
,,4/14/2016,118.98,160.868,134.345,118.59,119.4,111.06,121.453,117.99,118.18,NA,NA,127.05,NA,103.198,NA,NA
,,4/15/2016,119.052,162.151,134.73,118.72,119.445,111.07,121.52,117.9,118.28,NA,NA,127.25,NA,103.2,NA,NA
,,4/18/2016,118.99,161.396,134.354,118.62,119.355,111.04,121.474,117.96,118.143,NA,NA,127.05,NA,103.174,NA,NA
,,4/19/2016,118.905,161.03,134.351,118.31,119.39,111.02,121.418,117.72,118.16,NA,NA,127.15,NA,103.171,NA,NA
,,4/20/2016,119,161.15,134.823,118.39,119.34,111.02,121.495,117.71,118.123,NA,NA,127.24,NA,103.159,NA,NA
,,4/21/2016,118.74,159.842,133.859,118.06,119.215,110.93,121.219,117.58,117.877,NA,NA,126.99,NA,103.113,NA,NA
,,4/22/2016,118.83,160.21,134.135,118.13,119.26,110.96,121.335,117.5,117.95,NA,NA,127.15,NA,103.13,NA,NA
,,4/25/2016,118.682,159.965,133.967,117.598,119.24,110.94,121.02,117.65,117.873,NA,NA,127.01,NA,103.13,NA,NA
,,4/26/2016,118.565,159.441,133.74,117.89,119.19,110.89,121.173,117.42,117.753,NA,NA,126.82,NA,103.105,NA,NA
,,4/27/2016,118.614,159.536,133.852,117.92,119.19,110.92,120.88,117.54,117.795,NA,NA,126.79,NA,103.055,NA,NA
,,4/28/2016,118.667,160.09,134.113,118.01,119.16,110.87,121.299,117.54,117.854,NA,NA,126.81,NA,103.028,NA,NA
,,4/29/2016,118.5,159.557,133.591,117.76,119.06,110.82,121.06,117.43,117.74,NA,NA,126.66,NA,103.026,NA,NA
,,5/2/2016,118.56,159.625,133.789,117.394,119.04,110.82,121.216,117.36,117.68,NA,NA,126.42,NA,103.003,NA,NA
,,5/3/2016,118.758,161.91,134.329,118.27,119.12,110.82,121.434,117.5,117.867,NA,NA,127,NA,102.987,NA,NA
,,5/4/2016,118.698,161.692,134.323,118.26,119.06,110.81,121.364,117.49,117.95,NA,NA,126.97,NA,102.979,NA,NA
,,5/5/2016,118.716,162.945,134.589,117.711,119.1,110.8,121.494,117.47,118,NA,NA,126.74,NA,102.94,NA,NA
,,5/6/2016,118.829,162.778,134.864,117.793,119.277,110.8,121.16,117.807,118.14,NA,NA,126.92,NA,102.93,NA,NA
,,5/9/2016,118.847,163.399,135.159,118.16,119.291,110.78,121.582,117.836,118.08,NA,NA,126.88,NA,102.89,NA,NA
,,5/10/2016,118.766,163.659,134.895,118.01,119.267,110.926,121.484,117.854,117.89,NA,NA,126.62,NA,102.9,NA,NA
,,5/11/2016,118.7,163.315,134.477,117.97,119.203,110.921,121.475,117.799,117.947,NA,NA,126.56,NA,102.905,NA,NA
,,5/12/2016,118.6,162.017,134.069,117.68,119.099,110.841,121.22,117.646,117.789,NA,NA,126.47,NA,102.855,NA,NA
,,5/13/2016,118.695,162.741,134.06,117.747,119.206,110.779,121.229,117.738,117.792,NA,NA,126.42,NA,102.856,NA,NA
,,5/16/2016,118.65,161.32,133.619,117.7,119.113,110.801,121.047,117.649,117.848,NA,NA,125.914,NA,102.824,NA,NA
,,5/17/2016,118.612,162.184,133.684,117.309,119.086,110.755,121.165,117.606,117.768,NA,NA,126.024,NA,102.833,NA,NA
,,5/18/2016,118.534,160.795,133.294,117.69,119.004,110.733,120.82,117.526,117.74,NA,NA,126.46,NA,102.807,NA,NA
,,5/19/2016,118.441,161.19,133.029,117.6,118.968,110.691,121.009,117.481,117.618,NA,NA,126.38,NA,102.784,NA,NA
,,5/20/2016,118.432,160.486,133.055,117.52,118.958,110.708,120.997,117.466,117.601,NA,NA,126.28,NA,102.735,NA,NA
,,5/23/2016,118.32,159.991,132.898,117.475,118.932,110.64,120.916,117.471,117.48,NA,NA,126.19,NA,102.759,NA,NA
,,5/24/2016,118.338,159.593,132.748,117.56,118.76,110.612,120.957,117.456,117.529,NA,NA,126.24,NA,102.813,NA,NA
,,5/25/2016,118.382,160.155,133.203,117.58,118.314,110.647,121.096,116.94,117.66,NA,NA,126.27,NA,102.74,NA,NA
,,5/26/2016,118.36,160.563,133.242,117.67,118.933,110.574,120.77,117.48,117.64,NA,NA,126.36,NA,102.71,NA,NA
,,5/27/2016,118.34,160.419,133.228,117.63,118.901,110.602,120.89,117.452,117.64,NA,NA,126.36,NA,102.737,NA,NA
,,5/30/2016,118.324,160.016,132.966,117.503,118.93,110.588,121.187,117.479,117.572,NA,NA,126.22,NA,102.675,NA,NA
,,5/31/2016,118.359,160.66,133.229,117.71,118.889,110.53,121.23,117.431,117.59,NA,NA,126.35,NA,102.65,NA,NA
,,6/1/2016,118.4,161.114,133.371,117.74,118.899,110.571,120.99,117.448,117.64,NA,NA,126.48,NA,102.664,NA,NA
,,6/2/2016,118.44,162.025,133.666,117.84,118.843,110.535,121.247,117.367,117.67,NA,NA,126.739,NA,102.644,NA,NA
,,6/3/2016,118.56,163.623,134.124,117.689,118.913,110.543,121.495,117.5,117.82,NA,NA,126.71,NA,102.631,NA,NA
,,6/6/2016,118.573,162.715,133.699,117.673,118.896,110.549,121.513,117.517,117.85,NA,NA,126.68,NA,102.685,NA,NA
,,6/7/2016,118.639,163.69,134.374,118.12,118.949,110.534,121.635,117.504,117.762,NA,NA,126.8,NA,102.678,NA,NA
,,6/8/2016,118.606,163.805,134.333,118.16,118.864,110.523,121.647,117.483,117.731,NA,NA,126.79,NA,102.545,NA,NA
,,6/9/2016,118.7,165.101,134.642,117.724,118.841,110.498,121.668,117.431,117.8,NA,NA,127.01,NA,102.5,NA,NA
,,6/10/2016,118.71,166.217,135.037,118.12,118.807,110.458,121.677,117.401,117.77,NA,NA,127.11,NA,102.495,NA,NA
,,6/13/2016,118.666,165.632,134.759,118.16,118.855,110.493,121.69,117.451,117.93,NA,NA,127.14,NA,102.545,NA,NA
,,6/14/2016,118.81,166.274,135.208,117.969,118.918,110.532,121.983,117.511,118.035,NA,NA,127.26,NA,102.568,NA,NA
,,6/15/2016,118.875,166.4,135.33,118.37,118.918,110.492,121.978,117.55,117.996,NA,NA,127.31,NA,102.524,NA,NA
,,6/16/2016,118.875,167.41,135.456,118.44,118.798,110.457,122.09,117.427,118.039,NA,NA,127.24,NA,102.24,NA,NA
,,6/17/2016,118.857,167.269,135.264,118.42,118.853,110.453,122.098,117.481,118.08,NA,NA,127.18,NA,102.264,NA,NA
,,6/20/2016,118.692,166.76,135.055,118.26,118.824,110.401,121.874,117.392,117.854,NA,NA,127.09,NA,102.28,NA,NA
,,6/21/2016,118.698,166.928,135.143,117.859,118.788,110.414,121.883,117.357,117.99,NA,NA,127.19,NA,102.333,NA,NA
,,6/22/2016,118.64,167.359,134.994,118.3,118.802,110.385,121.831,117.369,117.92,NA,NA,127.23,NA,102.275,NA,NA
,,6/23/2016,118.57,165.924,135.015,118.3,118.68,110.299,121.69,117.251,117.86,NA,NA,127.18,NA,102.26,NA,NA
,,6/24/2016,118.907,167.996,135.756,118.48,118.576,110.292,122.191,116.793,118.073,NA,NA,127.22,NA,102.272,NA,NA
,,6/27/2016,118.835,170.101,135.992,118.48,118.705,110.296,122.161,117.267,117.984,NA,NA,127.22,NA,102.251,NA,NA
,,6/28/2016,118.82,169.447,135.952,118.53,118.202,110.364,122.187,116.864,118.002,NA,NA,127.45,NA,102.295,NA,NA
,,6/29/2016,118.88,170.325,136.084,118.303,118.155,110.32,122.264,116.82,117.971,NA,NA,127.54,NA,102.303,NA,NA
,,6/30/2016,118.98,170.217,136.364,118.67,118.678,110.292,122.442,117.278,118.035,NA,NA,127.526,NA,102.29,NA,NA
,,7/1/2016,119.03,171.902,137.008,118.84,118.55,110.28,122.53,117.405,118.102,NA,NA,128.023,NA,102.265,NA,NA
,,7/4/2016,119.16,172.132,137.33,118.91,118.797,110.369,122.59,116.787,118.276,NA,NA,127.97,NA,102.305,NA,NA
,,7/5/2016,119.28,173.317,137.69,119.2,118.635,110.345,123.142,116.833,118.53,NA,NA,128.05,NA,102.305,NA,NA
,,7/6/2016,119.234,173.359,138.057,119.22,118.67,110.339,123.144,117.513,118.473,NA,NA,128.23,NA,102.3,NA,NA
,,7/7/2016,119.183,172.717,137.836,119.18,118.65,110.288,123.211,117.503,118.413,NA,NA,128.15,NA,102.255,NA,NA
,,7/8/2016,119.33,173.917,138.355,119.35,118.66,110.294,123.441,117.545,118.545,NA,NA,128.21,NA,102.225,NA,NA
,,7/11/2016,119.3,173.57,138.082,119.34,118.76,110.271,123.13,117.496,118.483,NA,NA,128.07,NA,102.24,NA,NA
,,7/12/2016,119.116,172.359,137.947,119.19,118.721,110.212,123.12,117.428,118.357,NA,NA,128.17,NA,102.23,NA,NA
,,7/13/2016,119.33,174.958,138.887,119.36,118.792,110.233,123.47,117.508,118.65,NA,NA,128.46,NA,102.21,NA,NA
,,7/14/2016,119.28,174.041,138.633,119.42,118.745,110.187,123.518,117.423,118.47,NA,NA,128.56,NA,102.205,NA,NA
,,7/15/2016,119.14,173.068,138.639,119.34,118.66,110.139,123.42,117.37,118.342,NA,NA,128.53,NA,102.165,NA,NA
,,7/18/2016,119.22,174.069,139.356,119.42,118.706,110.138,123.757,117.416,118.551,NA,NA,128.61,NA,102.145,NA,NA
,,7/19/2016,119.21,175.028,139.289,119.26,118.679,110.102,123.871,117.391,118.602,NA,NA,128.61,NA,102.065,NA,NA
,,7/20/2016,119.16,174.68,139.306,119.23,118.635,110.064,123.753,117.317,118.64,NA,NA,128.54,NA,102.115,NA,NA
,,7/21/2016,119.096,176.244,139.523,119.22,118.584,109.998,123.756,117.299,118.66,NA,NA,128.58,NA,102.08,NA,NA
,,7/22/2016,119.176,176.753,140.172,119.21,118.569,109.994,123.841,117.257,118.495,NA,NA,128.6,NA,101.989,NA,NA
,,7/25/2016,119.179,177.886,140.378,119.27,118.59,109.949,123.839,117.244,118.498,NA,NA,128.7,NA,102.06,NA,NA
,,7/26/2016,119.225,177.623,140.258,119.15,118.548,109.941,123.773,117.213,118.453,NA,NA,128.63,NA,101.965,NA,NA
,,7/27/2016,119.47,178.815,140.785,119.37,118.4,109.958,124.009,117.285,118.625,NA,NA,128.69,NA,102.03,NA,NA
,,7/28/2016,119.31,179.435,140.59,119.22,118.511,109.897,123.898,117.17,118.72,NA,NA,128.56,NA,101.961,NA,NA
,,7/29/2016,119.385,179.728,140.557,119.32,118.539,109.885,123.61,117.183,118.81,NA,NA,128.66,NA,101.98,NA,NA
,,8/1/2016,119.33,179.189,140.456,119.31,118.493,109.868,123.95,117.147,118.552,NA,NA,128.59,NA,101.937,NA,NA
,,8/2/2016,119.12,177.857,139.855,119.02,118.17,109.809,123.77,117.101,118.415,NA,NA,128.32,NA,101.955,NA,NA
,,8/3/2016,119.04,177.977,139.96,118.99,118.352,109.805,123.717,117.039,118.376,NA,NA,128.35,NA,101.965,NA,NA
,,8/4/2016,119.166,179.195,140.635,119.34,118.392,109.792,123.889,117.056,118.509,NA,NA,128.46,NA,101.876,NA,NA
,,8/5/2016,119.087,178.493,140.32,119.29,118.296,109.763,123.806,116.967,118.428,NA,NA,128.4,NA,101.91,NA,NA
,,8/8/2016,119.132,177.601,140.527,119.33,118.398,109.757,123.88,117.035,118.67,NA,NA,128.49,NA,101.898,NA,NA
,,8/9/2016,119.13,178.734,140.66,119.31,118.413,109.76,123.881,117.081,118.471,NA,NA,128.58,NA,101.907,NA,NA
,,8/10/2016,119.3,179.02,140.879,119.39,118.356,109.734,123.8,117.025,118.537,NA,NA,128.64,NA,101.89,NA,NA
,,8/11/2016,119.205,179.056,140.68,119.34,118.296,109.679,123.883,116.929,118.474,NA,NA,128.48,NA,101.856,NA,NA
,,8/12/2016,119.185,178.749,140.746,119.28,118.302,109.66,123.805,116.976,118.66,NA,NA,128.5,NA,101.845,NA,NA
,,8/15/2016,119.015,178.773,140.521,118.95,118.05,109.639,123.51,116.848,118.51,NA,NA,128.34,NA,101.825,NA,NA
,,8/16/2016,118.935,177.577,140.019,119.02,117.99,109.608,123.44,116.764,118.44,NA,NA,128.28,NA,101.817,NA,NA
,,8/17/2016,118.95,178.026,140.187,119.03,117.95,109.595,123.39,116.783,118.315,NA,NA,128.21,NA,101.81,NA,NA
,,8/18/2016,118.97,178.94,140.476,119.04,117.95,109.554,123.45,116.698,118.32,NA,NA,128.26,NA,101.773,NA,NA
,,8/19/2016,118.352,178.269,140.097,118.95,118.044,109.538,123.3,116.672,118.24,NA,NA,128.13,NA,101.73,NA,NA
,,8/22/2016,118.82,179.25,140.602,119.03,118.009,109.52,123.56,116.667,118.311,NA,NA,128.27,NA,101.748,NA,NA
,,8/23/2016,118.85,179.038,140.461,119.02,117.99,109.517,123.559,116.649,118.34,NA,NA,128.32,NA,101.705,NA,NA
,,8/24/2016,118.84,178.991,140.26,119.06,118.027,109.486,123.514,116.626,118.3,NA,NA,128.16,NA,101.724,NA,NA
,,8/25/2016,118.69,178.839,140.176,118.88,117.94,109.43,123.42,116.598,118.184,NA,NA,128.15,NA,101.686,NA,NA
,,8/26/2016,118.67,178.469,140.156,118.93,117.76,109.418,123.447,116.546,118.21,NA,NA,128.19,NA,101.645,NA,NA
,,8/29/2016,118.66,178.879,140.245,118.86,117.981,109.42,123.16,116.613,118.18,NA,NA,128.15,NA,101.664,NA,NA
,,8/30/2016,118.718,179.281,140.458,118.91,117.77,109.435,123.526,116.594,118.228,NA,NA,128.33,NA,101.625,NA,NA
,,8/31/2016,118.696,178.284,140.198,118.89,117.909,109.4,123.21,116.573,118.208,NA,NA,128.425,NA,101.64,NA,NA
,,9/1/2016,118.57,177.765,139.989,118.83,117.65,109.356,123.352,116.493,118.16,NA,NA,128.25,NA,101.575,NA,NA
,,9/2/2016,118.199,177.49,139.848,118.81,117.64,109.384,123.08,116.437,118.18,NA,NA,128.11,NA,101.585,NA,NA
,,9/5/2016,118.62,177.617,139.987,118.89,117.66,109.343,123.372,116.484,118.17,NA,NA,128.13,NA,101.578,NA,NA
,,9/6/2016,118.776,179.021,140.47,119.03,117.7,109.381,123.597,116.558,118.224,NA,NA,128.28,NA,101.545,NA,NA
,,9/7/2016,118.82,179.554,140.752,119.07,117.7,109.367,123.6,116.501,118.37,NA,NA,128.32,NA,101.559,NA,NA
,,9/8/2016,118.64,177.721,140.373,118.84,117.726,109.272,123.18,116.401,118.15,NA,NA,128.05,NA,101.524,NA,NA
,,9/9/2016,118.44,175.752,139.631,118.59,117.54,109.257,123.06,116.297,117.99,NA,NA,127.93,NA,101.515,NA,NA
,,9/12/2016,118.362,175.851,139.537,118.43,117.5,109.23,122.92,116.274,117.795,NA,NA,127.65,NA,101.5,NA,NA
,,9/13/2016,118.347,175.006,139.375,118.47,117.43,109.204,123.106,116.23,117.88,NA,NA,127.62,NA,101.489,NA,NA
,,9/14/2016,118.4,175.514,139.46,118.54,117.51,109.223,123.158,116.255,117.89,NA,NA,127.67,NA,101.48,NA,NA
,,9/15/2016,118.384,175.349,139.356,118.43,117.43,109.175,123.111,116.175,117.789,NA,NA,127.61,NA,101.444,NA,NA
,,9/16/2016,118.42,175.638,139.558,118.54,117.44,109.195,122.9,116.162,117.92,NA,NA,127.69,NA,101.44,NA,NA
,,9/19/2016,118.423,175.67,139.558,118.5,117.39,109.166,123.11,116.159,117.828,NA,NA,127.69,NA,101.418,NA,NA
,,9/20/2016,118.479,176.557,139.652,118.58,117.41,109.179,123.173,116.196,117.876,NA,NA,127.65,NA,101.406,NA,NA
,,9/21/2016,118.47,176.493,139.456,118.49,117.4,109.177,122.84,116.155,117.88,NA,NA,127.67,NA,101.37,NA,NA
,,9/22/2016,118.58,178.15,140.469,118.69,117.27,109.125,123.241,116.154,117.874,NA,NA,127.7,NA,101.357,NA,NA
,,9/23/2016,118.57,178.338,140.234,118.68,117.518,109.108,123.234,116.129,117.872,NA,NA,127.7,NA,101.325,NA,NA
,,9/26/2016,118.63,178.866,140.239,118.75,117.539,109.114,123.297,116.126,118.035,NA,NA,128.141,NA,101.33,NA,NA
,,9/27/2016,118.76,179.653,140.736,118.94,117.39,109.145,123.478,116.199,118.086,NA,NA,128.442,NA,101.329,NA,NA
,,9/28/2016,118.605,178.047,140.185,118.89,117.504,109.125,123.421,116.147,117.805,NA,NA,127.52,NA,101.317,NA,NA
,,9/29/2016,118.51,178.245,139.892,118.77,117.435,109.004,123.244,116.081,117.766,NA,NA,127.41,NA,101.279,NA,NA
,,9/30/2016,118.505,177.622,139.934,118.78,117.2,109.025,123.13,116.06,117.7,NA,NA,127.49,NA,101.268,NA,NA
,,10/3/2016,118.172,176.983,139.573,118.16,117.38,108.986,123.121,116.032,117.48,NA,NA,127.09,NA,100.94,NA,NA
,,10/4/2016,118.44,176.497,139.662,118.7,117.348,108.977,122.97,116.029,117.718,NA,NA,127.37,NA,101.243,NA,NA
,,10/5/2016,118.23,175.579,139.136,118.49,117.15,108.951,122.984,115.946,117.51,NA,NA,127.08,NA,101.23,NA,NA
,,10/6/2016,118.043,175.113,139,118.37,117.07,108.902,122.929,115.861,117.42,NA,NA,126.92,NA,101.17,NA,NA
,,10/7/2016,118.002,174.554,138.748,118.35,117.02,108.875,122.896,115.871,117.408,NA,NA,126.85,NA,101.149,NA,NA
,,10/10/2016,117.941,173.406,138.291,118.25,117.172,108.88,122.82,115.825,117.35,NA,NA,126.96,NA,101.14,NA,NA
,,10/11/2016,118,174.23,138.792,118.21,117.04,108.855,122.754,115.815,117.348,NA,NA,126.78,NA,101.13,NA,NA
,,10/12/2016,117.91,173.176,138.243,118.1,116.96,108.85,122.45,115.76,117.33,NA,NA,126.69,NA,101.112,NA,NA
,,10/13/2016,117.883,174.238,138.62,118.39,116.95,108.78,122.701,115.716,117.296,NA,NA,126.74,NA,101.08,NA,NA
,,10/14/2016,117.87,172.802,138.297,118.33,116.89,108.77,122.64,115.661,117.21,NA,NA,126.71,NA,101.07,NA,NA
,,10/17/2016,117.82,173.238,138.484,118.36,116.81,108.774,122.6,115.722,117.235,NA,NA,126.73,NA,101.08,NA,NA
,,10/18/2016,117.832,173.678,138.562,118.4,116.9,108.755,122.683,115.708,117.279,NA,NA,126.82,NA,101.07,NA,NA
,,10/19/2016,117.771,173.954,138.587,118.5,116.9,108.745,122.76,115.639,117.272,NA,NA,126.81,NA,101.035,NA,NA
,,10/20/2016,117.82,174.397,139.102,118.38,116.77,108.685,122.65,115.581,117.246,NA,NA,126.79,NA,101.04,NA,NA
,,10/21/2016,117.86,173.979,138.655,118.44,116.78,108.675,122.596,115.59,117.202,NA,NA,126.73,NA,100.985,NA,NA
,,10/24/2016,117.691,173.64,138.35,118.27,116.73,108.655,122.516,115.542,117.144,NA,NA,126.66,NA,100.995,NA,NA
,,10/25/2016,117.73,173.116,138.626,118.34,116.908,108.63,122.52,115.526,117.132,NA,NA,126.64,NA,100.955,NA,NA
,,10/26/2016,117.56,172.062,137.51,118.06,116.821,108.61,122.36,115.47,116.97,NA,NA,126.39,NA,100.95,NA,NA
,,10/27/2016,117.4,169.811,136.838,117.82,116.721,108.565,122.11,115.366,116.78,NA,NA,126.24,NA,100.915,NA,NA
,,10/28/2016,117.263,170.365,137.063,117.67,116.47,108.53,121.93,115.318,116.744,NA,NA,125.88,NA,100.905,NA,NA
,,10/31/2016,117.26,170.237,137.136,117.76,116.49,108.53,121.92,115.329,116.84,NA,NA,125.92,NA,100.89,NA,NA
,,11/1/2016,117.31,170.122,136.99,117.68,116.51,108.505,121.85,115.314,116.79,NA,NA,125.91,NA,100.879,NA,NA
,,11/2/2016,117.336,170.94,137.47,117.82,116.53,108.53,122.09,115.328,116.824,NA,NA,126.25,NA,100.865,NA,NA
,,11/3/2016,117.23,170.244,137.177,117.68,116.44,108.48,122,115.235,116.81,NA,NA,125.99,NA,100.834,NA,NA
,,11/4/2016,117.38,170.796,137.588,117.77,116.44,108.445,122.05,115.24,116.91,NA,NA,126.17,NA,100.815,NA,NA
,,11/7/2016,117.3,169.931,137.241,117.8,116.48,108.455,122.01,115.24,116.774,NA,NA,126.16,NA,100.805,NA,NA
,,11/8/2016,117.22,169.214,136.954,117.7,116.43,108.44,121.96,115.18,116.721,NA,NA,125.29,NA,100.79,NA,NA
,,11/9/2016,117.27,167.061,137.158,117.65,116.46,108.417,122.02,115.17,116.72,NA,NA,125.9,NA,100.784,NA,NA
,,11/10/2016,116.897,166.148,136.075,117.27,116.32,108.382,121.71,114.574,116.53,NA,NA,125.54,NA,100.745,NA,NA
,,11/11/2016,116.85,165.354,135.692,117.17,116.18,108.335,121.46,114.523,116.41,NA,NA,125.25,NA,100.73,NA,NA
,,11/14/2016,116.68,165.366,135.166,116.91,116.15,108.32,121.22,114.994,116.28,NA,NA,125.04,NA,100.721,NA,NA
,,11/15/2016,116.78,164.961,134.909,117.04,116.215,108.355,121.32,114.985,116.249,NA,NA,125.16,NA,100.708,NA,NA
,,11/16/2016,116.6,164.592,134.546,116.93,116.14,108.28,121.12,114.98,116.141,NA,NA,124.78,NA,100.697,NA,NA
,,11/17/2016,116.567,164.091,134.632,117.08,116.13,108.23,121.14,114.916,116.162,NA,NA,124.83,NA,100.662,NA,NA
,,11/18/2016,116.405,163.4,133.947,116.87,116.07,108.225,120.96,114.847,115.98,NA,NA,124.62,NA,100.609,NA,NA
,,11/21/2016,116.46,162.955,133.724,116.89,116.11,108.219,121.06,114.63,116.07,NA,NA,124.31,NA,100.59,NA,NA
,,11/22/2016,116.729,163.37,134.222,116.439,116.409,108.285,121.27,114.717,116.31,NA,NA,124.368,NA,100.582,NA,NA
,,11/23/2016,116.58,162.969,133.752,116.221,116.18,108.195,121.11,114.673,116.18,NA,NA,124.47,NA,100.625,NA,NA
,,11/24/2016,116.72,162.33,134.272,117.17,116.23,108.199,121.35,115.027,116.32,NA,NA,124.68,NA,100.59,NA,NA
,,11/25/2016,116.8,162.722,134.167,117.25,116.24,108.18,121.36,114.991,116.41,NA,NA,124.61,NA,100.561,NA,NA
,,11/28/2016,116.87,163.548,134.42,117.34,116.28,108.18,121.33,115.054,116.48,NA,NA,124.77,NA,100.545,NA,NA
,,11/29/2016,116.78,163.008,134.045,117.08,116.21,108.155,121.26,114.994,116.35,NA,NA,124.64,NA,100.535,NA,NA
,,11/30/2016,116.767,161.373,133.815,117.04,116.14,108.13,121.22,114.911,116.22,NA,NA,124.45,NA,100.501,NA,NA
,,12/1/2016,116.693,159.108,133.493,117.04,116.11,108.082,121.1,114.797,116.187,NA,NA,124.36,NA,100.485,NA,NA
,,12/2/2016,116.62,160.993,133.675,116.336,115.97,108.05,121.01,114.546,116.2,NA,NA,124.27,NA,100.454,NA,NA
,,12/5/2016,116.48,160.359,133.012,116.75,115.95,107.985,120.82,114.429,116.06,NA,NA,124.02,NA,100.46,NA,NA
,,12/6/2016,116.901,159.313,132.804,116.082,115.91,107.967,120.68,114.563,116.02,NA,NA,124.09,NA,100.428,NA,NA
,,12/7/2016,116.43,159.823,133.018,116.096,115.85,107.915,120.73,114.303,116.03,NA,NA,124.15,NA,100.45,NA,NA
,,12/8/2016,116.57,158.57,132.291,116.88,115.92,107.925,120.87,114.625,116.125,NA,NA,124.22,NA,100.405,NA,NA
,,12/9/2016,117.176,158.196,133.584,117.15,115.95,107.928,121.09,114.651,116.3,NA,NA,124.27,NA,100.39,NA,NA
,,12/12/2016,116.59,158.04,133.115,116.26,115.87,107.88,120.98,114.592,116.12,NA,NA,124.02,NA,100.395,NA,NA
,,12/13/2016,116.597,158.882,133.226,116.99,115.86,107.87,120.9,114.626,116.18,NA,NA,124.12,NA,100.347,NA,NA
,,12/14/2016,116.7,158.593,133.534,117.15,116.024,107.87,121,114.579,116.21,NA,NA,124.263,NA,100.35,NA,NA
,,12/15/2016,116.592,158.879,133.22,116.358,115.82,107.855,121.09,114.629,116.122,NA,NA,124.09,NA,100.32,NA,NA
,,12/16/2016,116.67,159.394,133.24,117.07,115.91,107.86,121.14,114.644,116.22,NA,NA,124.3,NA,100.306,NA,NA
,,12/19/2016,116.75,161.45,133.898,117.28,115.925,107.871,121.24,114.664,116.35,NA,NA,124.41,NA,100.276,NA,NA
,,12/20/2016,116.76,161.003,133.739,116.601,115.81,107.856,121.11,114.629,116.32,NA,NA,124.5,NA,100.28,NA,NA
,,12/21/2016,116.73,161.404,133.78,117.25,115.8,107.82,121.14,114.582,116.25,NA,NA,124.52,NA,100.265,NA,NA
,,12/22/2016,117.164,161.069,133.586,117.21,115.74,107.735,121.11,114.492,116.2,NA,NA,123.96,NA,100.198,NA,NA
,,12/23/2016,116.64,161.499,133.753,117.23,115.87,107.73,121.27,114.474,116.21,NA,NA,124.42,NA,100.215,NA,NA
,,12/26/2016,116.64,161.715,133.753,117.23,115.894,107.741,121.27,114.303,116.21,NA,NA,124.562,NA,100.215,NA,NA
,,12/27/2016,116.853,161.824,133.934,117.38,115.863,107.72,121.45,114.468,116.39,NA,NA,124.63,NA,100.207,NA,NA
